"","Cluster_no","Tweet_ID","Created","User_name","Retweet_count","Dominance","Original_User"
"6856",5,3,"23-11-2016 18:40","rahulja13034944",12,0,"rssurjewala"
"6857",5,4,"23-11-2016 18:39","deeptiyvd",338,0,"ANI_news"
"6858",5,17,"23-11-2016 18:35","darkdestinynme",12,0,"roshankar"
"6859",5,20,"23-11-2016 18:34","PoliticalCooper",12,NA,"roshankar"
"6860",5,22,"23-11-2016 18:33","BharatParivrtan",12,NA,"roshankar"
"6861",5,26,"23-11-2016 18:33","mukeshrai881",12,0,"roshankar"
"6862",5,28,"23-11-2016 18:32","iMirzaG",12,NA,"roshankar"
"6863",5,48,"23-11-2016 18:24","PramodKr7227",12,NA,"roshankar"
"6864",5,74,"23-11-2016 18:17","SanalSudev",12,NA,"roshankar"
"6865",5,99,"23-11-2016 18:10","ilapakurthi",406,0,"TheOfficialSBI"
"6866",5,130,"23-11-2016 18:05","ioclpunjab",18,0,"karnataka_ioc"
"6867",5,141,"23-11-2016 18:03","barundebbarun",12,0,"roshankar"
"6868",5,154,"23-11-2016 18:02","laxmisagarnitw",12,0,"roshankar"
"6869",5,165,"23-11-2016 17:59","YogenderWrites",12,NA,"roshankar"
"6870",5,168,"23-11-2016 17:58","roshankar",12,3.4371339897718,"roshankar"
"6871",5,197,"23-11-2016 17:53","sainath_kits",947,0,"rishibagree"
"6872",5,234,"23-11-2016 17:46","anurag29",12,0,"sandipsabharwal"
"6873",5,242,"23-11-2016 17:43","imsanjeevthakur",338,0,"ANI_news"
"6874",5,266,"23-11-2016 17:36","Vipul_88",3,NA,"Vipul_88"
"6875",5,403,"23-11-2016 17:10","kamkkp",0,0,"kamkkp"
"6876",5,421,"23-11-2016 17:06","YatikY",36,NA,"centerofright"
"6877",5,634,"23-11-2016 16:28","Srishti17051748",9,NA,"sambitswaraj"
"6878",5,777,"23-11-2016 16:03","salilravindran",0,0,"salilravindran"
"6879",5,799,"23-11-2016 15:59","MrAmarpal",0,NA,"MrAmarpal"
"6880",5,822,"23-11-2016 15:57","mallemala12",0,0,"mallemala12"
"6881",5,838,"23-11-2016 15:51","bharat2004",406,0,"TheOfficialSBI"
"6882",5,847,"23-11-2016 15:50","KamnaDutt",0,NA,"KamnaDutt"
"6883",5,859,"23-11-2016 15:47","bohravishal07",9,0,"sambitswaraj"
"6884",5,874,"23-11-2016 15:44","dksmumbai",18,0,"karnataka_ioc"
"6885",5,890,"23-11-2016 15:40","rajans0208",9,0,"sambitswaraj"
"6886",5,915,"23-11-2016 15:35","shivenduks",36,0,"centerofright"
"6887",5,930,"23-11-2016 15:32","ranchor10",9,0,"sambitswaraj"
"6888",5,953,"23-11-2016 15:30","d889e9b8440f4db",9,0,"sambitswaraj"
"6889",5,963,"23-11-2016 15:27","bharat2004",305,0,"DrGPradhan"
