"","Cluster_no","Tweet_ID","Created","User_name","Retweet_count","Dominance","Original_User"
"1",1,9275,"19-04-2017 09:34","tusharshrotriya",165,0,"RoflGandhi_"
"2",1,10062,"17-04-2017 21:32","maytas_satyam",165,0,"RoflGandhi_"
"3",1,10095,"17-04-2017 18:49","anuraggarg11",165,0,"RoflGandhi_"
"4",1,10148,"17-04-2017 16:40","Cokemanu",165,NA,"RoflGandhi_"
"5",1,10274,"17-04-2017 12:33","Biharse",165,NA,"RoflGandhi_"
"6",1,10290,"17-04-2017 11:53","Dabangg_Salman_",165,NA,"RoflGandhi_"
"7",1,10297,"17-04-2017 11:29","jhaarjun21",165,0,"RoflGandhi_"
"8",1,10310,"17-04-2017 11:07","dsmhaske_52",165,0,"RoflGandhi_"
"9",1,10334,"17-04-2017 10:32","underworldfish",165,0,"RoflGandhi_"
"10",1,10368,"17-04-2017 10:03","_shamim7",165,0,"RoflGandhi_"
"11",1,10476,"17-04-2017 06:34","SRKsGladiator_",165,NA,"RoflGandhi_"
"12",1,10481,"17-04-2017 06:24","YehTaara",165,NA,"RoflGandhi_"
"13",1,10500,"17-04-2017 05:42","DVeerdi",165,NA,"RoflGandhi_"
"14",1,10502,"17-04-2017 05:39","Jaiiihinddd",165,NA,"RoflGandhi_"
"15",1,10517,"17-04-2017 05:11","drdivspatel",165,0,"RoflGandhi_"
"16",1,10522,"17-04-2017 05:04","Myself_ankush",165,NA,"RoflGandhi_"
"17",1,10535,"17-04-2017 04:44","manishvaranasi",165,0,"RoflGandhi_"
"18",1,10539,"17-04-2017 04:34","rahulj_09",165,0,"RoflGandhi_"
"19",1,10543,"17-04-2017 04:17","Vschandel07",165,NA,"RoflGandhi_"
"20",1,10554,"17-04-2017 04:01","jigyasa203",165,0,"RoflGandhi_"
"21",1,10564,"17-04-2017 03:55","jayant_bhushan",165,0,"RoflGandhi_"
"22",1,10582,"17-04-2017 03:18","RetardedHurt",165,NA,"RoflGandhi_"
"23",1,10583,"17-04-2017 03:17","Narendrapanwar8",165,NA,"RoflGandhi_"
"24",1,10584,"17-04-2017 03:15","TigersBloodCell",165,NA,"RoflGandhi_"
"25",1,10585,"17-04-2017 03:14","vickysk007",165,0,"RoflGandhi_"
