"","Cluster_no","Tweet_ID","Created","User_name","Retweet_count","Dominance","Original_User"
"555",3,2,"23-11-2016 18:40","HASHTAGFARZIWAL",66,NA,"rssurjewala"
"556",3,15,"23-11-2016 18:36","hkgupta16",50,0,"sona2905"
"557",3,16,"23-11-2016 18:35","aazaadparinda",45,0,"Dipankar_cpiml"
"558",3,21,"23-11-2016 18:34","MdShuaib7",66,NA,"Hemant_80"
"559",3,25,"23-11-2016 18:33","Rss_chaddi_waLL",66,NA,"Hemant_80"
"560",3,31,"23-11-2016 18:31","BoscoUnchained",66,NA,"Hemant_80"
"561",3,32,"23-11-2016 18:31","meghnabasu2",11,0,"Gadgets360"
"562",3,33,"23-11-2016 18:31","trollabhakt",6,0,"_avenu"
"563",3,34,"23-11-2016 18:31","manni_1986",76,0,"DrGPradhan"
"564",3,43,"23-11-2016 18:25","prateek1013",76,0,"DrGPradhan"
"565",3,46,"23-11-2016 18:24","draksbond",76,0,"DrGPradhan"
"566",3,47,"23-11-2016 18:24","kmvatreni1",59,0,"harshkkapoor"
"567",3,50,"23-11-2016 18:24","smsivanesan",30,0,"Punitspeaks"
"568",3,52,"23-11-2016 18:24","n2r3ndr2",30,0,"Punitspeaks"
"569",3,53,"23-11-2016 18:24","aakuraj",76,0,"DrGPradhan"
"570",3,63,"23-11-2016 18:22","InnovativeHindu",30,NA,"pGurus1"
"571",3,64,"23-11-2016 18:22","InnovativeHindu",19,NA,"pGurus1"
"572",3,70,"23-11-2016 18:19","vtushar1960",76,0,"DrGPradhan"
"573",3,73,"23-11-2016 18:17","manickam_sm",11,0,"Gadgets360"
"574",3,75,"23-11-2016 18:17","VaidyaPriyam",30,NA,"Punitspeaks"
"575",3,78,"23-11-2016 18:16","Myth_Busterz",66,NA,"Hemant_80"
"576",3,82,"23-11-2016 18:15","cracklier",59,0,"harshkkapoor"
"577",3,92,"23-11-2016 18:11","everG3",6,NA,"_avenu"
"578",3,94,"23-11-2016 18:11","Salimpa71373837",66,NA,"Hemant_80"
"579",3,104,"23-11-2016 18:10","shobhanpounikar",30,0,"pGurus1"
"580",3,106,"23-11-2016 18:09","jaiinashish",30,0,"Punitspeaks"
"581",3,110,"23-11-2016 18:09","fighterpirate7",6,0,"_avenu"
"582",3,115,"23-11-2016 18:08","tauhid13",6,0,"_avenu"
"583",3,116,"23-11-2016 18:08","IamMLK48",6,NA,"_avenu"
"584",3,118,"23-11-2016 18:08","Dhriyamana",76,NA,"DrGPradhan"
"585",3,120,"23-11-2016 18:07","DonMufflerMan",6,NA,"_avenu"
"586",3,121,"23-11-2016 18:07","shubhamamdhare",66,0,"Hemant_80"
"587",3,123,"23-11-2016 18:07","shobhanpounikar",19,0,"pGurus1"
"588",3,124,"23-11-2016 18:06","harishchawla74",76,0,"DrGPradhan"
"589",3,126,"23-11-2016 18:06","_avenu",6,2.33707615048002,"_avenu"
"590",3,127,"23-11-2016 18:06","aashish81us",30,0,"Punitspeaks"
"591",3,129,"23-11-2016 18:05","deeptiyvd",76,0,"DrGPradhan"
"592",3,131,"23-11-2016 18:05","aawara_aatma",66,0,"Hemant_80"
"593",3,135,"23-11-2016 18:04","centreofleft",66,0,"Hemant_80"
"594",3,139,"23-11-2016 18:03","Thenirajpandey",59,NA,"harshkkapoor"
"595",3,156,"23-11-2016 18:01","nagrulz",33,0,"YSRCParty"
"596",3,159,"23-11-2016 18:01","pratimadesh",76,0,"DrGPradhan"
"597",3,160,"23-11-2016 18:00","abhinavaawara",76,0,"DrGPradhan"
"598",3,161,"23-11-2016 18:00","shweta_ohri",30,0,"Punitspeaks"
"599",3,163,"23-11-2016 17:59","RkKotha",33,NA,"YSRCParty"
"600",3,170,"23-11-2016 17:57","Punitspeaks",30,4.00765730165311,"Punitspeaks"
"601",3,171,"23-11-2016 17:57","AmberRishi",45,NA,"Dipankar_cpiml"
"602",3,174,"23-11-2016 17:57","krishnpria",76,0,"DrGPradhan"
"603",3,182,"23-11-2016 17:55","Jaishankar_Sing",30,NA,"Punitspeaks"
"604",3,187,"23-11-2016 17:54","abhaymishra09",30,0,"Punitspeaks"
"605",3,192,"23-11-2016 17:54","Sukant_Khurana",0,NA,"Sukant_Khurana"
"606",3,194,"23-11-2016 17:53","gopsec2",76,0,"DrGPradhan"
"607",3,199,"23-11-2016 17:53","AtishhR",30,NA,"Punitspeaks"
"608",3,200,"23-11-2016 17:53","raovikashpranav",66,0,"Hemant_80"
"609",3,205,"23-11-2016 17:52","vkn2904",19,0,"pGurus1"
"610",3,206,"23-11-2016 17:51","ateeqtak",11,0,"Gadgets360"
"611",3,211,"23-11-2016 17:51","4ushashishekhar",30,0,"Punitspeaks"
"612",3,212,"23-11-2016 17:51","Himalayanyogi2",76,NA,"DrGPradhan"
"613",3,213,"23-11-2016 17:51","sainath_kits",114,0,"rishibagree"
"614",3,219,"23-11-2016 17:50","patriotindian12",76,0,"DrGPradhan"
"615",3,220,"23-11-2016 17:49","usanghvi55",45,0,"Dipankar_cpiml"
"616",3,222,"23-11-2016 17:49","ObhanAjay",76,NA,"DrGPradhan"
"617",3,224,"23-11-2016 17:48","delli_sai",33,0,"YSRCParty"
"618",3,231,"23-11-2016 17:47","rajeshpandey85",76,0,"DrGPradhan"
"619",3,237,"23-11-2016 17:44","halamalam",45,0,"Dipankar_cpiml"
"620",3,239,"23-11-2016 17:43","shivr31ravindra",59,0,"harshkkapoor"
"621",3,240,"23-11-2016 17:43","Sajesh",66,NA,"Hemant_80"
"622",3,241,"23-11-2016 17:43","wilsonmpaul",66,0,"Hemant_80"
"623",3,243,"23-11-2016 17:42","journomanish",66,0,"Hemant_80"
"624",3,244,"23-11-2016 17:42","nilleo007",76,0,"DrGPradhan"
"625",3,245,"23-11-2016 17:42","calamur",66,0,"Hemant_80"
"626",3,246,"23-11-2016 17:41","ikaveri",66,0,"Hemant_80"
"627",3,249,"23-11-2016 17:41","sareen_prashant",66,0,"Hemant_80"
"628",3,250,"23-11-2016 17:41","somthakur001",59,0,"harshkkapoor"
"629",3,251,"23-11-2016 17:40","AlwaysProIndian",19,NA,"pGurus1"
"630",3,254,"23-11-2016 17:39","Jaiiihinddd",76,NA,"DrGPradhan"
"631",3,258,"23-11-2016 17:39","ChankyaBihar",76,NA,"DrGPradhan"
"632",3,259,"23-11-2016 17:39","annatarajgowda",45,0,"Dipankar_cpiml"
"633",3,261,"23-11-2016 17:38","Girish8003",76,NA,"DrGPradhan"
"634",3,264,"23-11-2016 17:37","hasit108",76,0,"DrGPradhan"
"635",3,270,"23-11-2016 17:36","iVimalPandey",76,NA,"DrGPradhan"
"636",3,272,"23-11-2016 17:35","SPJ1810",76,NA,"DrGPradhan"
"637",3,275,"23-11-2016 17:35","Sowmyareddyr",45,NA,"Dipankar_cpiml"
"638",3,276,"23-11-2016 17:35","amareshskumar",76,0,"DrGPradhan"
"639",3,279,"23-11-2016 17:34","MihirBSR",30,NA,"Punitspeaks"
"640",3,291,"23-11-2016 17:32","dimwittedjoker",66,0,"Hemant_80"
"641",3,299,"23-11-2016 17:30","DhirajRathod03",76,NA,"DrGPradhan"
"642",3,301,"23-11-2016 17:30","Savitri4Ever",1,0.493168614864794,"Savitri4Ever"
"643",3,303,"23-11-2016 17:30","angadi_ashok",76,0,"DrGPradhan"
"644",3,305,"23-11-2016 17:29","priyankmunjoshi",11,0,"Gadgets360"
"645",3,311,"23-11-2016 17:28","intolerantIndi6",59,NA,"harshkkapoor"
"646",3,314,"23-11-2016 17:27","bhavnapb",59,0,"harshkkapoor"
"647",3,319,"23-11-2016 17:27","ZedLens",1158,NA,"RealHistoryPic"
"648",3,320,"23-11-2016 17:26","mpuneet321",66,0,"Hemant_80"
"649",3,328,"23-11-2016 17:25","TaherMdSaheb",45,NA,"Dipankar_cpiml"
"650",3,329,"23-11-2016 17:25","romandsouza",45,0,"Dipankar_cpiml"
"651",3,330,"23-11-2016 17:24","arvindnayak1",76,0,"DrGPradhan"
"652",3,337,"23-11-2016 17:23","ehteshamheyat",45,0,"Dipankar_cpiml"
"653",3,344,"23-11-2016 17:22","HirayYashwant",76,NA,"DrGPradhan"
"654",3,347,"23-11-2016 17:21","vinodsharma1834",59,0,"harshkkapoor"
