"","Cluster_no","Tweet_ID","Created","User_name","Retweet_count","Dominance","Original_User"
"9326",9,1312,"23-11-2016 14:04","chessvasu",23,0,"kanimozhi"
"9327",9,4390,"23-11-2016 05:47","Pankaj16182",23,NA,"kanimozhi"
"9328",9,4397,"23-11-2016 05:46","Saliltoday",23,NA,"kanimozhi"
"9329",9,4632,"23-11-2016 04:42","senthilbe23",23,0,"kanimozhi"
"9330",9,4790,"23-11-2016 03:50","capt_naik",23,0,"kanimozhi"
"9331",9,4931,"23-11-2016 03:05","vishalgaur111",23,0,"kanimozhi"
"9332",9,4991,"23-11-2016 02:39","LeninChomsky",23,NA,"kanimozhi"
"9333",9,5104,"23-11-2016 01:29","VidyaranyaKs",23,NA,"kanimozhi"
"9334",9,5146,"23-11-2016 00:56","raja1260",23,0,"kanimozhi"
"9335",9,5220,"22-11-2016 23:52","varajiv",23,0,"kanimozhi"
"9336",9,5223,"22-11-2016 23:47","EdifiedModifier",23,NA,"kanimozhi"
"9337",9,5230,"22-11-2016 23:30","abhayinsearch",23,0,"kanimozhi"
"9338",9,5243,"22-11-2016 22:51","ckraaman",23,0,"kanimozhi"
"9339",9,5249,"22-11-2016 22:34","human24679",23,0,"kanimozhi"
"9340",9,5279,"22-11-2016 22:00","Rohtakite",3,0.493168614864794,"Rohtakite"
"9341",9,5295,"22-11-2016 21:34","kanimozhi",23,5.83991743138452,"kanimozhi"
"9342",9,5297,"22-11-2016 21:32","monk_razr",23,0,"kanimozhi"
"9343",9,5300,"22-11-2016 21:27","JK_Yaduvanshi",0,NA,"JK_Yaduvanshi"
"9344",9,5330,"22-11-2016 20:53","Weewake666",23,NA,"kanimozhi"
"9345",9,5384,"22-11-2016 20:06","subh851",23,0,"kanimozhi"
"9346",9,5441,"22-11-2016 19:26","johnyraja",23,0,"kanimozhi"
"9347",9,5558,"22-11-2016 18:30","dinipc",23,0,"kanimozhi"
"9348",9,5572,"22-11-2016 18:27","ganesh2k5",23,0,"kanimozhi"
"9349",9,5585,"22-11-2016 18:24","MayurKotiya",23,NA,"kanimozhi"
"9350",9,5608,"22-11-2016 18:18","venugopalgv",23,0,"kanimozhi"
"9351",9,5620,"22-11-2016 18:16","kanimozhi",23,5.83991743138452,"kanimozhi"
"9352",9,7614,"22-11-2016 12:02","hellboy300",2,0,"NipponData"
"9353",9,7656,"22-11-2016 12:00","avanishmishra97",2,0,"NipponData"
"9354",9,7681,"22-11-2016 11:56","NipponData",2,1.07361439728524,"NipponData"
"9355",9,8002,"21-04-2017 17:17","ShaktiDahiya6",1333,NA,"URautelaForever"
"9356",9,8028,"21-04-2017 15:58","GSPawera",1333,NA,"URautelaForever"
"9357",9,8462,"20-04-2017 18:44","deforktemro1971",1333,0,"URautelaForever"
"9358",9,8534,"20-04-2017 17:28","pyotrtbafo",1333,0,"URautelaForever"
