"","Cluster_no","Tweet_ID","Created","User_name","Retweet_count","Original_User"
"8830",7,14384,"12-04-2017 11:27","fantotic",0,"fantotic"
"8829",7,14221,"12-04-2017 16:14","PiyushGoyalOffc",102,"PiyushGoyalOffc"
"8792",7,14184,"12-04-2017 16:15","UTCHelp",102,"PiyushGoyalOffc"
"8793",7,14185,"12-04-2017 16:15","ThatAkshay",102,"PiyushGoyalOffc"
"8794",7,14186,"12-04-2017 16:15","ticktalksg",102,"PiyushGoyalOffc"
"8795",7,14187,"12-04-2017 16:15","UTC_Pune",102,"PiyushGoyalOffc"
"8796",7,14188,"12-04-2017 16:15","UTC_Kolkata",102,"PiyushGoyalOffc"
"8797",7,14189,"12-04-2017 16:15","SushmaKetkar",102,"PiyushGoyalOffc"
"8798",7,14190,"12-04-2017 16:15","sharedestinatio",102,"PiyushGoyalOffc"
"8799",7,14191,"12-04-2017 16:15","SGRisingPuneFC",102,"PiyushGoyalOffc"
"8800",7,14192,"12-04-2017 16:15","MyIndianGov",102,"PiyushGoyalOffc"
"8801",7,14193,"12-04-2017 16:15","ScoutAPP2",102,"PiyushGoyalOffc"
"8802",7,14194,"12-04-2017 16:15","SardanaUrmila",102,"PiyushGoyalOffc"
"8803",7,14195,"12-04-2017 16:15","Pune_SmartCity",102,"PiyushGoyalOffc"
"8804",7,14196,"12-04-2017 16:15","NoMoreAttitude",102,"PiyushGoyalOffc"
"8805",7,14197,"12-04-2017 16:15","NewsBJP",102,"PiyushGoyalOffc"
"8806",7,14198,"12-04-2017 16:15","MODIfiedBihar",102,"PiyushGoyalOffc"
"8807",7,14199,"12-04-2017 16:15","Join_UTC",102,"PiyushGoyalOffc"
"8808",7,14200,"12-04-2017 16:15","Fetch_APP",102,"PiyushGoyalOffc"
"8809",7,14201,"12-04-2017 16:15","Maratha19Feb",102,"PiyushGoyalOffc"
"8810",7,14202,"12-04-2017 16:15","MahaGovernment",102,"PiyushGoyalOffc"
"8811",7,14203,"12-04-2017 16:15","maihindustani99",102,"PiyushGoyalOffc"
"8812",7,14204,"12-04-2017 16:15","FIVision2020",102,"PiyushGoyalOffc"
"8813",7,14205,"12-04-2017 16:15","IamRahulKarke",102,"PiyushGoyalOffc"
"8814",7,14206,"12-04-2017 16:15","IndianAbhishek_",102,"PiyushGoyalOffc"
"8815",7,14207,"12-04-2017 16:15","GayatriSays",102,"PiyushGoyalOffc"
"8816",7,14208,"12-04-2017 16:15","BJPUPFC",102,"PiyushGoyalOffc"
"8817",7,14209,"12-04-2017 16:15","BJPTamilNaduFC",102,"PiyushGoyalOffc"
"8818",7,14210,"12-04-2017 16:15","BJPMPFC",102,"PiyushGoyalOffc"
"8819",7,14211,"12-04-2017 16:15","BJPMahFC",102,"PiyushGoyalOffc"
"8820",7,14212,"12-04-2017 16:15","BJPKothrud",102,"PiyushGoyalOffc"
"8821",7,14213,"12-04-2017 16:15","BJP_2019",102,"PiyushGoyalOffc"
"8822",7,14214,"12-04-2017 16:15","Abhi_MSD",102,"PiyushGoyalOffc"
"8823",7,14215,"12-04-2017 16:15","Khandelw13Sagar",102,"PiyushGoyalOffc"
"8824",7,14216,"12-04-2017 16:15","JasBJP",102,"PiyushGoyalOffc"
"8825",7,14217,"12-04-2017 16:15","GThakore",102,"PiyushGoyalOffc"
"8826",7,14218,"12-04-2017 16:15","ArjunVyasTweets",0,"ArjunVyasTweets"
"8827",7,14219,"12-04-2017 16:15","VikashK08037554",102,"PiyushGoyalOffc"
"8828",7,14220,"12-04-2017 16:15","BRIGBIN",102,"PiyushGoyalOffc"
"8790",7,14182,"12-04-2017 16:16","MukeshSingh___",102,"PiyushGoyalOffc"
"8791",7,14183,"12-04-2017 16:16","RAJIV1959",102,"PiyushGoyalOffc"
"8786",7,14175,"12-04-2017 16:17","Srianuragh",102,"PiyushGoyalOffc"
"8787",7,14176,"12-04-2017 16:17","Reetesh777",102,"PiyushGoyalOffc"
"8788",7,14177,"12-04-2017 16:17","Prabhakar2July",102,"PiyushGoyalOffc"
"8789",7,14178,"12-04-2017 16:17","rgsehgal",102,"PiyushGoyalOffc"
"8785",7,14174,"12-04-2017 16:18","Ajay_Omkara",102,"PiyushGoyalOffc"
"8784",7,14173,"12-04-2017 16:19","WeDeeptiSumit",102,"PiyushGoyalOffc"
"8782",7,14171,"12-04-2017 16:20","MAYANKAGARWALB",102,"PiyushGoyalOffc"
"8783",7,14172,"12-04-2017 16:20","jyotsnadevi33",102,"PiyushGoyalOffc"
"8780",7,14169,"12-04-2017 16:22","shiv982",102,"PiyushGoyalOffc"
"8781",7,14170,"12-04-2017 16:22","arvind_joshi",102,"PiyushGoyalOffc"
"8779",7,14168,"12-04-2017 16:23","Dalip1736",102,"PiyushGoyalOffc"
"8778",7,14166,"12-04-2017 16:25","TusharT2701",102,"PiyushGoyalOffc"
"8777",7,14163,"12-04-2017 16:27","bhawana_pal",102,"PiyushGoyalOffc"
"8776",7,14161,"12-04-2017 16:28","cool_nikkki",102,"PiyushGoyalOffc"
"8775",7,14159,"12-04-2017 16:29","Ashutoshk55",102,"PiyushGoyalOffc"
"8773",7,14157,"12-04-2017 16:31","sgdas2004",102,"PiyushGoyalOffc"
"8774",7,14158,"12-04-2017 16:31","joshi_mukund136",102,"PiyushGoyalOffc"
"8772",7,14155,"12-04-2017 16:33","akshaypatel10",102,"PiyushGoyalOffc"
"8771",7,14154,"12-04-2017 16:34","MODIfiedbhaarat",102,"PiyushGoyalOffc"
"8770",7,14153,"12-04-2017 16:36","punjabimodern1",102,"PiyushGoyalOffc"
"8769",7,14152,"12-04-2017 16:38","jaidevadidev",102,"PiyushGoyalOffc"
"8768",7,14151,"12-04-2017 16:39","PandeyRajrsh",102,"PiyushGoyalOffc"
"8767",7,14148,"12-04-2017 16:40","AnuSharmaUdh",102,"PiyushGoyalOffc"
"8766",7,14144,"12-04-2017 16:51","ArjunShukla_",102,"PiyushGoyalOffc"
"8764",7,14138,"12-04-2017 16:53","RaiSahab20",102,"PiyushGoyalOffc"
"8765",7,14139,"12-04-2017 16:53","dwimidhaM",102,"PiyushGoyalOffc"
"8762",7,14135,"12-04-2017 16:55","2181Viral",102,"PiyushGoyalOffc"
"8763",7,14136,"12-04-2017 16:55","harshsharma29",102,"PiyushGoyalOffc"
"8761",7,14133,"12-04-2017 16:57","manishupreti9",102,"PiyushGoyalOffc"
"8760",7,14128,"12-04-2017 17:17","aniljharbade2",102,"PiyushGoyalOffc"
"8759",7,14125,"12-04-2017 17:21","TropicalTanner",102,"PiyushGoyalOffc"
"8758",7,14123,"12-04-2017 17:27","dineshsahay",102,"PiyushGoyalOffc"
"8757",7,14121,"12-04-2017 17:29","CpdhonPrasad68",102,"PiyushGoyalOffc"
"8756",7,14118,"12-04-2017 17:40","Rashtravadi1",102,"PiyushGoyalOffc"
"8755",7,14117,"12-04-2017 17:45","RajkumaarPandey",102,"PiyushGoyalOffc"
"8754",7,14112,"12-04-2017 18:04","subodhsastri",102,"PiyushGoyalOffc"
"8753",7,14105,"12-04-2017 18:22","jaiprakashshah2",102,"PiyushGoyalOffc"
"8752",7,14094,"12-04-2017 18:42","meghwanshi_p",102,"PiyushGoyalOffc"
"8751",7,14090,"12-04-2017 18:52","ca_sanjeevgodha",102,"PiyushGoyalOffc"
"8750",7,14083,"12-04-2017 19:02","IRaajeshSharma",102,"PiyushGoyalOffc"
"8749",7,14072,"12-04-2017 19:48","sonikasdutta",102,"PiyushGoyalOffc"
"8748",7,14061,"12-04-2017 21:04","shahsamkit99",102,"PiyushGoyalOffc"
"8747",7,14057,"12-04-2017 21:43","shrinivasa",102,"PiyushGoyalOffc"
"8746",7,14038,"13-04-2017 00:29","VgDaula",102,"PiyushGoyalOffc"
"8745",7,14015,"13-04-2017 02:17","ARDMEHRA1966",102,"PiyushGoyalOffc"
"8744",7,14014,"13-04-2017 02:21","ramankk92",102,"PiyushGoyalOffc"
"8743",7,13999,"13-04-2017 03:12","AshishSinghAME",102,"PiyushGoyalOffc"
"8741",7,13996,"13-04-2017 03:13","Tolerant_Tilak",102,"PiyushGoyalOffc"
"8742",7,13998,"13-04-2017 03:13","meena7099",102,"PiyushGoyalOffc"
"8740",7,13993,"13-04-2017 03:22","DeepG_WCIS",0,"DeepG_WCIS"
"8739",7,13989,"13-04-2017 03:34","dhruvbhim",102,"PiyushGoyalOffc"
"8738",7,13913,"13-04-2017 04:16","SjvnLimited",102,"PiyushGoyalOffc"
"8737",7,13908,"13-04-2017 04:21","CMPFOIndia",102,"PiyushGoyalOffc"
"8736",7,13801,"13-04-2017 07:11","atlantesindia",102,"PiyushGoyalOffc"
"8735",7,13786,"13-04-2017 07:52","tosompatel",102,"PiyushGoyalOffc"
"8734",7,13774,"13-04-2017 08:23","ashish_dagwar",102,"PiyushGoyalOffc"
"8733",7,13682,"13-04-2017 11:54","ashutri74",102,"PiyushGoyalOffc"
"8732",7,13518,"13-04-2017 16:24","nk_satyam6",102,"PiyushGoyalOffc"
"8731",7,13179,"14-04-2017 10:15","Bishalchakrabo3",0,"Bishalchakrabo3"
"8730",7,12656,"15-04-2017 12:48","anand_henry",0,"anand_henry"
"8729",7,10553,"17-04-2017 04:05","gajeraakshay9",4,"gajeraakshay9"
"8728",7,10546,"17-04-2017 04:13","ChintanPateL___",4,"gajeraakshay9"
"8727",7,10544,"17-04-2017 04:15","hiren_khanpara",4,"gajeraakshay9"
"8726",7,10532,"17-04-2017 04:54","harshsherathiya",4,"gajeraakshay9"
"8725",7,7021,"22-11-2016 13:41","DipendraDipzo",43,"DipendraDipzo"
"8724",7,7016,"22-11-2016 13:42","malathik1129",43,"DipendraDipzo"
"8723",7,6988,"22-11-2016 13:45","DipendraDipzo",33,"DipendraDipzo"
"8722",7,6961,"22-11-2016 13:49","monurajasthan",43,"DipendraDipzo"
"8721",7,6955,"22-11-2016 13:50","RajveerChandan",43,"DipendraDipzo"
"8720",7,6906,"22-11-2016 13:57","Bhavadasnkm",43,"DipendraDipzo"
"8719",7,6893,"22-11-2016 13:59","raj2c2u2",43,"DipendraDipzo"
"8718",7,6879,"22-11-2016 14:02","ushmaish",43,"DipendraDipzo"
"8717",7,6858,"22-11-2016 14:06","prakashSriv",43,"DipendraDipzo"
"8715",7,6822,"22-11-2016 14:12","suresh_kadavala",43,"DipendraDipzo"
"8716",7,6823,"22-11-2016 14:12","JAGDISHGUPTA5",43,"DipendraDipzo"
"8714",7,6816,"22-11-2016 14:13","TheNationalists",0,"TheNationalists"
"8711",7,6807,"22-11-2016 14:14","MaverickLG",43,"DipendraDipzo"
"8712",7,6812,"22-11-2016 14:14","iSirArnab",33,"DipendraDipzo"
"8713",7,6813,"22-11-2016 14:14","iSirArnab",43,"DipendraDipzo"
"8709",7,6803,"22-11-2016 14:15","vishatigchaudh1",33,"DipendraDipzo"
"8710",7,6804,"22-11-2016 14:15","vkvkvicks615",33,"DipendraDipzo"
"8708",7,6794,"22-11-2016 14:16","vishatigchaudh1",43,"DipendraDipzo"
"8706",7,6789,"22-11-2016 14:18","vaidyabr",43,"DipendraDipzo"
"8707",7,6791,"22-11-2016 14:18","aackthu",43,"DipendraDipzo"
"8704",7,6778,"22-11-2016 14:21","amitsinghjiit",33,"DipendraDipzo"
"8705",7,6781,"22-11-2016 14:21","amitsinghjiit",43,"DipendraDipzo"
"8703",7,6771,"22-11-2016 14:22","MaverickLG",33,"DipendraDipzo"
"8702",7,6755,"22-11-2016 14:25","NAVINJALOTA",43,"DipendraDipzo"
"8701",7,6628,"22-11-2016 14:48","anand2207singh",43,"DipendraDipzo"
"8700",7,6599,"22-11-2016 14:52","sunilbh22850150",43,"DipendraDipzo"
"8699",7,6587,"22-11-2016 14:54","sudlimbu",43,"DipendraDipzo"
"8698",7,6573,"22-11-2016 14:55","BishwaNathSingh",43,"DipendraDipzo"
"8697",7,6519,"22-11-2016 15:03","rishikarwi",43,"DipendraDipzo"
"8696",7,6287,"22-11-2016 15:47","arvind291",43,"DipendraDipzo"
"8695",7,6262,"22-11-2016 15:53","vishalgandhi221",33,"DipendraDipzo"
"8692",7,6077,"22-11-2016 16:30","ankitmunjal20",33,"DipendraDipzo"
"8693",7,6078,"22-11-2016 16:30","INirajVerma",43,"DipendraDipzo"
"8694",7,6079,"22-11-2016 16:30","INirajVerma",33,"DipendraDipzo"
"8691",7,6074,"22-11-2016 16:31","MonicaMishra16",43,"DipendraDipzo"
"8690",7,6072,"22-11-2016 16:32","grsovent",43,"DipendraDipzo"
"8689",7,6068,"22-11-2016 16:33","prabhuvashist1",43,"DipendraDipzo"
"8687",7,6035,"22-11-2016 16:41","truevirathindu",43,"DipendraDipzo"
"8688",7,6038,"22-11-2016 16:41","truevirathindu",33,"DipendraDipzo"
"8686",7,6023,"22-11-2016 16:45","MShravank",43,"DipendraDipzo"
"8685",7,6003,"22-11-2016 16:51","Krishnara",43,"DipendraDipzo"
"8683",7,5993,"22-11-2016 16:52","4ushashishekhar",33,"DipendraDipzo"
"8684",7,5999,"22-11-2016 16:52","4ushashishekhar",43,"DipendraDipzo"
"8682",7,5989,"22-11-2016 16:53","jake_nucleoid",43,"DipendraDipzo"
"8681",7,5914,"22-11-2016 17:09","DennisSteyn",43,"DipendraDipzo"
"8679",7,5803,"22-11-2016 17:32","blue21sky",43,"DipendraDipzo"
"8680",7,5805,"22-11-2016 17:32","sajithvcblr",33,"DipendraDipzo"
"8678",7,5795,"22-11-2016 17:36","Banizlam",43,"DipendraDipzo"
"8677",7,5669,"22-11-2016 18:04","bhavnapb",43,"DipendraDipzo"
"8676",7,5468,"22-11-2016 19:11","moohchod",43,"DipendraDipzo"
