tweeters,retweeters,weight
ModiBharosa,rbr6000,1
ModiBharosa,realworld_view,1
ModiBharosa,rebornica,1
ModiBharosa,retronik82,1
ModiBharosa,rht190,1
ModiBharosa,rishi_130,1
ModiBharosa,ritusaksham,1
ModiBharosa,rkrishnasingh39,1
ModiBharosa,rmahanto,1
ModiBharosa,rohan_s_telang,1
ModiBharosa,rranjan733,1
ModiBharosa,rs_arya,1
ModiBharosa,s_kumar_05,1
ModiBharosa,saavy_m,1
ModiBharosa,sachidanandj,1
ModiBharosa,sachindixit2002,1
ModiBharosa,sacredmonk,1
ModiBharosa,sahiljindal1,1
ModiBharosa,sam4delhi,1
ModiBharosa,samgold21,1
ModiBharosa,sampathsarepall,1
ModiBharosa,samrendrasingh,1
ModiBharosa,sandeepjindal1u,1
ModiBharosa,sanjaymshra,1
ModiBharosa,sanjaysaxena007,1
ModiBharosa,sanjivsinha73,1
ModiBharosa,sanjujaiswal80,1
ModiBharosa,sank_uma,2
ModiBharosa,sapnamodgil,2
ModiBharosa,sarasunita,1
ModiBharosa,satishtiwary3,1
ModiBharosa,schand80,1
ModiBharosa,sdt_83,1
ModiBharosa,seetharamakota1,1
ModiBharosa,sh07509514,1
ModiBharosa,shahsudh,1
ModiBharosa,shailendra1212,1
ModiBharosa,shalinderlaroia,1
ModiBharosa,sharadoff,1
ModiBharosa,sharmayayaati,1
ModiBharosa,shivaji_1983,1
ModiBharosa,shivakap,1
ModiBharosa,shivakumar_rm,1
ModiBharosa,shrikantcm_gaur,1
ModiBharosa,sickularlibtard,1
ModiBharosa,siddromi,1
ModiBharosa,sidnairatwork,1
ModiBharosa,simran080945,1
ModiBharosa,singhalrohtash,1
ModiBharosa,singhankt,1
ModiBharosa,sintoossingh,1
ModiBharosa,sixfaces1,1
ModiBharosa,sjainsonia,1
ModiBharosa,skandoham,1
ModiBharosa,smitparikh93,1
ModiBharosa,smnahar,1
ModiBharosa,snchaudhary2,1
ModiBharosa,sobandevarajan,1
ModiBharosa,sohal_sunil,1
ModiBharosa,sooriks,2
ModiBharosa,sourabhlibra,1
ModiBharosa,sp141_nith,1
ModiBharosa,srianuragh,1
ModiBharosa,srinivasan703,1
ModiBharosa,ssborkar,1
ModiBharosa,ssmunshi,2
ModiBharosa,strategy_indica,1
ModiBharosa,subsharma007,1
ModiBharosa,sudlimbu,1
ModiBharosa,suhana41,2
ModiBharosa,sujitchandran,1
ModiBharosa,sumanchhina,1
ModiBharosa,sumitsahu_ss,1
ModiBharosa,sunilchandora,1
ModiBharosa,sunildave1,1
ModiBharosa,sunindi83,1
ModiBharosa,sushila_dn,1
ModiBharosa,sv_9511,1
ModiBharosa,swapnil1_rs,1
ModiBharosa,swayamsevak666,1
ModiBharosa,tajinde79265331,1
ModiBharosa,tajinderbagga,2
ModiBharosa,tanejanavin,1
ModiBharosa,tarakdhinga,1
ModiBharosa,teethonusrohit,1
ModiBharosa,tejnarang,1
ModiBharosa,theashok1949,1
ModiBharosa,themoditimes,1
ModiBharosa,thenirajpandey,1
ModiBharosa,therohankale,1
ModiBharosa,thevisuality,1
ModiBharosa,thinkinghashtag,1
ModiBharosa,thisissudeepg,1
ModiBharosa,timane,1
ModiBharosa,trilokam,1
ModiBharosa,triptimalu,1
ModiBharosa,trivedi9harshit,1
ModiBharosa,trulyajays,1
ModiBharosa,truthawakes,1
ModiBharosa,tvssarma,1
ModiBharosa,tweetysachin,1
ModiBharosa,twisted4fun,1
ModiBharosa,upen90,1
ModiBharosa,upsunson,1
ModiBharosa,uttamknights,1
ModiBharosa,vaishiten,1
ModiBharosa,vdshry,1
ModiBharosa,veenapatel_26,1
ModiBharosa,veer_purush,1
ModiBharosa,vel_veer,1
ModiBharosa,venugopalgv,1
ModiBharosa,vg2292821,1
ModiBharosa,vidyaranyaks,1
ModiBharosa,vikramwkarve,1
ModiBharosa,vikrantsp,1
ModiBharosa,viloovan,1
ModiBharosa,vinay9466,1
ModiBharosa,vineetam15,1
ModiBharosa,vinnaysir,1
ModiBharosa,vinodi59,1
ModiBharosa,virendrakanker,1
ModiBharosa,viru15,1
ModiBharosa,vishal_ramanuj_,2
ModiBharosa,vishvanathsharm,1
ModiBharosa,vkrastogi2012,1
ModiBharosa,wadehrarajiv,1
ModiBharosa,wingedwarrior01,1
ModiBharosa,with_modi,1
ModiBharosa,yamlaa41,1
ModiBharosa,yedeshhemera,1
ModiBharosa,zutshisanjay,1
MohanRamadurai,anilkohli54,1
MohanRamadurai,aspchart,1
MohanRamadurai,chanakya26,1
MohanRamadurai,royprateek2010,1
MohanRamadurai,venatarajan,1
monetisation,sahilkhurana09,1
moneycontrolcom,kaushik_banrjee,1
moneycontrolcom,kimeshchudasma,1
moneycontrolcom,sujaykkumaar,1
moneycontrolcom,vyjjy,1
moonsez,brabiegiri,1
moonsez,indieanarch,1
MouneshHD,manjufeel,1
MouneshHD,mouneshhd,1
MouneshHD,psr_sharan,1
MoviezAdda,alifseatif,1
MoviezAdda,amarjassal,1
MoviezAdda,baheshta_s,1
MoviezAdda,beingkhanafreen,1
MoviezAdda,beingnadia0,1
MoviezAdda,farhanzamir2,1
MoviezAdda,loveeach,1
MoviezAdda,malimatov99,1
MoviezAdda,salman_ki_news,1
MoviezAdda,sheemamalik1,1
Mr_LoLwa,ajay97781,1
Mr_LoLwa,eccentricraj,1
Mr_LoLwa,jndmahesh,1
Mr_LoLwa,keshavkarn11,1
Mr_LoLwa,pandeyrajrsh,1
Mr_LoLwa,prabin1206,1
Mr_LoLwa,veenapatel_26,1
Mr_LoLwa,victoryfornamo,1
Mr_LoLwa,yesabhinav,1
MrMurali_M,clsmurali,1
mrpatel1954,maniram50,1
mrtkachokra,unknown_i_m,1
MSA_IND,vinaymathews,1
MsKajalAggarwal,deepakt406,1
MsKajalAggarwal,salmanseikh8,1
muglikar_,4bhi9,1
muglikar_,akshaychandorka,1
muglikar_,arunmcops,1
muglikar_,atulmohan2,1
muglikar_,girishglg,1
muglikar_,twisted4fun,1
muglikar_,virus4congress,1
muglikar_,vishwas1980,1
muglikar_,yaajushi,1
muntaziraapka,guru9899,1
muntaziraapka,islamhussain055,1
muntaziraapka,khajuriarajesh,1
mypoolin,sunnyboyrohit,1
myvotetoday,achintparikh,1
myvotetoday,avinaashktc,1
myvotetoday,bsharma7,1
myvotetoday,danish_daiz,1
myvotetoday,dayanayakm,1
myvotetoday,dsmagar95,1
myvotetoday,gulshanzaadu,3
myvotetoday,harshadjshah,1
myvotetoday,hhitesh687,1
myvotetoday,jayeshpansara,1
myvotetoday,kash_1857,1
myvotetoday,marathabaan,4
myvotetoday,mavericklg,1
myvotetoday,narinder850,1
myvotetoday,nirbhaisingh07,1
myvotetoday,onkarshrivastav,1
myvotetoday,palliravi,1
myvotetoday,pintuinsa,1
myvotetoday,ravi995376,1
myvotetoday,rbjp67,1
myvotetoday,rohitpa22192942,1
myvotetoday,saandikacka,1
myvotetoday,sanjay99000,2
myvotetoday,shewatabh9,1
myvotetoday,sunsomu,1
myvotetoday,sushthesis,1
myvotetoday,thapateros,1
myvotetoday,tweetendrawagh,1
myvotetoday,vicky_twitz,1
myvotetoday,vishatigchaudh1,1
myvotetoday,vkparihar1995,1
NaanuHindustani,amoghnavare,1
nachikethass,kamaaaa6,1
NagasConnect,livmilind,1
NaIna0806,parthpa07241800,1
NazemNaqvi,naraduwacha,1
NCIndi,_mataprasad,1
NCIndi,naimul_84,1
NCIndi,shivam_inc,1
NCIndia,msirsiwal,1
ndtv,tweetsfromarnab,1
NeetuGarg6,rdmakwana,1
nesoron,goeltm_tg,1
nesoron,richasharma0971,1
neveraever,balmukundkmr,1
neveraever,kemipatro,1
neveraever,naveendgeek,1
neveraever,naveenk256,1
neveraever,thisis_gupta,1
neveraever,trendssolution,1
NewDelhiTimesIN,m_r_ahir,1
NewDelhiTimesIN,pratikrpoddar,1
NewDelhiTimesIN,rajeshdsachdev,1
newley,abhik501,1
newley,igreent,1
News_Pictures1,suhana41,1
newsflicks,khany25,1
Nikhilrgupta,sharad14,1
NilimDutta,chandoksumeet,1
NilimDutta,imprakrut,1
NilimDutta,kunalsahay,1
NilimDutta,lostmytongue,1
NilimDutta,rathorroyal,1
NilimDutta,sdsanddunes,1
NilimDutta,shaikshafi,1
NilimDutta,w_e_f3,1
NilimDutta,zakighaswala,1
NimmaYash,deekshi14793991,1
NimmaYash,nimma_mahi,1
NimmaYash,yash_devote,1
NimmaYash,yashbalaga,1
NipponData,avanishmishra97,1
NipponData,hellboy300,1
niteshplatinum,lohana1983,1
nitinSPEAKs,realestateb0t,1
nivedithg,allleelowery,1
nivedithg,baxtabber47,1
nivedithg,cumtomoliywolrd,1
nivedithg,mikayla__isugly,1
nivedithg,neliyluverr,1
nivedithg,squashmangel,1
nivedithg,willdeslgnsig,1
nivie,salonishuklaet,1
nivie,vglicious_,1
nktpnd,karanawtani1,1
nktpnd,sandeepbaliga,1
nmleo1,joyeee990,2
nvmehra,nvmehra,1
odiBharosa,bk_chudasama,1
odiBharosa,sahilkhurana09,1
OfficeChai,blahfamous,1
omjakhar,rkm0907,1
OneGlobeForum,harjivsingh,1
OneGlobeForum,maryasaur,1
Oneindia,hemant_p,1
OnestlyBrutal,sakshamsobti,1
OnmanoramaLive,manthandoc,1
OpinionPoll1,opinionpoll1,1
oshankar,anandmiishra,1
oshankar,pratyushmayank,1
oshankar,priyad_01,1
oshankar,unrealmohit,1
PallabB,chandani3suresh,1
PallabB,dpadhihari,1
PallabB,grumpeoldman,1
PallabB,kushannandy,1
PallabB,pritishnandy,1
PallabB,rangitanandy,1
PallabB,veenakmoorthy,1
PankajPachauri,busy16,1
PankajPachauri,cbdaas,1
PankajPachauri,iamkarthikeyank,1
PankajPachauri,intimateramc,1
PankajPachauri,jenixrino,1
PankajPachauri,thambirajan,1
PankajPachauri,thirumarant,1
ParichayLegal,divya_legal,1
parthavs,casinghvaibhav,1
parthavs,chetanpthakar,1
parthavs,deepanshkhuran1,1
parthavs,paandeyy,1
parthavs,ptlshivakumar12,1
parthavs,sandeep251210,1
parthavs,shanmugam_7,1
ParvinSharma_,iamriteshup,1
ParvinSharma_,shuklapinku,1
patelriship,darsh_goswami,2
patelriship,krupalhadia89,1
Patelzuber,sirpandyahardik,1
PathanAsmakhan,rahultkd,1
pavanaja,_harishl,1
pavanaja,drdamodhar,1
pavanaja,gurubrammha,1
pavanaja,harishgksms,1
pavanaja,prasabs,1
PedestrianPoet,abidd__,1
PedestrianPoet,introvertravi,1
PedestrianPoet,juneymb,1
peter_vas,indiradpk0,1
peter_vas,iyerspeaks,1
peter_vas,kinshukmishra,1
peter_vas,mjdv3,1
peter_vas,prashant1056,1
peter_vas,prashsaralaya,1
peter_vas,ruchir78,1
peter_vas,virupaksha_hs,1
peter_vas,ykjoshi,1
pGurus1,0807ankit,1
pGurus1,69b1b71236104d6,2
pGurus1,870f4906f95f4d8,1
pGurus1,a31x64vijay,2
pGurus1,alwaysproindian,2
pGurus1,amol_khiste,1
pGurus1,anumulachaitra,1
pGurus1,anuuragjain,1
pGurus1,asterixdegaulle,1
pGurus1,biswajeetdash,1
pGurus1,cerebration12,1
pGurus1,chandan_tndn,1
pGurus1,chweeneytodd,1
pGurus1,dipakmahajan5,1
pGurus1,dk12bm,1
pGurus1,dsgiri,1
pGurus1,dudawant,1
pGurus1,gaaagrawal,1
pGurus1,hindu_roar,1
pGurus1,imdharmic,1
pGurus1,innovativehindu,3
pGurus1,joshirakesh2004,1
pGurus1,kppradeepdr,1
pGurus1,krish_bjp,1
pGurus1,krishnam_2016,1
pGurus1,ktarun90,1
pGurus1,lava_agarwal,1
pGurus1,nneelans,1
pGurus1,olgort,2
pGurus1,optimist_chic,1
pGurus1,pankajchandak,1
pGurus1,prabhav135,2
pGurus1,prakashxkumar,1
pGurus1,raghuchethan,1
pGurus1,raghuramanmenon,1
pGurus1,rajsidnik,1
pGurus1,samwit_wicky,1
pGurus1,sbajpai2806,1
pGurus1,shenoy70,1
pGurus1,shobhanpounikar,3
pGurus1,shruthi_ps,1
pGurus1,srisriyash1,2
pGurus1,t_s_mohan,1
pGurus1,timeseek1970,1
pGurus1,tnmukundan,1
pGurus1,tprasad_7,1
pGurus1,twittwats18,1
pGurus1,udhayshankartr,1
pGurus1,unsubtledesi,1
pGurus1,upma23,1
pGurus1,valprajj,1
pGurus1,varshathacker,4
pGurus1,vinayakh2016,2
pGurus1,virus4congress,1
pGurus1,vishwaamitra,1
pGurus1,vkn2904,3
Phronesis_inc,arorahimanshu83,1
Phronesis_inc,gauraveenu,1
PIB_India,0786sartaj,1
PIB_India,aabha110,1
PIB_India,aadhiseshu2,1
PIB_India,aaditya793,1
PIB_India,aaditya810,1
PIB_India,abdulali03,1
PIB_India,agarwal_to,1
PIB_India,akas_day,1
PIB_India,akashdgarg,1
PIB_India,ambika109,1
PIB_India,apsacs1,1
PIB_India,arikgandhi,1
PIB_India,ashis_pandey1,1
PIB_India,ashok50_ashok,1
PIB_India,avinash_mailme,1
PIB_India,babita976,1
PIB_India,balajimuthyala,1
PIB_India,bansanirmal,1
PIB_India,bivas143,1
PIB_India,charli_to,1
PIB_India,cmpdil,1
PIB_India,cmpfoindia,1
PIB_India,congresskajana,1
PIB_India,coolsaleh1,1
PIB_India,crowngroup3,1
PIB_India,dg_pib,1
PIB_India,dhruvang_kp,1
PIB_India,dhruvbhim,1
PIB_India,finminindia,1
PIB_India,guptha_rakesh,1
PIB_India,gurdeep2091,1
PIB_India,haricharan1012,1
PIB_India,himansh29466255,1
PIB_India,hussainto1,1
PIB_India,i_anilkumar,1
PIB_India,ibadah8,1
PIB_India,jbelludi,1
PIB_India,juli_1736,1
PIB_India,karanmalhotra55,1
PIB_India,kashyap1190,1
PIB_India,kesar_62,1
PIB_India,koushik412,1
PIB_India,kuvam707,1
PIB_India,me_nabhoj,1
PIB_India,mib_india,1
PIB_India,ministryinb,1
PIB_India,minustax,1
PIB_India,mitra_1709,1
PIB_India,mounika341,1
PIB_India,murali_talasila,1
PIB_India,neepcoindia,1
PIB_India,nithinjaiswal4,1
PIB_India,pavan_sadineni,1
PIB_India,politicalwings2,1
PIB_India,politics_better,1
PIB_India,pradeep19941994,1
PIB_India,prameshjain12,1
PIB_India,pratapshetty19,1
PIB_India,pratibha364,1
PIB_India,pratima944,1
PIB_India,praveenbp21aug,1
PIB_India,raheemto1,1
PIB_India,rahultkd,1
PIB_India,rajaraoto,1
PIB_India,rajgupthato1,1
PIB_India,rajivnirman,1
PIB_India,ramasrivalli,1
PIB_India,rasool29326749,1
PIB_India,rathod_tr5,1
PIB_India,rathoreaja,1
PIB_India,rav26051,1
PIB_India,ravi_mital,1
PIB_India,ravipasupuleti3,1
PIB_India,ravirajato,1
PIB_India,realwalaindia,1
PIB_India,riju_1448,1
PIB_India,rituvarma55,1
PIB_India,romeshnadir,1
PIB_India,sagarika716,1
PIB_India,shail_bunty,1
PIB_India,sharan35379873,1
PIB_India,shravanraj11,1
PIB_India,shukla_sanj,1
PIB_India,sk199209,1
PIB_India,suryato6,1
PIB_India,teluguactress,1
PIB_India,teluguonetv,1
PIB_India,to_roshan,1
PIB_India,to1sai,1
PIB_India,tweet_pnb,1
PIB_India,vaibhavmlhtr,1
PIB_India,vellyprajapati,1
PIB_India,venkat572,1
PIB_India,viralvm69,1
PIB_India,viv_cse,1
PIB_India,yelloji1,1
PIB_India,zabha2,1
pinaki_dasgupta,twit2abhi,1
porinju,dsgiri,1
porinju,jayhindurastram,1
porinju,praveenbp21aug,1
pragya_bhushan,abhishekvhp23,1
pragya_bhushan,avinaashktc,1
pragya_bhushan,gandhigoldy,1
pragya_bhushan,ibhushanharkut,1
pragya_bhushan,jspandey_,1
pragya_bhushan,kdhaniwala,1
pragya_bhushan,madhukarkumar12,1
pragya_bhushan,maheshjaiswal36,1
pragya_bhushan,manishbajpaibjp,1
pragya_bhushan,mukundsharmaa,1
pragya_bhushan,nandkb,1
pragya_bhushan,nupur_agarwal_,1
pragya_bhushan,pratap061061,1
pragya_bhushan,ramavtarsing,1
Prapanchi,bombaygossips,1
Prapanchi,des_bharat,1
prasannavishy,amberswami,1
prasanto,annavetticad,1
prasanto,arif007,1
prasanto,kiranjholla,1
prasanto,nimishwagh,1
prasanto,nirajsame,1
prasanto,ratichaudhary,1
prasanto,ullasts,1
prashantktm,samarpitvatry,1
prashantktm,sourabhx25,1
pratap_bose,amlenduc,1
pratap_bose,goutamsahoo1983,1
pratap_bose,indian_liars,1
pratap_bose,mgrg7,1
pratap_bose,rkam105,1
prettypadmaja,abdeshmukh,1
prettypadmaja,garuna73,1
prettypadmaja,harish202us,1
prettypadmaja,l0vefr0mindia,1
prettypadmaja,sandstracks,1
prettypadmaja,sradeep_d,1
priyankac19,saachin20,1
priyankac19,shanmugam_18,1
ProfNKPandey,chanakyaniti1,1
ProfNKPandey,darkdestinynme,1
ProfNKPandey,ragemonk,1
profpaVarghese,onlysanjeevjha,1
Punitspeaks,4ushashishekhar,1
Punitspeaks,aashish81us,1
Punitspeaks,abhaymishra09,1
Punitspeaks,akhaware,1
Punitspeaks,atishhr,1
Punitspeaks,chotivalebaba,1
Punitspeaks,invinciblebabu,1
Punitspeaks,jaiinashish,1
Punitspeaks,jaishankar_sing,1
Punitspeaks,jinit12345,1
Punitspeaks,jyotikatharia,1
Punitspeaks,me_sourish,1
Punitspeaks,mihirbsr,1
Punitspeaks,n2r3ndr2,1
Punitspeaks,namogurlsanj19,1
Punitspeaks,prasanna_speaks,1
Punitspeaks,pritispeaks,1
Punitspeaks,punitspeaks,1
Punitspeaks,reetesh777,1
Punitspeaks,sanket_363,1
Punitspeaks,shrivyas_vani,1
Punitspeaks,shweta_ohri,1
Punitspeaks,smsivanesan,1
Punitspeaks,vaidyapriyam,1
Punitspeaks,vamsi_4u,1
Punitspeaks,viren56002,1
Punitspeaks,yatendra1314,1
Punitspeaks,younggunrb2,1
quizderek,amitkumar13557,1
quizderek,jain_robin64,1
r_raghuraj,dhavalbhuva5,1
r_raghuraj,sunilaol2305,1
Ra_THORe,7ramreddy7ram,1
Ra_THORe,adityadasa,2
Ra_THORe,akshaychandorka,2
Ra_THORe,aryavart_bhumi,1
Ra_THORe,ashishvr1,1
Ra_THORe,ashwanis_24,1
Ra_THORe,attorneymanish,1
Ra_THORe,bansanirmal,1
Ra_THORe,baskerm,1
Ra_THORe,bharat546,1
Ra_THORe,bindasbk,1
Ra_THORe,binrag2,1
Ra_THORe,bkraina8700,1
Ra_THORe,brigbin,2
Ra_THORe,calladitya,1
Ra_THORe,chintan_ntpl,1
Ra_THORe,dalpatz,2
Ra_THORe,harikishanjosh1,2
Ra_THORe,i_sampatbjp,1
Ra_THORe,iamdsp1,1
Ra_THORe,ibhagwa_n,2
Ra_THORe,jangidsunil10,1
Ra_THORe,jrai56,2
Ra_THORe,krishanjee,1
Ra_THORe,krishnakkshukla,1
Ra_THORe,kushaltanna991,1
Ra_THORe,lvkmum,1
Ra_THORe,mahi_2709,1
Ra_THORe,meghwanshi_p,1
Ra_THORe,mehunedipak,1
Ra_THORe,missartola,1
Ra_THORe,modifyingbharat,2
Ra_THORe,nitinneeo,1
Ra_THORe,omprakash1797,1
Ra_THORe,paraulji,1
Ra_THORe,parthdesaisgit,1
Ra_THORe,peepal59,1
Ra_THORe,planet_manish,1
Ra_THORe,ppathak_,1
Ra_THORe,pratapshetty19,1
Ra_THORe,purva007,1
Ra_THORe,push__kar,1
Ra_THORe,raghuwark,1
Ra_THORe,rahul85009,1
Ra_THORe,ranjanrajind,1
Ra_THORe,ravipatil15167,1
Ra_THORe,rdatt26,1
Ra_THORe,rraman3,1
Ra_THORe,saghi2260,1
Ra_THORe,sameer_polonium,1
Ra_THORe,sandeepdixi1123,2
Ra_THORe,saurabhten,1
Ra_THORe,seetharamakota1,1
Ra_THORe,shashwatabhisar,1
Ra_THORe,soni200411,1
Ra_THORe,sswami328,2
Ra_THORe,strategy_indica,2
Ra_THORe,sujoykabiraj,1
Ra_THORe,sumitbisht027,1
Ra_THORe,timane,1
Ra_THORe,vcmrao,1
Ra_THORe,vikaschouhan520,1
Ra_THORe,vikasdi0143,1
Ra_THORe,wavehit,1
rachitmathur5,atlantesindia,1
radha__rk,tiebangalore,1
Raheelk,rushikeshkul,1
rajeev_mp,aryaalok,1
rajeev_mp,awnuraag,1
rajeev_mp,bhanukantidhar,1
rajeev_mp,commmanman,1
rajeev_mp,debdip00,1
rajeev_mp,gsramum,1
rajeev_mp,hitarth1987,1
rajeev_mp,i_neerav,1
rajeev_mp,iamnowhere2016,1
rajeev_mp,kitsass,1
rajeev_mp,miskintion,1
rajeev_mp,nadella3,1
rajeev_mp,nationalistdoc,1
rajeev_mp,parthpa07241800,1
rajeev_mp,ramay_brf,1
rajeev_mp,sakthi11122,1
rajeev_mp,theamolpatil,1
rajeev_mp,tikuchand,1
rajeev_mp,visaradah,1
rajeev_mp,yguptabgh,1
rajeev_mp,yogita281,1
RajeevSrinivasa,puravapakash,1
ram2sun,lemmyryans,1
ram2sun,seanmzwasibanda,1
ram2sun,sinqobeni,1
ram2sun,trevorncube,1
ram2sun,zsazsaonline,1
RamraoKP_,jesuschristch2,1
RamraoKP_,national1004,1
RamraoKP_,smity732,1
RanaAyyub,rahulja13034944,1
ranjithrajvasam,bhavabhuthi,1
ranjithrajvasam,harisaikaja,1
ranjithrajvasam,raja_anonymous,1
ranjithrajvasam,udaysreekasula,1
RantsofIndia,bruvpeace,1
rashmitambe,gaurav_parrikar,1
raveeshbhalla,ashutoshsinha00,1
raveeshbhalla,gauravpramanik,1
raveeshbhalla,indifferentpoet,1
raveeshbhalla,lordoftheshibs,1
raveeshbhalla,nixxin,1
raveeshbhalla,prabaldave,1
raveeshbhalla,rao_raju,1
raveeshbhalla,thegeekyninja,1
raveeshbhalla,yasserkhan,1
RealHistoryPic,afzal37_,1
RealHistoryPic,anil_angl,1
RealHistoryPic,aniljothomas,1
RealHistoryPic,anurag31,1
RealHistoryPic,arif4aap,1
RealHistoryPic,atheistdevil,1
RealHistoryPic,congressevartha,1
RealHistoryPic,fan_realhistory,1
RealHistoryPic,imbindassm,1
RealHistoryPic,inquestioner,1
RealHistoryPic,jha__pooja,1
RealHistoryPic,mah2498,1
RealHistoryPic,meghnashrimali,1
RealHistoryPic,muavizqamar,1
RealHistoryPic,ohgnis,1
RealHistoryPic,osman_ali187,1
RealHistoryPic,phekateraho,1
RealHistoryPic,pramodbadoni,1
RealHistoryPic,pranavdi,1
RealHistoryPic,praveen_q,1
RealHistoryPic,qayyum0509,1
RealHistoryPic,qz_singh,1
RealHistoryPic,rajkshroff,1
RealHistoryPic,rakeshg02852791,1
RealHistoryPic,ramanjha_artha,1
RealHistoryPic,shaikhtalib2,1
RealHistoryPic,sociogk,1
RealHistoryPic,theijtema,1
RealHistoryPic,vasuvnaik,1
RealHistoryPic,wekolkata,1
RealHistoryPic,zedlens,1
RealHistoryPic,zumbarlalh,1
RealZaidHamid_,anandshubhendu,1
RealZaidHamid_,ram_krishna15,1
RealZaidHamid_,rishabh_arya95,1
renu_18,ankur9329,1
renu_18,bsharma7,1
renu_18,bsps4303,1
renu_18,chunnilal311,1
renu_18,engpks,1
renu_18,goaltiwari,1
renu_18,goynav,1
renu_18,isirarnab,1
renu_18,jkg59,1
renu_18,kkdhyd24,1
renu_18,o__positive,1
renu_18,raag124,1
renu_18,rajendr76194898,1
renu_18,renu_18,1
renu_18,sgramadurai,1
renu_18,sudan_suman_kr,1
renu_18,vishesh_vg,1
RenukaJain6,i_neerav,1
RenukaJain6,pvksid,1
RenukaJain6,ravitrvm,1
RenukaJain6,whiteyepiece,1
Retributions,bindaas_jhakaas,1
RevathiRajeevan,archtomy,1
RevathiRajeevan,dhruvhere,1
RevathiRajeevan,ivivek_nambiar,1
RevathiRajeevan,kaiserazim,1
RevathiRajeevan,manita_kapoor,1
RevathiRajeevan,mknid,1
RevathiRajeevan,myblackboard,1
RevathiRajeevan,vinodm_85,1
rishibagree,choppybaba,1
rishibagree,doga_uncle,1
rishibagree,govinms,1
rishibagree,m_susmita,2
rishibagree,rajesh_kumar06,1
rishibagree,richardtravels,1
rishibagree,sainath_kits,4
RiteshEconomist,milopqm2p,1
RiverValleyAMsg,anandchirps,1
riyalovezu,dhanotiyamanish,1
RJSudeshBhat,bnvybhav,1
RJSudeshBhat,kichchanhudugru,1
RJSudeshBhat,ksfckkp,1
RJSudeshBhat,vdksss_official,1
RKRadhakrishn,nicochan33,1
roamingraghu,almostinfamous,1
roamingraghu,roamingraghu,2
roamingraghu,zaalimanna,1
RoflGandhi_,firdausali19,1
RoflGandhi_,rrr23saini,1
RoflGandhi_,viksbhatt,1
RoflTeja,aap_revolution_,1
RoflTeja,moniszappy,1
RoflTeja,musthaque_m,1
rohanmlw,neelmani1980,1
rohitavasaha,jyotirmoy24,1
rohithjyo,grumpeoldman,1
rohithjyo,pranesh,1
Rohtakite,sameeruniverse,1
Roshan_INC,gaurnsui,1
roshankar,aapdelhincr,1
roshankar,aniljothomas,1
roshankar,ankit_gupta518,1
roshankar,barundebbarun,1
roshankar,bhaanuwrites,1
roshankar,bharatparivrtan,1
roshankar,darkdestinynme,1
roshankar,guesthousesgoa,1
roshankar,ikumarashok,1
roshankar,imirzag,1
roshankar,joinaap,1
roshankar,laxmisagarnitw,1
roshankar,mdshuaib7,1
roshankar,mukeshrai881,2
roshankar,politicalcooper,1
roshankar,pramodkr7227,1
roshankar,sanalsudev,1
roshankar,yogenderwrites,1
rpollard,archchaudhary,1
rssurjewala,_zayaan,1
rssurjewala,10anandrai,1
rssurjewala,27a41de2a89b454,1
rssurjewala,6b15055656184ea,1
rssurjewala,aazaadparinda,1
rssurjewala,abdulbarihanfi,1
rssurjewala,abeerchawake,1
rssurjewala,abhinavmaddy,1
rssurjewala,abkadir01,1
rssurjewala,acchandramouli,1
rssurjewala,adilalam45u,1
rssurjewala,admathura,1
rssurjewala,afroz786bits,1
rssurjewala,ahemedwaseem,1
rssurjewala,ahmed_sf,1
rssurjewala,ahmedhussainn1,1
rssurjewala,ahsanrao7,1
rssurjewala,ajaykusahu,1
rssurjewala,ajaysharma1315,1
rssurjewala,ajitkumar_kanan,1
rssurjewala,ajumis,1
rssurjewala,akashkinker,1
rssurjewala,alisadaqat,1
rssurjewala,altaliaa,1
rssurjewala,amadumoole,1
rssurjewala,amahayas,1
rssurjewala,amar129438,1
rssurjewala,amarendrabigb,1
rssurjewala,amitazad67,1
rssurjewala,ammiedgr8,1
rssurjewala,amms28,1
rssurjewala,andrewf30898751,1
rssurjewala,anitaam9653275,1
rssurjewala,anjum_parwaz,1
rssurjewala,anky2591,1
rssurjewala,annavetticad,1
rssurjewala,annu_philip,1
rssurjewala,arrechisimo,1
rssurjewala,arunketli,1
rssurjewala,arunsharma1970,1
rssurjewala,asitrai9,1
rssurjewala,aslisaleem,1
rssurjewala,asmon_fredrick,1
rssurjewala,asthamittalrg,1
rssurjewala,azazshaikhiyc,1
rssurjewala,b_richardn,1
rssurjewala,balaindrajith,1
rssurjewala,bhimajiyani_mz,1
rssurjewala,bikash_ds,1
rssurjewala,bishakha,1
rssurjewala,blrvikash,1
rssurjewala,bolraghu,1
rssurjewala,braju33,1
rssurjewala,braveindianmax,1
rssurjewala,bsjass1,1
rssurjewala,c0sm0gyral,1
rssurjewala,c9feb8aefbaa42a,1
rssurjewala,chandoksumeet,1
rssurjewala,chintu002,1
rssurjewala,chowdhryguru,1
rssurjewala,clefer10,1
rssurjewala,congressamit,1
rssurjewala,crazyrals,1
rssurjewala,cryptex_221b,1
rssurjewala,daaniashraf,1
rssurjewala,dadanmoiz,1
rssurjewala,dakunal,1
rssurjewala,dalipgautam2,1
rssurjewala,deepakrajsuman2,1
