"Cluster_no","Tweet_ID"
6,1218
6,1219
6,1220
6,1221
6,1222
6,1223
6,1224
6,1225
6,1226
6,1228
6,1230
6,1233
6,1234
6,1237
6,1238
6,1245
6,1248
6,1250
6,1251
6,1258
6,1259
6,1260
6,1262
6,1264
6,1266
6,1267
6,1268
6,1269
6,1271
6,1272
6,1275
6,1276
6,1278
6,1279
6,1280
6,1282
6,1283
6,1284
6,1285
6,1286
6,1288
6,1289
6,1290
6,1291
6,1292
6,1296
6,1298
6,1299
6,1300
6,1301
6,1302
6,1303
6,1304
6,1305
6,1308
6,1314
6,1325
6,1334
6,1374
6,1378
6,1386
6,1402
6,1406
6,1408
6,1409
6,1412
6,1417
6,1418
6,1420
6,1429
6,1432
6,1433
6,1436
6,1437
6,1438
6,1443
6,1444
6,1448
6,1449
6,1458
6,1463
6,1465
6,1466
6,1467
6,1468
6,1475
6,1476
6,1477
6,1479
6,2778
6,3032
6,3037
6,3039
6,3042
6,3046
6,3047
6,3066
6,3069
6,3070
6,3072
6,3080
6,3085
6,3093
6,3097
6,6449
6,6859
6,8962
6,9431
6,10185
6,10188
6,10192
6,10201
6,10207
6,10216
6,10228
6,10230
6,10371
6,10398
6,10415
6,10439
6,10467
6,10502
6,10547
6,10575
6,10586
6,11579
6,12916
6,13024
6,13026
6,14111
6,14324
6,14430
6,14438
6,14484
6,14486
6,14490
6,14491
6,14492
6,14533
6,14536
6,14645
6,14670
6,14781
6,14797
6,14846
6,14884
6,14895
6,14900
6,14903
6,14906
6,14911
6,14921
6,14926
6,14931
6,14932
6,14940
6,14946
6,14950
6,14956
6,14957
6,14958
6,14959
6,14961
6,14968
6,14970
6,14971
6,14974
6,14976
6,14978
6,14980
6,14984
6,14985
6,14988
6,14990
6,14993
6,14994
6,14995
6,14996
6,14997
6,15000
7,41
7,75
7,177
7,189
7,242
7,536
7,545
7,593
7,680
7,858
7,966
7,1021
7,1150
7,1381
7,1548
7,1549
7,1578
7,1587
7,1602
7,1604
7,1606
7,1657
7,1854
7,1946
7,1952
7,1954
7,1963
7,1965
7,1968
7,1983
7,1984
7,2018
7,2158
7,2165
7,2185
7,2241
7,2311
7,2416
7,2437
7,2474
7,2478
7,2532
7,2539
7,2544
7,2550
7,2554
7,2558
7,2566
7,2681
7,2713
7,2714
7,2731
7,2765
7,2908
7,3017
7,3021
7,3057
7,3089
7,3250
7,3336
7,3424
7,3426
7,3427
7,3431
7,3440
7,3442
7,3475
7,3484
7,3490
7,3547
7,3609
7,3614
7,3624
7,3651
7,3655
7,3704
7,3711
7,3756
7,3765
7,3767
7,3803
7,3807
7,3812
7,3813
7,3816
7,3821
7,3860
7,4100
7,4225
7,4241
7,4245
7,4254
7,4333
7,4346
7,4378
7,4380
7,4404
7,4405
7,4509
7,4516
7,4528
7,4572
7,4578
7,4587
7,4599
7,4620
7,4643
7,4662
7,4673
7,4674
7,4713
7,4762
7,4767
7,4784
7,4798
7,4868
7,4894
7,4911
7,4930
7,4939
7,4972
7,5010
7,5067
7,5068
7,5090
7,5094
7,5135
7,5175
7,5182
7,5193
7,5197
7,5199
7,5205
7,5211
7,5216
7,5219
7,5220
7,5221
7,5224
7,5227
7,5238
7,5240
7,5241
7,5242
7,5243
7,5244
7,5245
7,5246
7,5250
7,5251
7,5252
7,5319
7,5345
7,5356
7,5359
7,5361
7,5379
7,5389
7,5419
7,5433
7,5449
7,5450
7,5463
7,5477
7,5482
7,5512
7,5521
7,5544
7,5545
7,5579
7,5590
7,5620
7,5622
7,5626
7,5637
7,5657
7,5672
7,5689
7,5720
7,5728
7,5732
7,5735
7,5744
7,5764
7,5775
7,5785
7,5792
7,5798
7,5830
7,5837
7,5844
7,5845
7,5847
7,5849
7,5850
7,5852
7,5868
7,5881
7,5885
7,5886
7,5888
7,5896
7,5897
7,5904
7,5906
7,5909
7,5910
7,5914
7,5919
7,5922
7,5924
7,5928
7,5931
7,5935
7,5939
7,5940
7,5941
7,5951
7,5954
7,5955
7,5957
7,5959
7,5961
7,5967
7,5972
7,5980
7,5988
7,5999
7,6001
7,6013
7,6015
7,6016
7,6019
7,6020
7,6021
7,6022
7,6029
7,6030
7,6033
7,6034
7,6035
7,6036
7,6039
7,6041
7,6042
7,6044
7,6047
7,6052
7,6053
7,6057
7,6065
7,6066
7,6069
7,6072
7,6073
7,6074
7,6075
7,6077
7,6079
7,6084
7,6087
7,6088
7,6089
7,6090
7,6093
7,6096
7,6097
7,6099
7,6107
7,6111
7,6116
7,6130
7,6132
7,6135
7,6136
7,6139
7,6141
7,6142
7,6145
7,6146
7,6148
7,6150
7,6152
7,6154
7,6156
7,6172
7,6173
7,6174
7,6176
7,6180
7,6182
7,6183
7,6185
7,6188
7,6190
7,6193
7,6194
7,6195
7,6196
7,6197
7,6199
7,6201
7,6207
7,6208
7,6210
7,6211
7,6214
7,6216
7,6217
7,6220
7,6223
7,6224
7,6227
7,6229
7,6230
7,6231
7,6233
7,6236
7,6237
7,6238
7,6241
7,6242
7,6243
7,6245
7,6249
7,6250
7,6251
7,6252
7,6257
7,6260
7,6261
7,6264
7,6268
7,6271
7,6272
7,6273
7,6274
7,6281
7,6282
7,6283
7,6284
7,6287
7,6291
7,6292
7,6293
7,6295
7,6300
7,6301
7,6304
7,6305
7,6310
7,6313
7,6314
7,6315
7,6317
7,6320
7,6322
7,6406
7,6433
7,6462
7,6471
7,6473
7,6500
7,6511
7,6522
7,6525
7,6537
7,6556
7,6568
7,6576
7,6577
7,6578
7,6579
7,6581
7,6586
7,6593
7,6595
7,6596
7,6599
7,6603
7,6605
7,6606
7,6611
7,6614
7,6615
7,6617
7,6620
7,6622
7,6719
7,6732
7,6735
7,6840
7,6891
7,6938
7,6944
7,6951
7,6957
7,7035
7,7116
7,7147
7,7294
7,7409
7,7428
7,7429
7,7441
7,7447
7,7472
7,7558
7,7602
7,7613
7,7615
7,7658
7,7682
7,7687
7,7688
7,7690
7,7691
7,7692
7,7694
7,7695
7,7698
7,7699
7,7722
7,7731
7,7748
7,7776
7,7780
7,7787
7,7791
7,7792
7,7813
7,7824
7,7825
7,7826
7,7827
7,7833
7,7835
7,7838
7,7839
7,7840
7,7888
7,7889
7,7894
7,7924
7,7932
7,7983
7,7987
7,7992
7,8003
7,8007
7,8009
7,8010
7,8013
7,8016
7,8017
7,8019
7,8021
7,8030
7,8033
7,8034
7,8035
7,8037
7,8039
7,8043
7,8045
7,8050
7,8051
7,8052
7,8053
7,8055
7,8057
7,8058
7,8065
7,8066
7,8067
7,8069
7,8072
7,8074
7,8075
7,8076
7,8077
7,8079
7,8084
7,8086
7,8087
7,8088
7,8089
7,8090
7,8095
7,8100
7,8101
7,8102
7,8104
7,8107
7,8108
7,8109
7,8133
7,8135
7,8142
7,8146
7,8148
7,8153
7,8155
7,8156
7,8165
7,8171
7,8172
7,8212
7,8255
7,8257
7,8269
7,8341
7,8413
7,8450
7,8473
7,8478
7,8505
7,8529
7,8539
7,8574
7,8576
7,8598
7,8602
7,8605
7,8606
7,8612
7,8625
7,8626
7,8629
7,8631
7,8632
7,8633
7,8634
7,8640
7,8641
7,8642
7,8645
7,8646
7,8647
7,8648
7,8650
7,8652
7,8653
7,8654
7,8656
7,8657
7,8659
7,8660
7,8661
7,8662
7,8664
7,8665
7,8666
7,8707
7,8713
7,8741
7,8750
7,8755
7,8769
7,8771
7,8774
7,8780
7,8782
7,8784
7,8797
7,8802
7,8804
7,8805
7,8807
7,8812
7,8822
7,8823
7,8827
7,8829
7,8832
7,8838
7,8841
7,8845
7,8847
7,8848
7,8852
7,8856
7,8857
7,8866
7,8872
7,8873
7,8874
7,8875
7,8877
7,8879
7,8890
7,8892
7,8895
7,8896
7,8903
7,8904
7,8907
7,8908
7,8909
7,8910
7,8911
7,8913
7,8914
7,8915
7,8916
7,8917
7,8918
7,8919
7,8920
7,8921
7,8922
7,8924
7,8925
7,8928
7,8930
7,8931
7,8932
7,8934
7,8935
7,8937
7,8938
7,8939
7,8940
7,8941
7,8942
7,8951
7,8971
7,8977
7,8991
7,9010
7,9012
7,9028
7,9029
7,9042
7,9048
7,9062
7,9069
7,9074
7,9122
7,9129
7,9156
7,9160
7,9177
7,9179
7,9185
7,9216
7,9220
7,9221
7,9241
7,9249
7,9250
7,9299
7,9303
7,9318
7,9331
7,9332
7,9333
7,9346
7,9363
7,9367
7,9368
7,9416
7,9466
7,9471
7,9485
7,9492
7,9506
7,9527
7,9530
7,9537
7,9538
7,9557
7,9559
7,9561
7,9570
7,9593
7,9595
7,9597
7,9604
7,9611
7,9619
7,9625
7,9629
7,9630
7,9632
7,9633
7,9634
7,9635
7,9637
7,9638
7,9639
7,9640
7,9641
7,9642
7,9647
7,9676
7,9677
7,9679
