"ID;""tweet"";""username"""
"5426;""More measures to ease #demonetization stress Read complete story here: https:tcoAmSxM28vRD @BJP4India @BJPLive @narendramodi #currency"";""subichaturvedi"""
"5427;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""saadseyes7"""
"5428;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""MdShuaib7"""
"5429;""RT @RealHistoryPic: Cant say anything about Productivity but Creativity has increased after #Demonetization2016 https:tco0fMh3UMbVq"";""osman_ali187"""
"5430;""RT @iindrojit: Surprise! Despite temporay hurdles most in rural #Bengal in #Mamatas stronghold support #Modis #demonetization move What¸æçì†º"";""IamaroonShah"""
"5431;""RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is a historic decision by govt those with black money against move And¸æçì†º"";""SnatanSupremacy"""
"5432;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""subhashraj364"""
"5433;""RT @hstapanghosh: A Normal Weekend In Kashmir After Nearly Four Months https:tcoAf5PMOpVK0Modified effect of #demonetization Koi s¸æçì†º"";""SnatanSupremacy"""
"5434;""RT @indianyogi: @narendramodi we elected u 4 taking bold decisions in national interest Bigger cry against #demonetization means bigger lo¸æçì†º"";""anjan_karak"""
"5435;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""patilashish687"""
"5436;""RT @_MiteshPatel: Youre forgetting the Motive#Demonetization Drama is just a PR exerciseJust a means through which ProFeku Media can¸æçì†º"";""ZaalimAnna"""
"5437;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""altaf_pathan"""
"5438;""RT @iindrojit: Surprise! Despite temporay hurdles most in rural #Bengal in #Mamatas stronghold support #Modis #demonetization move What¸æçì†º"";""Freud_of_Jung"""
"5439;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""mdjafarkhan"""
"5440;""RT @ashokepandit: If this is truethen its the biggest benefit of #demonetization Other trrsts &amp"";""nandakrishna2"""
"5441;""RT @kanimozhi: Everyone seems to hate the rich even the rich hates richer and the richer hates the richest #Demonetization"";""johnyraja"""
"5442;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""susheelkalra"""
"5443;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""Hero56223621"""
"5444;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""vineetbakshi4"""
"5445;""PM Modi wants public poll on #demonetization on APP from a country whose internet penetration rate is just 34% #irony @ArvindKejriwal"";""bhasin_arjun"""
"5446;""RT @Nikhilrgupta: Does @ArvindKejriwal spend more time on finding and retweeting tweets against #demonetization than on his duties as a chiÖ"";""sharad14"""
"5447;""RT @_MiteshPatel: Youre forgetting the Motive#Demonetization Drama is just a PR exerciseJust a means through which ProFeku Media can¸æçì†º"";""jvsk3"""
"5448;""Yes I support demonetization and said yes in that poll :What else can be done with these guys and their boxes:¸æçì†º https:tcoOIz7hFkE2a"";""laxman_xy"""
"5449;""RT @sudarsansand: My humble appeal to all to pl have patience and draw what they need from ATMs during this #Demonetization phase My SandA¸æçì†º"";""rahul_2277"""
"5450;""RT @vmlsanna9: Power of #Demonetization <ed><U00A0><U00BD><ed><U00B1><U0087>Rahul Gandhi had 2wait in queue with #AamAadami at SBI to exchange Rs 4000#BlackMoneyhttps:¸æçì†º"";""Harvansh_Batra"""
"5451;""#demonetization #Modi*MIND BLOWING RESPONSE FROM INTERNATIONAL MEDIA TO DEMONETIZATION! IT WILL SHUT THE MOUTH https:tcoCLSHRqvYh1"";""wedoindia"""
"5452;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""waseemqadiri"""
"5453;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""PoliTrick_"""
"5454;""RT @tjain2016: @narendramodi <ed><U00A0><U00BD><ed><U00B9><U008F> Im with you #Demonetization was a good decision against Corruption but why it was not planned and execut¸æçì†º"";""beingdzired"""
"5455;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""dipsticktest"""
"5456;""RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https:tcopYgK8Rmg7r"";""InspireBirbal"""
"5457;""RT @aartic02: A World Economist is Rubbishing #Demonetization in India and mind it he doesnt have to score Brownie Points in Indian Politi¸æçì†º"";""MAlimPatel1"""
"5458;""RT @ChickenBiryanii: Another Success Story Of #Demonetization Did u guys realised that dhoni haters &amp"";""SuitablyDumb"""
"5459;""@dna sir why u n all #aaptards are hellbent these days 2 demonize the government¸æå£§ºs move on #demonetizationplz emphasize on #delhi problems"";""mansi2905"""
"5460;""#Demonetization Time will tell whether its a big though not flawless kick to push the country out of its comfort zone@SrBachchan"";""AmiKanu"""
"5461;""RT @SinhaPune: Praises over #demonetization from international fraternity tells one thing <ed><U00A0><U00BD><ed><U00B1><U0089> #oppositionxposed @iSirArnab @hindustanse @T¸æçì†º"";""NaMoKsath"""
"5462;""RT @abhic_1983: @SitaramYechury Continue with your rants against #demonetization People of Bengal has answered you LOL Salaam https:t¸æçì†º"";""ramusha1983"""
"5463;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""Bharatiyasevak"""
"5464;""RT @myvotetoday: If @AnjuNagarajan DP says she supports #demonetization why is she not following us <ed><U00A0><U00BE><ed><U00B4><U0094> https:tcocZZvv6VUas"";""Bsharma7"""
"5465;""There goes the claim that #demonetization will stop fake notes andor cripple terrorist funding https:tcoQ6E3cVZlux"";""roynosaurus"""
"5466;""RT @RealHistoryPic: Cant say anything about Productivity but Creativity has increased after #Demonetization2016 https:tco0fMh3UMbVq"";""ZumbarlalH"""
"5467;""Does @ArvindKejriwal spend more time on finding and retweeting tweets against #demonetization than on his duties as a chief minister"";""Nikhilrgupta"""
"5468;""RT @DipendraDipzo: #Demonetization effect Here comes another batch of MaoistsKeep on watching More to come#NoMoneyYaar https:tco¸æçì†º"";""moohchod"""
"5469;""Advocate J Aslam Basha Press Meet On #Demonetization https:tcowmLtKNR0ES via @jab9777 @YouTube"";""kmfameen"""
"5470;""RT @ianuragthakur: Long winding lines will continue to decreaseGOI hs taken numerous steps to ease #demonetization issues: https:tcosb¸æçì†º"";""AshuGupta288"""
"5471;""RT @_MiteshPatel: Do we have any reports on how much #BlackMoney is recovered by this #demonetizationOr is it just PR drama https:tc¸æçì†º"";""nehapunjab"""
"5472;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""chandansingh57"""
"5473;""RT @CMOMaharashtra: One of the greatest computer scientists Dr Vijay Bhatkars views on #demonetization decision by Hon PM @narendramodi h¸æçì†º"";""Bharat_desh"""
"5474;""Now terrorists are making fake 100 500 &amp"";""MegaArnab"""
"5475;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""bhati_yash"""
"5476;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""Ajitkumar_Kanan"""
"5477;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""nazrah"""
"5478;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""twilightfairy"""
"5479;""Even the noblest intentions get flipped in #India #RBI acknowledges fraud by bank officials in #demonetization drivehttps:tcoOCNMhR2K3n"";""Mr_YoKa_"""
"5480;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""SheikAbduRahman"""
"5481;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""rahulj_09"""
"5482;""RT @RanaAyyub: In which @ravishndtv rips through the #demonetization conundrum in a way only he is capable of Must readhttps:tcoLNpG¸æçì†º"";""rahulja13034944"""
"5483;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""srikantasingh"""
"5484;""#Demonetization #cashchaos news outlets and journalists are supposed to give both sides of the story not sensationalize one side"";""NayaDristikon"""
"5485;""RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization He should have taken some Congress leader lik¸æçì†º"";""dilse_desi"""
"5486;""RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the peoples support on #DeMonetization It should be abov¸æçì†º"";""bipinbhimani"""
"5487;""#demonetization No matter what is the situation"";""pawanmusale"""
"5488;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""ishi891"""
"5489;""RT @godavar: So a story that tells you the flipside of the digital revolution @Paytm and #Demonetization are busy celebrating My phone go¸æçì†º"";""pri1us"""
"5490;""RT @yamini_jyoti: Yes my blood boils at @ArvindKejriwal s maniacal statements on #demonetization But I ignore the fool @RitaG74 https¸æçì†º"";""spMotaBhai"""
"5491;""RT @RealHistoryPic: Cant say anything about Productivity but Creativity has increased after #Demonetization2016 https:tco0fMh3UMbVq"";""AtheistDevil"""
"5492;""RT @coolfunnytshirt: Delhiites least affected by #demonetization &amp"";""rishikesh227"""
"5493;""@RNTata2000 #demonetization had honest objective with terrible terrible planning and execution"";""RohitKhendkar"""
"5494;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""RangaSiyaar"""
"5495;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""drkeza"""
"5496;""RT @AmarKrishnaJha: Modis #DeMonetization was actually a strategy to bring whole of India online ATMBanks #DigitalIndia"";""_DrCool_"""
"5497;""RT @CMOMaharashtra: One of the greatest computer scientists Dr Vijay Bhatkars views on #demonetization decision by Hon PM @narendramodi h¸æçì†º"";""comonuman"""
"5498;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""narala_Ratnaker"""
"5499;""¸æå≥§ºIf they don¸æå£§ºt have cash let them use credit cards¸æçÉ§º @Sharmistha_GK quotes Antoinette on #demonetization Brilliant! https:tco4Gxs7n8pbm"";""ankitjain2191"""
"5500;""RT @Ra_THORe: #IndiaFightsCorruption The honest feel vindicated by the historic move on #Demonetization : @arunjaitley ji @ BJP ParliamentaÖ"";""saghi2260"""
"5501;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""impthk"""
"5502;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""Rajeshdm10"""
"5503;""I hope few who is too much in inconvenience with Govts move on #demonetization can rewind their memory https:tcomcT6uLDhrC"";""3dipkumar"""
"5504;""RT @krist0ph3r: already feeling benefits of #demonetization:1 money lasts longer2 rickshaws dont say no any more3 im walking more a¸æçì†º"";""VAC22"""
"5505;""RT @abhic_1983: @SitaramYechury Continue with your rants against #demonetization People of Bengal has answered you LOL Salaam https:t¸æçì†º"";""srajorakgp"""
"5506;""RT @ShirishKunder: Minor inconvenience for major convenience of Vijay Mallya and friends #demonetization https:tco4RMD7Fpfaw"";""AjayYakapur"""
"5507;""#Demonetization Time will tell whether its a big though not flawless kick to push the country out of its comfort zone@Ram_Guha"";""AmiKanu"""
"5508;""RT @MinhazMerchant: Difficult to verify but if true points to orchestrated campaign to discredit #demonetization with paid fearmongers htt¸æçì†º"";""iMikeCorleone"""
"5509;""#Demonetization Time will tell whether its a big though not flawless kick to push the country out of its comfort zone@shekharkapur"";""AmiKanu"""
"5510;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""moeen_sayed_86"""
"5511;""#Demonetization is only thing which taught me a lesson of minimalismNeedful stuffs But More Happiness ! Thank you PM Modi @PMOIndia"";""Dineshsuthar88"""
"5512;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""IdeaofCongress"""
"5513;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""mansoor05026046"""
"5514;""RT @ANI_news: The queues are not getting longer but are getting shorter day by day: Chanda KocharICIC MD and CEO #demonetization https:t¸æçì†º"";""SnatanSupremacy"""
"5515;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""sehgal_indian"""
"5516;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""Rahulya16959357"""
"5517;""Finally gathered courage to stand in queueline lambi haicountdown starts20<ed><U00A0><U00BD><ed><U00B8><U0082><ed><U00A0><U00BD><ed><U00B8><U0082><ed><U00A0><U00BD><ed><U00B8><U0082><ed><U00A0><U00BD><ed><U00B8><U0082> #demonetization #noteban"";""bobgan99"""
"5518;""RT @bainjal: Unclear why @PMOIndia can address election rallies on #demonetization but not face Parliament Why https:tco0PWe3eXzWF"";""dpatell19471"""
"5519;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""gyansr"""
"5520;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""Shehzad_Ind"""
"5521;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""Gurpreetjhand"""
"5522;""Suspension of parking charges at airports extended till Nov 28 https:tcoZ1EawxqjM9 #CurrencyBan #PMModi #Demonetization #airports"";""indiablooms"""
"5523;""RT @CMOMaharashtra: @mandybedi on Hon PM @narendramodi s #demonetization decision https:tcoj74RkdZRTO"";""rishi_matrix"""
"5524;""RT @AdityaNair20: First time in 29years our Milkman asked for a check!#demonetization <ed><U00A0><U00BD><ed><U00B2><U009C>@narendramodi @TarekFatah @PrasadAol @rashminp @¸æçì†º"";""AdityaNair20"""
"5525;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""dilip_boghani"""
"5526;""Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoUTShDBMlll"";""SidPaji"""
"5527;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""dhirend16266090"""
"5528;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""sadelhisatish1"""
"5529;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""ceekayv"""
"5530;""RT @_MiteshPatel: #Demonetization is NOT blunderIts deliberate drama being done for PR propagandaDont down play this https:tcog¸æçì†º"";""18Vikaram"""
"5531;""RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https:tcopYgK8Rmg7r"";""ashishretweeter"""
"5532;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""rsrajat365"""
"5533;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""bharat_builder"""
"5534;""RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https:tcopYgK8Rmg7r"";""pandey_priyanka"""
"5535;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""satishgovindwar"""
"5536;""@rssurjewala @geetv79 Isnt it true that paytm is going to be acquired by Reliance Jio #Demonetization"";""gdjasuja"""
"5537;""Am getting signals that RSS not happy with #Demonetization Any info in this regard "";""Kishlaysharma"""
"5538;""#Demonetization will not be able to end corruption @ black money because the corrupt people are still running the show"";""RealFoxdie"""
"5539;""This is a terrible implementation Every ATM runs out of cash pretty early and is only able to serve 4050 people #Horrific #Demonetization"";""haseebquadri"""
"5540;""The greatest shock is gullible masses electing @narendramodi as the @PMOIndia Everything else is just consequenti¸æçì†º https:tcoRfkjswgMKM"";""mrtkachokra"""
"5541;""RT @OnestlyBrutal: If this doesnt invite the criticism for the government step then what will #Demonetization was a risky Idea very po¸æçì†º"";""SakshamSobti"""
"5542;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""HudaQuamar"""
"5543;""already feeling benefits of #demonetization:1 money lasts longer2 rickshaws dont say no any more3 im walking more and snacking less"";""krist0ph3r"""
"5544;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""blrvikash"""
"5545;""RT @_MiteshPatel: Do we have any reports on how much #BlackMoney is recovered by this #demonetizationOr is it just PR drama https:tc¸æçì†º"";""rambabu_14"""
"5546;""RT @_MiteshPatel: Youre forgetting the Motive#Demonetization Drama is just a PR exerciseJust a means through which ProFeku Media can¸æçì†º"";""AAPVind"""
"5547;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""AshishA21953185"""
"5548;""RT @RealHistoryPic: Cant say anything about Productivity but Creativity has increased after #Demonetization2016 https:tco0fMh3UMbVq"";""ramanjha_artha"""
"5549;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""geetv79"""
"5550;""RT @DrKumarVishwas: And the Oscar goes to Mr<U092D><U093E><U0935><U0941><U0915> <ed><U00A0><U00BD><ed><U00B8><U00A9><ed><U00A0><U00BD><ed><U00B8><U00A5><ed><U00A0><U00BD><ed><U00B8><U00A2><ed><U00A0><U00BD><ed><U00B8><U00AD>#demonetization https:tcoObQrhl"";""DNDReporter"""
"5551;""Even the BJP leaders say #demonetization is just one step to curb black money More loyal than the king https:tcoe4ZLnSoNFs"";""bhuwanmpandey"""
"5552;""RT @UrjitPatelRBI: What do think of the #demonetisation of notes #demonetization poll #RBI #Modi"";""Yoyohon92361983"""
"5553;""RT @kanimozhi: India will get windfall profit of whooping 4 Lakh crores in 30 days due to #demonetization Why people like AK Pappu &amp"";""ganesh2k5"""
"5554;""RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https:tcopYgK8Rmg7r"";""KapindraVerma"""
"5555;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""ahmed_sf"""
"5556;""RT @spati2012: <ed><U00A0><U00BD><ed><U00B1><U0087>Steps taken by Modi government to improve public convenience on #Demonetization https:tcoCbrxWlcDKJ"";""Harvansh_Batra"""
"5557;""You either die a hungry man or stand in line long enough to see the cash run out #demonetization"";""TuMidShotLe"""
"5558;""RT @kanimozhi: Everyone seems to hate the rich even the rich hates richer and the richer hates the richest #Demonetization"";""dinipc"""
"5559;""How #Modiji be responsible for deaths of people standing in line for #Demonetization as these Banks &amp"";""manishbpl1"""
"5560;""RT @_MiteshPatel: Do we have any reports on how much #BlackMoney is recovered by this #demonetizationOr is it just PR drama https:tc¸æçì†º"";""R_Krishnan09"""
"5561;""RT @tjain2016: @narendramodi <ed><U00A0><U00BD><ed><U00B9><U008F> Im with you #Demonetization was a good decision against Corruption but why it was not planned and execut¸æçì†º"";""iSirArnab"""
"5562;""RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization He should have taken some Congress leader lik¸æçì†º"";""THANDA2KOOL"""
"5563;""RT @ShirishKunder: Minor inconvenience for major convenience of Vijay Mallya and friends #demonetization https:tco4RMD7Fpfaw"";""trueindian131"""
"5564;""RT @mrtkachokra: Lol When the banks themselves are involved in #blackmoney racketeering Modi says #demonetization will root out corruptio¸æçì†º"";""unknown_i_m"""
"5565;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""shreya7376"""
"5566;""RT @patelriship: #RemoveFixPay Fixed pay emplys support #DEMONETIZATION #POLICY But When #BJP will #Remove #FIXED #PAY REMOVAL #DECISION¸æçì†º"";""darsh_goswami"""
"5567;""RT @patelriship: #RemoveFixPay Fixed pay emplys support #DEMONETIZATION #POLICY But When #BJP will #Remove #FIXED #PAY REMOVAL #DECISION¸æçì†º"";""darsh_goswami"""
"5568;""RT @abhic_1983: @SitaramYechury Continue with your rants against #demonetization People of Bengal has answered you LOL Salaam https:t¸æçì†º"";""avdheshkumartsi"""
"5569;""RT @_MiteshPatel: Do we have any reports on how much #BlackMoney is recovered by this #demonetizationOr is it just PR drama https:tc¸æçì†º"";""indieanarch"""
"5570;""RT @_MiteshPatel: #Demonetization is NOT blunderIts deliberate drama being done for PR propagandaDont down play this https:tcog¸æçì†º"";""indieanarch"""
"5571;""RT @RealHistoryPic: Cant say anything about Productivity but Creativity has increased after #Demonetization2016 https:tco0fMh3UMbVq"";""rajkshroff"""
"5572;""RT @kanimozhi: Everyone seems to hate the rich even the rich hates richer and the richer hates the richest #Demonetization"";""ganesh2k5"""
"5573;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""YoungHaryana"""
"5574;""RT @ashu3page: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat #Demonetization https:tcoDGAI5cf05y https:t¸æçì†º"";""ChoudhurySam1"""
"5575;""Lol When the banks themselves are involved in #blackmoney racketeering Modi says #demonetization will root out co¸æçì†º https:tco9lhLfExMV6"";""mrtkachokra"""
"5576;""RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization He should have taken some Congress leader lik¸æçì†º"";""iUtkarshSharma"""
"5577;""RT @BspUp2017: #Demonetization succinctly explained by Rebel Politik #NoteNahiPMBadlo #<U0938><U0902><U0938><U0926>_<U092A><U0941><U0915><U093E><U0930><U0947>_PM_<U092A><U094D><U092F><U093E><U0930><U0947> #MayawatiNextUPCM #BSP @invi¸æçì†º"";""Insaan71"""
"5578;""RT @_MiteshPatel: Youre forgetting the Motive#Demonetization Drama is just a PR exerciseJust a means through which ProFeku Media can¸æçì†º"";""kamaaaa6"""
"5579;""RT @patelriship: #RemoveFixPay Fixed pay emplys support #DEMONETIZATION #POLICY But When #BJP will #Remove #FIXED #PAY REMOVAL #DECISION¸æçì†º"";""krupalhadia89"""
"5580;""RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https:tcopYgK8Rmg7r"";""singh_biswajeet"""
"5581;""RT @_MiteshPatel: Do we have any reports on how much #BlackMoney is recovered by this #demonetizationOr is it just PR drama https:tc¸æçì†º"";""AAPGUJVolunteer"""
"5582;""RT @UrjitPatelRBI: What do think of the #demonetisation of notes #demonetization poll #RBI #Modi"";""ssmunshi"""
"5583;""#demonetization in best period for two company all our only #patym and #patanjali"";""swapnilrane16"""
"5584;""RT @amitgupta0310: 1n One can have a cynical view on #demonetization but one should not loose the faith in the adaptability of fellow Indi¸æçì†º"";""baredevili"""
"5585;""RT @kanimozhi: Everyone seems to hate the rich even the rich hates richer and the richer hates the richest #Demonetization"";""MayurKotiya"""
"5586;""#byelection was on 15 seats#BJP won only 5 seats and 9 by opposition #demonetization effects as Modiji explained "";""sporiha"""
