"ID;""tweet"";""username"""
"2128;""you need an another proof that #Demonetization is a BIG scam https:tcoeVAwotaPZN"";""shatweeted"""
"2129;""RT @ruhitewari: The desperation to push this deshbhakti narrative reflects the govt is very worried about #demonetization adverse impact &amp"";""Rss_chaddi_waLL"""
"2130;""RT @UrjitPatelRBI: What do think of the #demonetisation of notes #demonetization poll #RBI #Modi"";""tomar_vaibhav_s"""
"2131;""RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https:tcoUodwXdPMmG"";""VG2292821"""
"2132;""Rajya Sabha adjourned over #demonetizationThe #RajyaSabha on Wednesday was adjourned for the day amid¸æçì†º https:tcoPiEhX54Rv8"";""jbplusnews"""
"2133;""RT @centerofright: #DeMonetization other than the usual suspects making usual noises majority of Indians still trust @narendramodi on a¸æçì†º"";""RaghuAiyar"""
"2134;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""kamleshrv1"""
"2135;""We are just institutionalized Lets hope the best things come out of #demonetization :"";""avd_kvp"""
"2136;""RT @centerofright: #DeMonetization other than the usual suspects making usual noises majority of Indians still trust @narendramodi on a¸æçì†º"";""sri_narsingh"""
"2137;""@sardanarohit But PMs Tears still flowing Two times in 15 days after #Demonetization https:tcoctsEuPkxJE"";""HemantRitu7"""
"2138;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""Harvansh_Batra"""
"2139;""RT @centerofright: #DeMonetization other than the usual suspects making usual noises majority of Indians still trust @narendramodi on a¸æçì†º"";""ankurhathi333"""
"2140;""RT @ShefVaidya: Was speaking to my neighbourhood chemist today about #DeMonetization This is what he had to sayYes our https:tc¸æçì†º"";""vaibhavg10"""
"2141;""RT @sajid_Yousuf_: Police men beats industrialists Ambani groups Black Money holders for standing in #queue #Demonetization This cop des¸æçì†º"";""DivyaJoshi5799"""
"2142;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""SinghAnkt"""
"2143;""In her speech #MamtaBanerjee Ji outlined that #demonetization was unnecessary as economy was doing good Accidental praise for PM #Modi"";""msxna83"""
"2144;""¸æåì§ºTaking bribe a necessity¸æå£§º: Corrupt UP babu via @htTweets "";""pratyush_ranjan"""
"2145;""RT @TheDarjChron: #Demonetization Effect: 222 Naxals Surrender in Odisha Read: https:tcorFk0qMFchy https:tco46khsz6lqt"";""chandu532"""
"2146;""NDA Govt Stands With People Eases #Demonetization Norms https:tcox0lEvpEdG9"";""SjainSonia"""
"2147;""NDA Govt Stands With People Eases #Demonetization Norms https:tcoUvvg2jp5Fw"";""RaisinaNews"""
"2148;""NDA Govt Stands With People Eases #Demonetization Norms https:tcoOw6N2TUsqU"";""Raisina_Insider"""
"2149;""NDA Govt Stands With People Eases #Demonetization Norms https:tcoG3bj6oV4mD"";""India_AajKal"""
"2150;""Rupee sliding to its lowest level ever as $27 bn flees Indian markets https:tcoDtb9bP5I1cBSE Sensex: 29000¸æçì†º https:tcoYIvgP4TyTI"";""econofpak"""
"2151;""RT @TheDarjChron: #Demonetization Effect: 222 Naxals Surrender in Odisha Read: https:tcorFk0qMFchy https:tco46khsz6lqt"";""wisernova"""
"2152;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""desikan78"""
"2153;""RT @prasanto: In which Calvin &amp"";""ratichaudhary"""
"2154;""RT @trivedia1234: Anti corruption crusader clear on #demonetization being True step towards corruption free India notwithstanding @ArvindKeÖ"";""raghump10"""
"2155;""RT @centerofright: #DeMonetization other than the usual suspects making usual noises majority of Indians still trust @narendramodi on a¸æçì†º"";""HARIom1354"""
"2156;""#RightTimeToInvestWhile the entire nation is debating about the after effects of #Demonetization our founder https:tcohiYenZIDe4"";""mayfair_housing"""
"2157;""RT @TheDarjChron: #Demonetization Effect: 222 Naxals Surrender in Odisha Read: https:tcorFk0qMFchy https:tco46khsz6lqt"";""Jorebungley"""
"2158;""RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM Its clearly fishy and requires full disclosure &amp"";""LIYAKAT9910"""
"2159;""RT @centerofright: #DeMonetization other than the usual suspects making usual noises majority of Indians still trust @narendramodi on a¸æçì†º"";""DrShobha"""
"2160;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""mrityunjay_dr"""
"2161;""A very senior exRBI official told me that the RBI cannot declare a special dividend post #Demonetization unless RBI Act is amended"";""ashkronos"""
"2162;""RT @centerofright: #DeMonetization other than the usual suspects making usual noises majority of Indians still trust @narendramodi on a¸æçì†º"";""vinirish"""
"2163;""RT @centerofright: #DeMonetization Finally No country at such a large scale has gone ahead with such a move Give it to all us citizens¸æçì†º"";""vinirish"""
"2164;""RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https:tcoUodwXdPMmG"";""pslosal"""
"2165;""RT @ArunSFan: Is #Demonetisation only making the poor suffer rich are still safe #AfterEffects #Poll #demonetization #VoteNow #Labours #¸æçì†º"";""muhdpc"""
"2166;""#Demonetization Reporter to Dr: wath was the biggest mistake of ur lifeDr: 2 years agoI increased my consultation fees frm 300 to 500"";""9636599909"""
"2167;""RT @steve_hanke: #Demonetization should only be implemented in times of crisis #India has implemented in a time otherwise and chaos will e¸æçì†º"";""DSGiri"""
"2168;""CM #MamtaBanerjees Jis speech on #demonetization was high in rhetoric but lacked substance She missed a chance to offer practical advice"";""msxna83"""
"2169;""What will Indias central bank do with 23 billion worthless #banknotes https:tcopjkVe11BI6 #demonetization"";""chatrath19"""
"2170;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""SixFaces1"""
"2171;""RT @anilkohli54: @BJP4INDIA you can stop commenting on #demonetization its done &amp"";""shahsuneel"""
"2172;""RT @DaaruBaazMehta: Dy CM @msisodia detaiend at Parliament Street Police station as they march to Parliament against #Demonetization#not¸æçì†º"";""Sr_SachinKumar"""
"2173;""RT @ShefVaidya: Was speaking to my neighbourhood chemist today about #DeMonetization This is what he had to sayYes our https:tc¸æçì†º"";""SSP79"""
"2174;""RT @aartic02: A World Economist is Rubbishing #Demonetization in India and mind it he doesnt have to score Brownie Points in Indian Politi¸æçì†º"";""gamgrg"""
"2175;""RT @ShefVaidya: Was speaking to my neighbourhood chemist today about #DeMonetization This is what he had to sayYes our https:tc¸æçì†º"";""mahyu211"""
"2176;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""dimple_kaul"""
"2177;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""AlokKum09692808"""
"2178;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""ikaveri"""
"2179;""RT @TheMehulPatel: #Hitler finds out about #demonetization must watch this video #Hilarious Read the subtitles!https:tcorng1gKiUgm¸æçì†º"";""PaleSkinWlsdom"""
"2180;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""archie229"""
"2181;""#news #summary: #indias #demonetization drive to help dictate #bjp #modis fortunes https:tcohTq4NZJBfJ"";""NetCatNews"""
"2182;""RT @AmitDhiman_: #Demonetization is the 2nd word trending after #Intolerance Thanks Pappu Kejri Mamta #VishalJanSabha #KhulkeDulke #Ind¸æçì†º"";""drschetankumar"""
"2183;""@ndtv the whole world appreciating #demonetization Bt Ull nt Leve ur old hobbit"";""karthik0495"""
"2184;""RT @centerofright: #DeMonetization other than the usual suspects making usual noises majority of Indians still trust @narendramodi on a¸æçì†º"";""sobandevarajan"""
"2185;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""devanghvyas"""
"2186;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""SickularLibtard"""
"2187;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""dharmanish25"""
"2188;""@BJP4INDIA you can stop commenting on #demonetization its done &amp"";""anilkohli54"""
"2189;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""shivakumar_rm"""
"2190;""RT @ShefVaidya: Was speaking to my neighbourhood chemist today about #DeMonetization This is what he had to sayYes our https:tc¸æçì†º"";""ashujoshi27"""
"2191;""Indirect benefit of #demonetizationAir in New Delhi turned cleaner If one goes by time spent on TV News on the topic it ought to be Sad"";""Aashishbakhle"""
"2192;""YSRCP Chief YS Jagan Mohan Reddy response to a media friends question#Demonetization #YSJagan #Ysrcp #NCBN #Tdp https:tcoUmWqJbJ3IL¸æçì†º"";""YSRCPFriends"""
"2193;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""ashishpatilraut"""
"2194;""RT @bsindia: Where gory warnings fail cash crunch prevails: Cigarette sales down 40% after #Demonetization https:tcoxr6OVBYzrD @shamee¸æçì†º"";""tripathyajay"""
"2195;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""Ruchir78"""
"2196;""WATCH: This video of Hitler reacting to Modis #demonetization move is hilarious! https:tcoVVSoQS38ud via @IndianExpress"";""gregyeshua"""
"2197;""RT @steve_hanke: #Demonetization should only be implemented in times of crisis #India has implemented in a time otherwise and chaos will e¸æçì†º"";""DerSchuler"""
"2198;""RT @TheMehulPatel: #Hitler finds out about #demonetization must watch this video #Hilarious Read the subtitles!https:tcorng1gKiUgm¸æçì†º"";""AMLEDYAK902"""
"2199;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""943c39bb70b245e"""
"2200;""From #MannKiBaat to #jankibaat on #demonetization Auto drivers on #DEMONETIZATION #janjankibaat @narendramodi¸æçì†º https:tcorXJ12hvH47"";""jankibaat1"""
"2201;""@ndtv really shamefull moment Y u showing double standard against #demonetization Ull pay fr it in upcoming elections"";""karthik0495"""
"2202;""Never vote for BJP is trending So lets poll<ed><U00A0><U00BD><ed><U00B8><U0080>After #demonetization &amp"";""vaidus"""
"2203;""If #Demonetization was a hit BJP would have put Hoardings across India agree"";""friendlykishan"""
"2204;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""AAOLion"""
"2205;""RT @ShefVaidya: Was speaking to my neighbourhood chemist today about #DeMonetization This is what he had to sayYes our https:tc¸æçì†º"";""1karnareddy"""
"2206;""Due action must be taken against the politicians journalists and judges who portrayed #Demonetization as Crisis just as false terror alerts"";""terti_io"""
"2207;""RT @ShefVaidya: Was speaking to my neighbourhood chemist today about #DeMonetization This is what he had to sayYes our https:tc¸æçì†º"";""shenoy70"""
"2208;""Was speaking to my neighbourhood chemist today about #DeMonetization This is what he had to sayYes our https:tco7YMzclQ9PU"";""ShefVaidya"""
"2209;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""IndiaBaapofpak"""
"2210;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""balamy"""
"2211;""RT @TheMehulPatel: #Hitler finds out about #demonetization must watch this video #Hilarious Read the subtitles!https:tcorng1gKiUgm¸æçì†º"";""Cyn0230"""
"2212;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""AtulLadniya"""
"2213;""@PMOIndia #Demonetization Parallel economy @ black moneyCurrent rate of conversion 70%30% 65%35% 64%40%re generating black money"";""gauravmehta03"""
"2214;""A 360 degree looks at one of the most unprecedented events of our time #Demonetization https:tcoXPEJqwEBtO"";""KarvyFinapolis"""
"2215;""RT @AmitDhiman_: #Demonetization is the 2nd word trending after #Intolerance Thanks Pappu Kejri Mamta #VishalJanSabha #KhulkeDulke #Ind¸æçì†º"";""ShrutiAhuja14"""
"2216;""RT @NimmaYash: Yash speaks his mind out on the issue of #demonetization during a discussion in @Pradesh18Kan Team https:tco8YWRpJDQwj"";""Yashbalaga"""
"2217;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""tshirtswala"""
"2218;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""goggabachchan"""
"2219;""RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https:tcoUodwXdPMmG"";""943c39bb70b245e"""
"2220;""RT @kavita_krishnan: Sanghi DMs ban social media criticism of #demonetization Only #NMApp with scripted answers is allowed I guess : http¸æçì†º"";""manutkl"""
"2221;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""praveenbp21aug"""
"2222;""RT @giniromet: Even if youre 100% white money &amp"";""AyamAtmaBrahm"""
"2223;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""payel_das_"""
"2224;""@ANI_news if govt informed well before implementing the #demonetization opposition partys &amp"";""karthik0495"""
"2225;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""PRASHANTSOAM"""
"2226;""#Demonetization it had lost its credibility when Pak was attached right https:tcot8I1bwRW21"";""Nagesh051"""
"2227;""Tata has always supported the moves that helped people Now @RNTata2000 supports #demonetization move by the government#Tata4India"";""caesar_on20"""
"2228;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""YashKVerm"""
"2229;""RT @madskak: Before the Bypolls this will decide #Demonetization of Modi !After the results Bypolls has nothing to do with #Demonetizat¸æçì†º"";""sidharth_menon"""
"2230;""@ArvindKejriwal @MamataOfficial @office0ffRG @SitaramYechury Congrats you are getting international support in your fight #demonetization"";""suhaagjk"""
"2231;""RT @sumitkashyapjha: Economic impact of #demonetization : Smaller Showrooms shops have started firing their sales executives quietly as sa¸æçì†º"";""prakpuro"""
"2232;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""nirbhaisingh07"""
"2233;""RT @Gitanjali_DS: Huge support for #PM #NarendraModii ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter¸æçì†º"";""harish202us"""
"2234;""Black to White Money Transfer Hilarious call https:tcoW0nZShK4UK via @YouTube#Demonetization #BlackMoney"";""AniruddhRJ"""
"2235;""RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https:tcoUodwXdPMmG"";""jsaditya"""
"2236;""RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https:tcofRTHY2Ltth"";""rebornICA"""
"2237;""#Startups owned #demonetization but could we see a #FinTech fallhttps:tcoV3HB1vEbOaSign up for¸æçì†º https:tcolZMP5PA9Ei"";""MSA_IND"""
"2238;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""yogesh0607"""
"2239;""RT @abhic_1983: @SitaramYechury Continue with your rants against #demonetization People of Bengal has answered you LOL Salaam https:t¸æçì†º"";""deepaksam5"""
"2240;""When our countrys economy was moving at a steady rate govt brought in #demonetization that really shuffled our co¸æçì†º https:tcoQXMVZu71Z8"";""News_Pictures1"""
"2241;""RT @PIB_India: Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:https:tcoTDj2A6uO5u"";""praveenbp21aug"""
"2242;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""praveenbp21aug"""
"2243;""RT @kapsology: More than 500000 Indians to lose job in next 6 months due to badly planned #demonetization by Modi govt"";""InformdCitizen"""
"2244;""RT @airnewsalerts: @MVenkaiahNaidu blames opposition for not allowing #Parliament to function by creating uproar over #demonetization iss¸æçì†º"";""deeptiyvd"""
"2245;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""mailsskumar"""
"2246;""RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https:tcoheTEYUM0ch"";""surajbhan02"""
"2247;""RT @airnewsalerts: Central team visits #Telangana to assess situation in context of #demonetization"";""deeptiyvd"""
"2248;""RT @BSLMF: Our #Equity Chief Mahesh Patil spoke to @_prashantnair on #Demonetization on @CNBCTV18Live today https:tcoQ48pBepg1p¸æåÜÑº #Marke¸æçì†º"";""_DrCool_"""
"2249;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""jsaditya"""
"2250;""RT @jackerhack: Indores collector would like you to shut up about #demonetization At @internetfreedom we think that is a problem https:¸æçì†º"";""shabda"""
"2251;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""smita_muk"""
"2252;""RT @1Patelzuber: Man ends life over fund shortage ahead of daughter¸æå£§ºs wedding in Gujarat ! #Demonetization https:tcoUc6jrbvUNE https:¸æçì†º"";""delhiite_ggn"""
"2253;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""NnnnRam"""
"2254;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""neelnabh"""
"2255;""RT @AnandM25: Shiva Sena and SAD fall in line with the government on #Demonetization Say we support the decision @NewIndianXpress"";""coffeetime112"""
"2256;""RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https:tcoUodwXdPMmG"";""4_everabhi"""
"2257;""700 Crores rupees of cash found in 3 medical colleges Clearing the massive rot in medical admissions#Demonetization"";""PtAmitSharma"""
"2258;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""NeerajSadiya"""
"2259;""RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https:tcopYgK8Rmg7r"";""ashu_njr"""
"2260;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""PawanJRai"""
"2261;""News: #Demonetization windfall: Civic agencies record 268% increase in tax collection via @htTweets #India https:tcoFCw7mFfIy3"";""SAVoices"""
"2262;""RT @myvotetoday: Day 6 of #wintersession &amp"";""Ravi995376"""
"2263;""RT @thebetterindia: Tackling #Demonetization: 9 New Steps to Help Citizens Fight the Cash Crunchhttps:tcoExvHcctRGp https:tco73EtE¸æçì†º"";""narendravarma49"""
"2264;""RT @karnataka_ioc: @indianoilcl giving cash through Mini ATMs to people in Hinterland #IndiaKaDil Helping rural people in #Demonetization¸æçì†º"";""BJha123"""
"2265;""RT @Gitanjali_DS: Huge support for #PM #NarendraModii ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter¸æçì†º"";""mohantydelhi"""
"2266;""RT @saaxenanurag: The visionary political leader #ChandrababuNaidu leading support ecosystem for an efficient running of #DeMonetization h¸æçì†º"";""sanjaysaxena007"""
"2267;""RT @kapsology: More than 500000 Indians to lose job in next 6 months due to badly planned #demonetization by Modi govt"";""ZaalimAnna"""
"2268;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""sachinparadkar"""
"2269;""Opposition is crying for in both the houses for the people Survey results are almost 85% people take things differ¸æçì†º https:tcob2SfipEDUR"";""ckarunkumar"""
"2270;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""prembaweja55"""
"2271;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""ashutosh_akm"""
"2272;""When people panic stampedes happen and people dieThis stampede was not caused by #Demonetization but by hoarders and liars"";""terti_io"""
"2273;""RT @MinIT_Telangana: Telangana govts innovative solution to help farmers affected due to #Demonetization: https:tcoNVv7slCcpr"";""rvidhya19"""
"2274;""RT @Gitanjali_DS: Huge support for #PM #NarendraModii ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter¸æçì†º"";""atlantesindia"""
"2275;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""dhruvbhim"""
"2276;""RT @IYC: Is Indian Railways still unaware about #demonetization Will @sureshpprabhu @manojsinhabjp take note of itCC @narendramodi @¸æçì†º"";""niharcongress"""
"2277;""These corrupt leaders were never united against all Corruption but now they are united against #Demonetization https:tcoDVLXMSJE63"";""Bharatawashi"""
"2278;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""BabluYa54983447"""
"2279;""RT @radha__rk: With #demonetization India has a new VERB @Paytm Karo @vijayshekhar @startupindia @rvaidya2000 @sourabhs Welcome to #C¸æçì†º"";""TiEBangalore"""
"2280;""PM @narendramodi urged the people to participate in a survey on his official app! #Demonetizationhttps:tcoDcBSTPDcUn"";""TechRadarIndia"""
"2281;""Anti corruption crusader clear on #demonetization being True step towards corruption free India notwithstanding¸æçì†º https:tcoDqMh3VZR7t"";""trivedia1234"""
"2282;""RT @dna: #Bypolls: #BJP calls it an endorsement of #demonetization policy https:tco7kgZcIa6ee reports @Manankmr"";""GuzzlersInc"""
"2283;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""RANJAN999"""
"2284;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""sujitchandran"""
"2285;""RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https:tcoUodwXdPMmG"";""viru15"""
"2286;""RT @kapsology: More than 500000 Indians to lose job in next 6 months due to badly planned #demonetization by Modi govt"";""guru9899"""
"2287;""RT @Gitanjali_DS: Huge support for #PM #NarendraModii ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter¸æçì†º"";""mgnayak5"""
"2288;""RT @UnSubtleDesi: Kejriwal posts pic of dead robber and claims its #demonetization related death How shameless has this man become https¸æçì†º"";""hariontweet"""
"2289;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""MaverickKhush"""
"2290;""RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https:tcoUodwXdPMmG"";""hariontweet"""
"2291;""RT @DrGPradhan: New trick by @IndiaToday to scare people@aroonpurie Before #demonetization ATMs cleaned by DettolSTD by ATM Where is¸æçì†º"";""Rgowda108"""
"2292;""RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp"";""ushmaish"""
"2293;""RT @AmmU_MaanU: 31Along with #demonetization Govt #must enhance personal #incometax to 40% for those earning above 40Lakhs50% for 70L6¸æçì†º"";""AmmU_MaanU"""
"2294;""RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https:tcofRTHY2Ltth"";""ravindramenkurk"""
"2295;""RT @kapsology: More than 500000 Indians to lose job in next 6 months due to badly planned #demonetization by Modi govt"";""gohanvsrohan"""
"2296;""RT @myvotetoday: Day 6 of #wintersession &amp"";""MaverickLG"""
"2297;""RT @Gitanjali_DS: Huge support for #PM #NarendraModii ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter¸æçì†º"";""RaghuramanMenon"""
"2298;""RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the peoples support on #DeMonetization It should be abov¸æçì†º"";""dhruvbhim"""
"2299;""Do Read ThisOutsiders take on #DeMonetizationhttps:tcovnAaF6f8ac via @timesofindia"";""surryakant"""
"2300;""RT @kapsology: More than 500000 Indians to lose job in next 6 months due to badly planned #demonetization by Modi govt"";""jyotishankarjha"""
"2301;""RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https:tcoUodwXdPMmG"";""34a5912609794c8"""
"2302;""RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https:tcoUodwXdPMmG"";""meet_1229"""
"2303;""RT @bsindia: Where gory warnings fail cash crunch prevails: Cigarette sales down 40% after #Demonetization https:tcoxr6OVBYzrD @shamee¸æçì†º"";""ashmitroy"""
"2304;""I support @narendramodi for his incredible decision of #Demonetization no matter what the other opposition parties say people are happy"";""shamik014"""
"2305;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""NIIWHSA"""
"2306;""RT @MinhazMerchant: Difficult to verify but if true points to orchestrated campaign to discredit #demonetization with paid fearmongers htt¸æçì†º"";""TikuChand"""
"2307;""#Demonetization may lead to home loan rates falling below 7% within the next six months to a year Read more https:tcos5nqj0Mev7"";""PacificaIndia"""
"2308;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""881977Raju"""
"2309;""RT @PallabB: A must read piece on #demonetization by @PritishNandy in todays @MumbaiMirror Fighting corruption Right https:tcodQT9¸æçì†º"";""RangitaNandy"""
"2310;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""eccentricraj"""
"2311;""RT @kapsology: More than 500000 Indians to lose job in next 6 months due to badly planned #demonetization by Modi govt"";""Firoze_"""
"2312;""RT @Joydeep_911: Calling all Nationalists to joinWalk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas¸æçì†º"";""cramas_ramasamy"""
"2313;""RT @TheMehulPatel: #Hitler finds out about #demonetization must watch this video #Hilarious Read the subtitles!https:tcorng1gKiUgm¸æçì†º"";""benseiwyn"""
"2314;""RT @TheMehulPatel: #Hitler finds out about #demonetization must watch this video #Hilarious Read the subtitles!https:tcorng1gKiUgm¸æçì†º"";""ltsHaziq_"""
"2315;""RT @TheMehulPatel: #Hitler finds out about #demonetization must watch this video #Hilarious Read the subtitles!https:tcorng1gKiUgm¸æçì†º"";""marltabonettx"""
"2316;""RT @gops333: currency ban: ¸æåì§ºRoll back#demonetization it has caused riotlike situation¸æå£§º The Times of India on Mobile https:tcoad9a¸æçì†º"";""manish_manisja"""
"2317;""RT @kapsology: More than 500000 Indians to lose job in next 6 months due to badly planned #demonetization by Modi govt"";""monsun14"""
"2318;""RT @ModiBharosa: Huge support for PM @narendramodi ¸æå£§ºs #demonetization Move Across the Nation 8086% people back demonetization: Cvoter su¸æçì†º"";""tvssarma"""
