"","retweeters","tweeters","edge_type","weight"
"1","ArvindKejriwal
htt…","___jcs","Mention_edge",1
"2","dhume","_ajaykumargupta","Mention_edge",1
"3","evanspiegel","_ajaytiwari79","Mention_edge",1
"4","evanspiegel","_anubhav_singh_","Mention_edge",1
"5","evanspiegel!","_asif","Mention_edge",1
"6","narendramodi","_asif","Mention_edge",1
"7","evanspiegel","_beinggaurav","Mention_edge",1
"8","evanspiegel","_bishal20_","Mention_edge",1
"9","karupalaniappan","_cucumber_melon","Mention_edge",1
"10","S_Rvignesh","_cucumber_melon","Mention_edge",1
"11","YouTube","_dailycrazy","Mention_edge",1
"12","American__Singh","_deep_thinker","Mention_edge",1
"13","iAkshayTeotia7","_deep_thinker","Mention_edge",1
"14","iamnotthatrahul","_deep_thinker","Mention_edge",1
"15","jaf_jamesbond","_deep_thinker","Mention_edge",1
"16","Noomiiali","_deep_thinker","Mention_edge",1
"17","priyankachopra…","_deep_thinker","Mention_edge",1
"18","sonunigam","_deep_thinker","Mention_edge",1
"19","ndtv","_deepika_n","Mention_edge",1
"20","publictvnews","_deepika_n","Mention_edge",1
"21","tv9kannada","_deepika_n","Mention_edge",2
"22","giphy
Those","_desibuzz","Mention_edge",1
"23","_prashantnair","_drcool_","Mention_edge",1
"24","CNBCTV18Live","_drcool_","Mention_edge",1
"25","BDUTT","_dsrajput","Mention_edge",1
"26","RanaAyyub","_dsrajput","Mention_edge",1
"27","sagarikaghose","_dsrajput","Mention_edge",1
"28","prajavani","_gagana_1","Mention_edge",1
"29","publictvnews","_gagana_1","Mention_edge",1
"30","evanspiegel","_harveersingh","Mention_edge",1
"31","ArvindKejriwal","_hazirjawab","Mention_edge",1
"32","MamataOfficial","_hazirjawab","Mention_edge",1
"33","OfficeOfRG?","_hazirjawab","Mention_edge",1
"34","evanspiegel","_himanshusuman","Mention_edge",1
"35","evanspiegel","_iamdineshreddy","Mention_edge",1
"36","evanspiegel","_myself_kishan_","Mention_edge",1
"37","evanspiegel","_nandanetf","Mention_edge",1
"38","shilpitewari","_narad","Mention_edge",1
"39","malviyamit","_neerajk","Mention_edge",1
"40","evanspiegel","_nehabanu_","Mention_edge",1
"41","evanspiegel","_pallav13","Mention_edge",1
"42","evanspiegel","_raimin__","Mention_edge",1
"43","suvarnanewstv","_rajeshk_","Mention_edge",1
"44","tv9kannada","_rajeshk_","Mention_edge",1
"45","narendramodi","_rakeshdey","Mention_edge",1
"46","DasShaktikanta","_saurabhkishore","Mention_edge",1
"47","FinMinIndia","_saurabhkishore","Mention_edge",1
"48","arvindsubraman","_srinivasandra","Mention_edge",1
"49","MartinRavall…","_srinivasandra","Mention_edge",1
"50","iimcomic","_standupcentral","Mention_edge",1
"51","evanspiegel","_tejaschouhan","Mention_edge",1
"52","ArvindKejriwal","_umeshkumardas","Mention_edge",1
"53","myogiadityanath","_umeshkumardas","Mention_edge",1
"54","Manankmr","_vishal_mishra_","Mention_edge",1
"55","evanspiegel","_zaalima","Mention_edge",1
"56","evanspiegel","007ajsaiyed","Mention_edge",1
"57","evanspiegel","007ekram","Mention_edge",1
"58","AvinashAnuragi","025batman","Mention_edge",2
"59","kamaalrkhan","025batman","Mention_edge",2
"60","SanjayJha","025batman","Mention_edge",2
"61","csbhakuni","02neeha","Mention_edge",1
"62","SPRE_Official","02neeha","Mention_edge",1
"63","evanspiegel","05apuuuuu","Mention_edge",1
"64","","06qlogk2bpnstkq","Mention_edge",1
"65","DasShaktikanta","0786sartaj","Mention_edge",1
"66","UnS…","0807ankit","Mention_edge",1
"67","upma23","0807ankit","Mention_edge",1
"68","narendramodi","123architsood","Mention_edge",1
"69","evanspiegel","123mahendrainda","Mention_edge",1
"70","…","16vpm","Mention_edge",1
"71","PrasadAol","16vpm","Mention_edge",1
"72","rashminp","16vpm","Mention_edge",1
"73","TarekFatah","16vpm","Mention_edge",1
"74","avi41968490","1857penguin","Mention_edge",1
"75","Doga_Uncle","1857penguin","Mention_edge",1
"76","sonunigam","1857penguin","Mention_edge",1
"77","narendramodi","1901anupam","Mention_edge",1
"78","bhavanarnath","1977_senthil","Mention_edge",1
"79","Vidyut","1977_senthil","Mention_edge",1
"80","sanjayuv…","1businessrule","Mention_edge",1
"81","ArvindKejriwal
htt…","1shaktiman","Mention_edge",1
"82","evanspiegel","21century_kant","Mention_edge",1
"83","CMOMaha…","26arnavsagar","Mention_edge",1
"84","CMOMaharas…","26arnavsagar","Mention_edge",1
"85","MahaDGIPR","26arnavsagar","Mention_edge",2
"86","narendramodi","3101gp","Mention_edge",1
"87","narendramodi","34a5912609794c8","Mention_edge",1
"88","evanspiegel","3idiotsj","Mention_edge",1
"89","narendramodi","4_everabhi","Mention_edge",1
"90","arvindsubraman","4mypeers","Mention_edge",1
"91","MartinRavall…","4mypeers","Mention_edge",1
"92","PMOIndia","4ushashishekhar","Mention_edge",1
"93","Memeghnad","500urvashi","Mention_edge",1
"94","naam_pk","500urvashi","Mention_edge",1
"95","narendramodi","5500bhupi","Mention_edge",1
"96","narendramodi","56perumal","Mention_edge",2
"97","postcard_news","56perumal","Mention_edge",1
"98","evanspiegel","6b9574b803c1480","Mention_edge",1
"99","evanspiegel","6feac377b097423","Mention_edge",1
"100","narendramodi","747alok","Mention_edge",1
"101","RBI","747alok","Mention_edge",1
"102","narendramodi","76cffefa5a1c4e2","Mention_edge",1
"103","","7ramreddy7ram","Mention_edge",1
"104","arunjaitley","7ramreddy7ram","Mention_edge",1
"105","YouTube","80spcc","Mention_edge",1
"106","narendramodi","82013pravin","Mention_edge",1
"107","…","85_ritika","Mention_edge",1
"108","PrasadAol","85_ritika","Mention_edge",1
"109","rashminp","85_ritika","Mention_edge",1
"110","TarekFatah","85_ritika","Mention_edge",1
"111","UnS…","870f4906f95f4d8","Mention_edge",1
"112","upma23","870f4906f95f4d8","Mention_edge",1
"113","narendramodi","881977raju","Mention_edge",1
"114","narendramodi","8dssoni","Mention_edge",1
"115","narendramodi","943c39bb70b245e","Mention_edge",2
"116","IAmVarunTej","999neelesh","Mention_edge",1
"117","narendramodi.....","999neelesh","Mention_edge",1
"118","PawanKalyan","999neelesh","Mention_edge",1
"119","RGVzoomin","999neelesh","Mention_edge",1
"120","evanspiegel","9auravk","Mention_edge",1
"121","minimathur","9u9gcg69l7kuu4k","Mention_edge",1
"122","ArvindKejriwal","a_miglani","Mention_edge",1
"123","bharat_builder","a_observr","Mention_edge",1
"124","narendramodi","a_observr","Mention_edge",1
"125","SankarshanT","a1mit","Mention_edge",1
"126","UnS…","a31x64vijay","Mention_edge",1
"127","upma23","a31x64vijay","Mention_edge",1
"128","evanspiegel","aaanupriyaaa","Mention_edge",1
"129","DasShaktikanta","aabha110","Mention_edge",2
"130","FinMinIndia","aabha110","Mention_edge",1
"131","TimesNow","aabothale","Mention_edge",1
"132","evanspiegel","aadarsh8lunia","Mention_edge",1
"133","DasShaktikanta","aadhiseshu2","Mention_edge",2
"134","FinMinIndia","aadhiseshu2","Mention_edge",1
"135","evanspiegel","aadil07869","Mention_edge",1
"136","evanspiegel","aadirajput2016","Mention_edge",1
"137","DasShaktikanta","aaditya793","Mention_edge",2
"138","FinMinIndia","aaditya793","Mention_edge",1
"139","DasShaktikanta","aaditya810","Mention_edge",2
"140","FinMinIndia","aaditya810","Mention_edge",1
"141","evanspiegel","aaduaddy","Mention_edge",1
"142","evanspiegel","aak_engine","Mention_edge",1
"143","c0nvey","aakash_singh34","Mention_edge",1
"144","DasShaktikanta","aakash_singh34","Mention_edge",1
"145","evanspiegel","aakash1411verma","Mention_edge",1
"146","evanspiegel","aakashdwarkani","Mention_edge",1
"147","evanspiegel","aakashgauttam","Mention_edge",1
"148","IndiaToday","aakuraj","Mention_edge",1
"149","minimathur","aakuraj","Mention_edge",1
"150","ttindia","aalamrangi","Mention_edge",1
"151","AxisBankOffers","aalokwar","Mention_edge",1
"152","AxisBankSupport","aalokwar","Mention_edge",1
"153","Memeghnad","aamaadmikesath","Mention_edge",1
"154","bprerna…","aamadmy","Mention_edge",1
"155","DelhiMuse","aamadmy","Mention_edge",1
"156","evanspiegel","aamirian_dutta","Mention_edge",1
"157","evanspiegel","aamirr_khannn","Mention_edge",1
"158","evanspiegel","aapabbidi","Mention_edge",1
"159","ArvindKejriwal","aapkamuzzammil","Mention_edge",1
"160","PreetiSM…","aapkamuzzammil","Mention_edge",1
"161","nasirkureshi…","aapkarajiv","Mention_edge",1
"162","FinMinIndia","aaplogical","Mention_edge",1
"163","Memeghnad","aaplogical","Mention_edge",3
"164","RBI","aaplogical","Mention_edge",1
"165","atrout920","aapvind","Mention_edge",1
"166","Memeghnad","aapvind","Mention_edge",1
"167","naam_pk","aapvind","Mention_edge",1
"168","TheReal1977","aapvind","Mention_edge",1
"169","KapilMishraAAP","aarfakhanam","Mention_edge",1
"170","evanspiegel","aarti_dvn","Mention_edge",1
"171","PMOIndia","aashish81us","Mention_edge",1
"172","mandybedi","aashish8294","Mention_edge",1
"173","narendramodi","aashish8294","Mention_edge",1
"174","evanspiegel","aashurawat8","Mention_edge",1
"175","evanspiegel","aashutoshsaraf1","Mention_edge",1
"176","narendramodi","aashweenmay","Mention_edge",1
"177","evanspiegel","aawarajoker","Mention_edge",1
"178","evanspiegel","ab19phenomenal","Mention_edge",1
"179","arunjaitley","abandopa","Mention_edge",1
"180","Inshal07","abandopa","Mention_edge",1
"181","ShashiTharoor","abandopa","Mention_edge",1
"182","evanspiegel","abbas_baadshah","Mention_edge",1
"183","sanjayuv…","abby54469868","Mention_edge",1
"184","sunetrac","abdeshmukh","Mention_edge",1
"185","DasShaktikanta","abdulali03","Mention_edge",2
"186","FinMinIndia","abdulali03","Mention_edge",1
"187","evanspiegel","abdulba61198310","Mention_edge",1
"188","PMOIndia","abdullahnadir","Mention_edge",1
"189","ShashiTharoor","abdullahnadir","Mention_edge",1
"190","internetfreedom","abdulmuneer","Mention_edge",1
"191","evanspiegel","abdulnasser21","Mention_edge",1
"192","Abdulsaleemgad","abdulsaleemgad","Mention_edge",1
"193","Nishat1808","abdulsaleemgad","Mention_edge",1
"194","SharlockHemz","abdulsaleemgad","Mention_edge",1
"195","SouleFacts","abdulsaleemgad","Mention_edge",1
"196","evanspiegel","abhashkumarbhoi","Mention_edge",1
"197","PMOIndia","abhaymishra09","Mention_edge",1
"198","evanspiegel","abhaytwitt","Mention_edge",1
"199","evanspiegel","abhayverma495","Mention_edge",1
"200","narendramodi","abhee_agrawal","Mention_edge",1
"201","evanspiegel","abhi_pandey93","Mention_edge",1
"202","arvindsubraman","abhi_sinha00","Mention_edge",1
"203","narendramodi","abhi9982","Mention_edge",1
"204","BookMyChotu","abhiaftermath","Mention_edge",1
"205","ArvindKejriwal,","abhifour","Mention_edge",1
"206","MamtaOfficiaI","abhifour","Mention_edge",1
"207","OfficeOfRG","abhifour","Mention_edge",1
"208","narendramodi","abhiinamo","Mention_edge",1
"209","evanspiegel","abhijeet_9696","Mention_edge",1
"210","mirapokhrel","abhijeet9839","Mention_edge",1
"211","evanspiegel","abhijeetmaji01","Mention_edge",1
"212","RepubIicofIndia","abhijeetmani","Mention_edge",1
"213","narendramodi","abhijitmrdas","Mention_edge",1
"214","narendramodi","abhilasha2809","Mention_edge",1
"215","DasShaktikanta","abhilashneelam","Mention_edge",1
"216","narendramodi","abhilashneelam","Mention_edge",1
"217","minimathur","abhinair86","Mention_edge",1
"218","SitaramYechury","abhinair86","Mention_edge",1
"219","YouTube","abhinav_kr","Mention_edge",1
"220","evanspiegel","abhinav5349","Mention_edge",1
"221","evanspiegel","abhinav9787","Mention_edge",1
"222","minimathur","abhinavaawara","Mention_edge",1
"223","evanspiegel","abhinavsingh300","Mention_edge",1
"224","evanspiegel","abhirajawat19","Mention_edge",1
"225","evanspiegel","abhirathod756","Mention_edge",1
"226","evanspiegel","abhisayz","Mention_edge",1
"227","SAM…","abhisek18","Mention_edge",1
"228","evanspiegel","abhishe33653314","Mention_edge",1
"229","evanspiegel","abhishe63958293","Mention_edge",1
"230","evanspiegel","abhishe9860234","Mention_edge",1
"231","evanspiegel","abhishek_4567","Mention_edge",1
"232","internetfreedom","abhishek_rai","Mention_edge",1
"233","evanspiegel","abhishek1025","Mention_edge",1
"234","PMOIndia","abhishek210001","Mention_edge",1
"235","narendramodi","abhishekc07","Mention_edge",1
"236","evanspiegel","abhishekpagal","Mention_edge",1
"237","evanspiegel","abhishrivastav9","Mention_edge",1
"238","abhimay","abhisingh0003","Mention_edge",1
"239","internetfreedom","abid_hussain","Mention_edge",1
"240","evanspiegel","abraamaditya","Mention_edge",1
"241","SPRE_Official","absolutethinker","Mention_edge",1
"242","PMOIndia","aburc1981","Mention_edge",1
"243","GreatGameIndia","achimw","Mention_edge",1
"244","msisodia","achinth","Mention_edge",1
"245","NarendraModi","achinth","Mention_edge",1
"246","narendramodi","acm17_","Mention_edge",1
"247","evanspiegel","acrazy_boy","Mention_edge",1
"248","evanspiegel","ad_devil_7","Mention_edge",1
"249","evanspiegel","adarsh_ned","Mention_edge",1
"250","BloombergQuint","adesaidds","Mention_edge",1
"251","mihirssharma","adesaidds","Mention_edge",1
"252","narendramodi","adesaidds","Mention_edge",1
"253","evanspiegel","adi_1323","Mention_edge",1
"254","evanspiegel","adi_adisp713","Mention_edge",1
"255","bhaiyyajispeaks","adi_thedon","Mention_edge",1
"256","SrBachchan","adi_thedon","Mention_edge",1
"257","

Dr","adil_ah123","Mention_edge",1
"258","evanspiegel","adithgm","Mention_edge",1
"259","evanspiegel","aditi_sharma360","Mention_edge",1
"260","YouTube","aditi26tomar","Mention_edge",1
"261","evanspiegel","aditya_adian","Mention_edge",1
"262","msisodia","adityaavadhoot","Mention_edge",2
"263","evanspiegel","adityaboss123","Mention_edge",1
"264","","adityadasa","Mention_edge",1
"265","arunjaitley","adityadasa","Mention_edge",2
"266","narendramodi","adityadasa","Mention_edge",1
"267","P…","adityadasa","Mention_edge",1
"268","…","adityanair20","Mention_edge",2
"269","PrasadAol","adityanair20","Mention_edge",2
"270","rashminp","adityanair20","Mention_edge",2
"271","TarekFatah","adityanair20","Mention_edge",2
"272","evanspiegel","adnanrichie","Mention_edge",1
"273","RahulEaswar","adrenna9","Mention_edge",1
"274","RiyaazAmlani","adrenna9","Mention_edge",1
"275","WeThePeopleNDTV","adrenna9","Mention_edge",1
"276","MamataOfficial","adv_paresh90","Mention_edge",1
"277","AamAadmiParty","adv_rgoyal","Mention_edge",1
"278","ArvindKejriwal","adv_rgoyal","Mention_edge",1
"279","INCIndia","adv_rgoyal","Mention_edge",1
"280","_prashantnair","advisorkhoj","Mention_edge",1
"281","CNBCTV18Live","advisorkhoj","Mention_edge",1
"282","AamAadmiParty","advocatesarin","Mention_edge",1
"283","ArvindKejriwal","advocatesarin","Mention_edge",1
"284","ArvindKejriwal
htt…","advska","Mention_edge",1
"285","…","adwaitanway","Mention_edge",1
"286","PrasadAol","adwaitanway","Mention_edge",1
"287","rashminp","adwaitanway","Mention_edge",1
"288","TarekFatah","adwaitanway","Mention_edge",1
"289","evanspiegel","afrozsaniya","Mention_edge",1
"290","evanspiegel","agampal1","Mention_edge",1
"291","evanspiegel","agamvarshney","Mention_edge",1
"292","narendramodi","agarpitsizzle","Mention_edge",1
"293","evanspiegel","agarwal_pari17","Mention_edge",1
"294","DasShaktikanta","agarwal_to","Mention_edge",2
"295","FinMinIndia","agarwal_to","Mention_edge",1
"296","morphonios","agenda21truth","Mention_edge",1
"297","YouTube","agentdice","Mention_edge",1
"298","AamAadmiParty","agk4444","Mention_edge",1
"299","narendramodi","agoel67","Mention_edge",1
"300","ArvindKejriwal,","agoyr","Mention_edge",1
"301","MamtaOfficiaI","agoyr","Mention_edge",1
"302","OfficeOfRG","agoyr","Mention_edge",1
"303","evanspiegel","agrimsharmaa","Mention_edge",1
"304","FinMinIndia","agrwal_akhil","Mention_edge",1
"305","narendramodi","agrwal_akhil","Mention_edge",1
"306","PIB_India,","agrwal_akhil","Mention_edge",1
"307","RBI,","agrwal_akhil","Mention_edge",1
"308","evanspiegel","ahonadas6","Mention_edge",1
"309","CorpBanking","ahshukla","Mention_edge",1
"310","FinMinIndia","ahshukla","Mention_edge",2
"311","PMOIndia","ahshukla","Mention_edge",2
"312","TheOfficialSBI","ahshukla","Mention_edge",1
"313","evanspiegel","aihhrs1","Mention_edge",1
"314","MVenkaiahNaidu","airnewsalerts","Mention_edge",1
"315","narendramodi","ajai_ks","Mention_edge",1
"316","Memeghnad","ajantriks","Mention_edge",1
"317","IndiaToday","ajay_accent","Mention_edge",1
"318","sardesairajdeep","ajay_accent","Mention_edge",1
"319","evanspiegel","ajay7379","Mention_edge",1
"320","evanspiegel","ajay97781","Mention_edge",1
"321","narendramodi","ajay97781","Mention_edge",1
"322","buzzindelhi","ajaykuligod","Mention_edge",1
"323","narendramodi","ajaykuligod","Mention_edge",1
"324","evanspiegel","ajays23","Mention_edge",1
"325","ZomatoIN,","ajazlone","Mention_edge",1
"326","narendramodi","ajka_mahabharat","Mention_edge",1
"327","msisodia","ajnabismm","Mention_edge",1
"328","porinju","ajneetb","Mention_edge",1
"329","Raamdeo","ajneetb","Mention_edge",1
"330","VijayKedia1","ajneetb","Mention_edge",1
"331","shaitaankhopdi","ajtiwaritiwari","Mention_edge",1
"332","ArvindKejriwal","ajtnegi","Mention_edge",1
"333","evanspiegel","aju_wadkar","Mention_edge",1
"334","YouTube","akaelwopo1","Mention_edge",1
"335","evanspiegel","akansha2296","Mention_edge",1
"336","msisodia","akarimi1974","Mention_edge",1
"337","DasShaktikanta","akas_day","Mention_edge",2
"338","FinMinIndia","akas_day","Mention_edge",1
"339","harbhajan_singh","akash_8","Mention_edge",1
"340","evanspiegel","akash_kaushik17","Mention_edge",1
"341","evanspiegel","akash_mayoite","Mention_edge",1
"342","evanspiegel","akashbaliyan17","Mention_edge",1
"343","evanspiegel","akashbh313","Mention_edge",1
"344","DasShaktikanta","akashdgarg","Mention_edge",1
"345","mandybedi","akashsarraf21","Mention_edge",1
"346","narendramodi","akashsarraf21","Mention_edge",2
"347","evanspiegel","akashsikdar15","Mention_edge",1
"348","evanspiegel","akashsrv643","Mention_edge",1
"349","MVenkaiahNaidu","akg316arvind","Mention_edge",1
"350","postcard_news","akg316arvind","Mention_edge",1
"351","narendramodi","akhandabvp","Mention_edge",1
"352","PMOIndia","akhaware","Mention_edge",1
"353","Filmibeat","akhila_menon","Mention_edge",1
"354","narendramodi","akki_munshi","Mention_edge",1
"355","evanspiegel","akki_queen","Mention_edge",1
"356","evanspiegel","akkykadeewana","Mention_edge",1
"357","YouTube","akramsherkhan1","Mention_edge",1
"358","evanspiegel","akshaaaaar","Mention_edge",1
"359","evanspiegel","akshay_g_1717","Mention_edge",1
"360","evanspiegel","akshayakotkar1","Mention_edge",1
"361","","akshaychandorka","Mention_edge",1
"362","arunjaitley","akshaychandorka","Mention_edge",2
"363","narendramodi","akshaychandorka","Mention_edge",1
"364","P…","akshaychandorka","Mention_edge",1
"365","narendramodi","akshaynadgir","Mention_edge",1
"366","RBI","akshaynadgir","Mention_edge",1
"367","ArvindKejriwal
htt…","akshays35560327","Mention_edge",1
"368","minimathur","akshaysince1987","Mention_edge",1
"369","narendramodi","akshaysince1987","Mention_edge",1
"370","evanspiegel","akshayy53385006","Mention_edge",1
"371","evanspiegel","alapatiprudhvig","Mention_edge",1
"372","arvindsubraman","albrgr","Mention_edge",1
"373","CGDev","albrgr","Mention_edge",1
"374","narendramodi","alekskandrzalat","Mention_edge",1
"375","livemint","alexanderchopan","Mention_edge",1
"376","NITIAayog","alexanderchopan","Mention_edge",1
"377","PMOIndia","alfredsanders3","Mention_edge",1
"378","YouTube","aliexfolgueira","Mention_edge",1
"379","BeingSalmanKhan","alifseatif","Mention_edge",1
"380","narendramodi","allaboutbelgaum","Mention_edge",1
"381","","alllatestnews4u","Mention_edge",1
"382","evanspiegel","alok_1993","Mention_edge",1
"383","evanspiegel","alok8feb","Mention_edge",1
"384","narendramodi","alokgmumbai","Mention_edge",1
"385","narendramodi
@Swamy39
The","alokkum09692808","Mention_edge",1
"386","ncbn","always4uprasant","Mention_edge",1
"387","evanspiegel","alwaysaarya","Mention_edge",1
"388","evanspiegel","amaalian_vaibhu","Mention_edge",1
"389","evanspiegel","aman__modi","Mention_edge",1
"390","PMOIndia","aman_deepr","Mention_edge",1
"391","anandkamal","amandubey_","Mention_edge",1
"392","narendramodi","amandubey_","Mention_edge",1
"393","evanspiegel","amansemwal8","Mention_edge",1
"394","PMOIndia","amar129438","Mention_edge",1
"395","minimathur","amareshskumar","Mention_edge",1
"396","BeingSalmanKhan","amarjassal","Mention_edge",1
"397","","amazing_insane","Mention_edge",1
"398","ambazaarmag","ambazaarmag","Mention_edge",1
"399","sanjayuv…","amberrishi","Mention_edge",1
"400","DasShaktikanta","ambika109","Mention_edge",2
"401","FinMinIndia","ambika109","Mention_edge",1
"402","evanspiegel","ambriishp","Mention_edge",1
"403","evanspiegel","amgourav","Mention_edge",1
"404","SiyaWoman","ami1623","Mention_edge",1
"405","evanspiegel","amileen__","Mention_edge",1
"406","narendramodi","amirthalakshmi3","Mention_edge",1
"407","myogiadityanath","amit_2912","Mention_edge",2
"408","narendramodi","amit_2912","Mention_edge",2
"409","PrakashJavdekar","amit_simplicity","Mention_edge",1
"410","1975Raman","amit_talwar2","Mention_edge",1
"411","AAPlogical","amit_talwar2","Mention_edge",1
"412","Amit_Talwar2","amit_talwar2","Mention_edge",1
"413","Arv_Ga","amit_talwar2","Mention_edge",1
"414","goeloverseas","amit_talwar2","Mention_edge",1
"415","hsr315","amit_talwar2","Mention_edge",1
"416","JTIn71","amit_talwar2","Mention_edge",1
"417","khanfah…","amit_talwar2","Mention_edge",1
"418","RaajnathSing","amit_talwar2","Mention_edge",1
"419","rks17353","amit_talwar2","Mention_edge",1
"420","UJ1701","amit_talwar2","Mention_edge",1
"421","VPra52","amit_talwar2","Mention_edge",1
"422","…","amit09081986","Mention_edge",1
"423","PrasadAol","amit09081986","Mention_edge",1
"424","rashminp","amit09081986","Mention_edge",1
"425","TarekFatah","amit09081986","Mention_edge",1
"426","narendramodi","amit1292","Mention_edge",1
"427","anandkamal","amit30980","Mention_edge",1
"428","narendramodi","amit30980","Mention_edge",1
"429","narendramodi","amitdelhi85","Mention_edge",1
"430","PMOIndia","amiteshdubey","Mention_edge",1
"431","ArvindKejriwal","amiteshk01","Mention_edge",1
"432","BDUTT","amiteshk01","Mention_edge",1
"433","RanaAyyub","amiteshk01","Mention_edge",1
"434","sagarikaghose","amiteshk01","Mention_edge",1
"435","evanspiegel","amitkjain22","Mention_edge",1
"436","narendramodi","amitkum61288158","Mention_edge",1
"437","ndtv","amitkum61288158","Mention_edge",1
"438","Memeghnad","amitmehra","Mention_edge",1
"439","narendramodi","amitosho84","Mention_edge",1
"440","narendramodi","amitrajpal83","Mention_edge",1
"441","narendramodi","amitranatweets","Mention_edge",1
"442","dhume","amitrazpoot","Mention_edge",1
"443","BookMyChotu","amits89","Mention_edge",1
"444","evanspiegel","amitsingh100689","Mention_edge",1
"445","dna","amitsingh7680","Mention_edge",1
"446","economictimes","amitsuricfp","Mention_edge",1
"447","evanspiegel","amittiwary51","Mention_edge",1
"448","devduttmyth","amlenduc","Mention_edge",1
"449","GeneralBakshi","ammies99","Mention_edge",1
"450","GreatGameIndia","ammies99","Mention_edge",1
"451","majorgauravarya","ammies99","Mention_edge",1
"452","MehtaRahulC","ammies99","Mention_edge",1
"453","RajivMessage","ammies99","Mention_edge",1
"454","SHIFUJIJAIHIND","ammies99","Mention_edge",1
"455","Swamy39","ammies99","Mention_edge",1
"456","evanspiegel","ammitkukreja","Mention_edge",1
"457","gopalbalaji","ammu_maanu","Mention_edge",2
"458","anandkamal","amohit17","Mention_edge",1
"459","narendramodi","amohit17","Mention_edge",1
"460","narendramodi","amolgadhave1989","Mention_edge",2
"461","evanspiegel","amoltikam","Mention_edge",1
"462","narendramodi","amq_in","Mention_edge",1
"463","ndtv","amq_in","Mention_edge",1
"464","ranjona","amq_in","Mention_edge",1
"465","SreenivasanJain","amq_in","Mention_edge",1
"466","TheVijayMallya","amq_in","Mention_edge",1
"467","drjatinanand","amreshkr612","Mention_edge",1
"468","SwetaSinghAT","amreshkr612","Mention_edge",1
"469","evanspiegel","amul_luni","Mention_edge",1
"470","Amit…","amz360","Mention_edge",1
"471","Narendramodi","amz360","Mention_edge",1
"472","ANI_news","amzadbabloo","Mention_edge",1
"473","dna","anagabrielaledo","Mention_edge",1
"474","navkendar_IDC","analyseasia","Mention_edge",10
"475","paytm","analyseasia","Mention_edge",1
"476","evanspiegel","anamglam511","Mention_edge",1
"477","myogiadityanath","anamika_017","Mention_edge",1
"478","narendramodi","anamika_017","Mention_edge",1
"479","evanspiegel","anand_soni_xx","Mention_edge",1
"480","anandkamal","anandkamal","Mention_edge",1
"481","narendramodi","anandkamal","Mention_edge",1
"482","evanspiegel","anandluvsmd","Mention_edge",1
"483","NewIndianXpress","anandm25_tnie","Mention_edge",1
"484","internetfreedom","anandology","Mention_edge",1
"485","YouTube","anandraman","Mention_edge",1
"486","evanspiegel","anandvaghmar9","Mention_edge",1
"487","narendramodi","anandvisen1","Mention_edge",1
"488","evanspiegel","anant4880","Mention_edge",1
"489","AamAadmiParty","ananyas30j","Mention_edge",1
"490","sanjayuv…","anarchified","Mention_edge",1
"491","UnSubtleDesi","anarchified","Mention_edge",1
"492","anandkamal","anchanlata","Mention_edge",1
"493","narendramodi","anchanlata","Mention_edge",1
"494","PMOIndia","anchanlata","Mention_edge",1
"495","NM_NickNocturne","andrewmuto","Mention_edge",1
"496","narendramodi","androidyy","Mention_edge",1
"497","dhanji85","aneezx","Mention_edge",1
"498","hardik_pola","aneezx","Mention_edge",1
"499","pankajlucky3","aneezx","Mention_edge",1
"500","rakaece","aneezx","Mention_edge",1
"501","minimathur","angadi_ashok","Mention_edge",1
"502","narendramodi","angadi_ashok","Mention_edge",1
"503","evanspiegel","angmo_shubhna","Mention_edge",1
"504","YouTube","angrymanchannel","Mention_edge",1
"505","evanspiegel","angryshiv","Mention_edge",1
"506","jamewils","angryyoungman11","Mention_edge",1
"507","Memeghnad","angryyoungman11","Mention_edge",1
"508","narendramodi","anil_chouksey","Mention_edge",1
"509","harbhajan_singh","anil_tikar2","Mention_edge",1
"510","narendramodi","anildhar9","Mention_edge",1
"511","BJP4INDIA.","anilkohli54","Mention_edge",1
"512","narendramodi","anilkum31759662","Mention_edge",1
"513","PMOIndia","anilkum31759662","Mention_edge",1
"514","ArvindKejriwal","anilvegomega","Mention_edge",1
"515","TarekFatah","anilvegomega","Mention_edge",1
"516","_pallavighosh","anilvs2003","Mention_edge",1
"517","evanspiegel","animesh_rose","Mention_edge",1
"518","anandkamal","animesh1804","Mention_edge",1
"519","narendramodi","animesh1804","Mention_edge",1
"520","evanspiegel","anirban1akshay","Mention_edge",1
"521","narendramodi","anirban1akshay","Mention_edge",1
"522","YouTube

#Demonetization","aniruddhrj","Mention_edge",1
"523","narendramodi","anirudhgoel2","Mention_edge",1
"524","evanspiegel","anirxdh","Mention_edge",1
"525","evanspiegel","anishdkd","Mention_edge",1
"526","narendramodi","anishusgaonkar","Mention_edge",1
"527","narendramodi","anjan_karak","Mention_edge",1
"528","ncbn","anjaniaries","Mention_edge",1
"529","evanspiegel","anjnathinks_","Mention_edge",1
"530","narendramodi","anjunagarajan","Mention_edge",1
"531","narendramodi","ankeetneurekar","Mention_edge",1
"532","evanspiegel","anki4uever","Mention_edge",1
"533","evanspiegel","ankibn","Mention_edge",1
"534","evanspiegel","ankit1534","Mention_edge",1
"535","evanspiegel","ankitaayushaman","Mention_edge",1
"536","evanspiegel","ankitaker","Mention_edge",1
