"","retweeters","tweeters","edge_type","weight"
"9689","womensmarch","sanrichter","Tweet_edge",1
"9690","cynthiabasinet","santababyfans","Tweet_edge",7
"9691","yashar","santafesister","Tweet_edge",1
"9692","vkenneth_com","santaklaush","Tweet_edge",1
"9693","avanconia","santiamtwit","Tweet_edge",1
"9694","MyDaughtersArmy","sanvision123","Tweet_edge",1
"9695","womensmarch","sanwac","Tweet_edge",1
"9696","womensmarch","sapphickatya","Tweet_edge",1
"9697","womensmarch","sapphirefiery","Tweet_edge",1
"9698","sar_freed","sar_freed","Tweet_edge",1
"9699","teknopol","sara_j27","Tweet_edge",1
"9700","womensmarch","saraekerrigan","Tweet_edge",1
"9701","womensmarch","saraelillie","Tweet_edge",1
"9702","yashar","sarafthoran","Tweet_edge",1
"9703","yashar","sarah_carroll23","Tweet_edge",1
"9704","sarah_in_ny","sarah_in_ny","Tweet_edge",1
"9705","yashar","sarah_mariee23","Tweet_edge",1
"9706","LanaParrilla","sarah_rochford2","Tweet_edge",1
"9707","womensmarch","sarah_youinou","Tweet_edge",1
"9708","womensmarch","sarahbutlermn","Tweet_edge",1
"9709","DaShanneStokes","sarahcrutcher2","Tweet_edge",1
"9710","womensmarch","sarahcuda","Tweet_edge",1
"9711","IMPL0RABLE","sarahcycles","Tweet_edge",1
"9712","womensmarch","sarahdeedle","Tweet_edge",1
"9713","yashar","saraheliz_rich","Tweet_edge",1
"9714","yashar","sarahemily82","Tweet_edge",1
"9715","yashar","sarahewelty1","Tweet_edge",1
"9716","YWcalgary","sarahfavel","Tweet_edge",1
"9717","womensmarch","sarahford26","Tweet_edge",1
"9718","ajplus","sarahh245x","Tweet_edge",1
"9719","DeeeeJayD","sarahhayes123","Tweet_edge",1
"9720","MileyUpdateEU","sarahjadlovato","Tweet_edge",1
"9721","tteegar","sarahjrossiter2","Tweet_edge",1
"9722","yashar","sarahjtv4","Tweet_edge",1
"9723","womensmarch","sarahkchoa","Tweet_edge",1
"9724","womensmarch","sarahlerner","Tweet_edge",1
"9725","womensmarch","sarahott82","Tweet_edge",1
"9726","usweekly","sarahshook","Tweet_edge",1
"9727","womensmarch","sarahsophief","Tweet_edge",1
"9728","yashar","sarahtheflop","Tweet_edge",1
"9729","womensmarch","sarahzamudio","Tweet_edge",1
"9730","GillianA","sarahzeibaq","Tweet_edge",1
"9731","womensmarch","sarahziker","Tweet_edge",1
"9732","RaquelWillis_","saramakeba","Tweet_edge",1
"9733","RaquelWillis_","sarambo79","Tweet_edge",1
"9734","IMPL0RABLE","saramo","Tweet_edge",1
"9735","womensmarch","sarapeche","Tweet_edge",1
"9736","JaneAustenBath","sarapernas","Tweet_edge",1
"9737","Nick_Offerman","sarapetit123","Tweet_edge",1
"9738","womensmarch","sararose2480","Tweet_edge",1
"9739","DebFreedomVoice","sarastogha","Tweet_edge",1
"9740","womensmarch","sarcastic_lw","Tweet_edge",1
"9741","yashar","sarcastigawea","Tweet_edge",1
"9742","46laurie","sarkisk11","Tweet_edge",1
"9743","MPower_Change","sarwarforefront","Tweet_edge",1
"9744","kindcutesteve","sas_ee","Tweet_edge",1
"9745","DaShanneStokes","sascat","Tweet_edge",1
"9746","IMPL0RABLE","sashafierce2016","Tweet_edge",1
"9747","katyperry","sashahuilen","Tweet_edge",1
"9748","PopCrave","sashayendgame","Tweet_edge",1
"9749","AmyMek","sashgirlvegas","Tweet_edge",1
"9750","CathleenTrigg","sassycamelco","Tweet_edge",1
