"","retweeters","tweeters","edge_type","weight"
"1","joekeene","___kiwi____","Tweet_edge",1
"2","BridgetMarie","___miyastrong","Tweet_edge",1
"3","joekeene","___tanah","Tweet_edge",1
"4","iiLoveKARMA_","___yeezus__","Tweet_edge",1
"5","iiLoveKARMA_","__annnaa","Tweet_edge",1
"6","iiLoveKARMA_","__dresey","Tweet_edge",1
"7","CharityMapleSop","__himoverdere","Tweet_edge",1
"8","trapafasa","__iamlolo","Tweet_edge",1
"9","iiLoveKARMA_","__jewelss_","Tweet_edge",1
"10","joekeene","__jimmyguapp10","Tweet_edge",1
"11","joekeene","__jonreyes","Tweet_edge",1
"12","theoneprinceton","__loriangel","Tweet_edge",1
"13","pnehlen","__lrb__","Tweet_edge",1
"14","itsjackhess","__m00nchild__","Tweet_edge",1
"15","TheMercedesXXX","__midnightnarry","Tweet_edge",1
"16","AltNatParkSer","__mimi5","Tweet_edge",1
"17","allicatttx","__queenhaze","Tweet_edge",1
"18","JahovasWitniss","__rjane","Tweet_edge",1
"19","ThePatriot143","__voted4trump__","Tweet_edge",1
"20","ThePatriot143","_9boese9woelfin","Tweet_edge",1
"21","20x99","_akrxo","Tweet_edge",1
"22","iiLoveKARMA_","_alex__vega_","Tweet_edge",1
"23","AltNatParkSer","_ameliorator_","Tweet_edge",1
"24","pnehlen","_arcy__","Tweet_edge",1
"25","UR_Ninja","_badvibration","Tweet_edge",1
"26","joekeene","_bensully","Tweet_edge",1
"27","GrrrGraphics","_bernardo_gui","Tweet_edge",1
"28","RichardAngwin","_bethaknee","Tweet_edge",1
"29","joekeene","_briiannnaaa","Tweet_edge",1
"30","ThePatriot143","_cara_mia_","Tweet_edge",1
"31","joekeene","_celia_bedelia_","Tweet_edge",1
"32","luckyjimsling","_chefzilla_","Tweet_edge",1
"33","HolstKai","_chris_april","Tweet_edge",1
"34","MrDylanEvans","_chrissteele","Tweet_edge",1
"35","MrDylanEvans","_cocomania_","Tweet_edge",1
"36","nikkigiavani","_daddychrisss","Tweet_edge",1
"37","joekeene","_danny_1976","Tweet_edge",1
"38","joekeene","_dianny_","Tweet_edge",1
"39","WSHHcomedy","_edgarfalcond","Tweet_edge",1
"40","iiLoveKARMA_","_eezy___","Tweet_edge",1
"41","AngryBlackLady","_elizabeth_k","Tweet_edge",1
"42","dailyellenpage","_ellenpagefans_","Tweet_edge",1
"43","iiLoveKARMA_","_elmo4evafly","Tweet_edge",1
"44","The1975Planet","_emptydream","Tweet_edge",1
"45","SearchSecurity","_erickrodriguez","Tweet_edge",1
"46","NormanGolightly","_excusemyswank","Tweet_edge",1
"47","_FLEX4U","_flex4u","Tweet_edge",1
"48","itscomedyVines","_fxezz","Tweet_edge",1
"49","joekeene","_heidirw","Tweet_edge",1
"50","JahovasWitniss","_heyitslitboy_2","Tweet_edge",1
"51","trustnorminah","_hipsterlifee","Tweet_edge",1
"52","GrrrGraphics","_homo_vulgaris_","Tweet_edge",1
"53","3lectric5heep","_inkling_","Tweet_edge",1
"54","gprofessx","_jaszmineeeeee","Tweet_edge",1
"55","visecs","_jayfs","Tweet_edge",1
"56","JahovasWitniss","_jordidv","Tweet_edge",1
"57","realEricSchulz","_joy_r","Tweet_edge",1
"58","joekeene","_katrinag_","Tweet_edge",1
"59","michelle_sagan","_kaylaa2_","Tweet_edge",1
"60","DankMemes","_kelseycole","Tweet_edge",1
"61","PoliticalHedge","_kimberlycarol","Tweet_edge",1
"62","drayzze","_kingjay305","Tweet_edge",1
"63","USNavy","_kristen02","Tweet_edge",1
"64","TrailerJam","_lastromanking","Tweet_edge",1
"65","ThePatriot143","_lettergirl","Tweet_edge",1
"66","funder","_liberalkilljoy","Tweet_edge",1
"67","pnehlen","_lock_her_up","Tweet_edge",1
"68","FunnyVines","_lodgelovindat_","Tweet_edge",1
"69","ClimateReality","_loveslondon","Tweet_edge",1
"70","iiLoveKARMA_","_lovetrinity_","Tweet_edge",1
"71","joekeene","_maritssa_","Tweet_edge",1
"72","AltNatParkSer","_meganmcclain","Tweet_edge",1
"73","ThePatriot143","_miscstuff_","Tweet_edge",1
"74","TroluKejri","_mrfunnybones","Tweet_edge",1
"75","joekeene","_mrlavic","Tweet_edge",1
"76","joekeene","_nathy","Tweet_edge",1
"77","50sAnd60s","_nicoleraymunt","Tweet_edge",3
"78","iiLoveKARMA_","_niyah17","Tweet_edge",1
"79","iiLoveKARMA_","_notlorenzo","Tweet_edge",1
"80","StockBoardAsset","_ogonna_","Tweet_edge",1
"81","3lectric5heep","_ontheright_","Tweet_edge",1
"82","RandolpheLibre","_osint_","Tweet_edge",1
"83","joekeene","_pascuzzo","Tweet_edge",1
"84","3lectric5heep","_pcantagonista","Tweet_edge",1
"85","FunnyVines","_popesodope","Tweet_edge",1
"86","FunnyVines","_rebeccaeve_","Tweet_edge",1
"87","ItsCelineAScene","_ryanmaes_","Tweet_edge",1
"88","nikkidunagan","_sacramental","Tweet_edge",1
"89","_Snape_","_samanthughh","Tweet_edge",1
"90","JahovasWitniss","_shawn_d13","Tweet_edge",1
"91","iiLoveKARMA_","_shawtytrill","Tweet_edge",1
"92","ThePatriot143","_starlightlive_","Tweet_edge",1
"93","JahovasWitniss","_thatboycaleb","Tweet_edge",1
"94","3lectric5heep","_therealbecky","Tweet_edge",1
"95","ThePatriot143","_therealbecky","Tweet_edge",1
"96","iiLoveKARMA_","_toddrichter","Tweet_edge",1
"97","itscomedyVines","_tooclutchkj","Tweet_edge",1
"98","WSHHcomedy","_unrelateable_","Tweet_edge",1
"99","Bros4America","_xoaalanis","Tweet_edge",1
"100","WSHHcomedy","_xtopnotch","Tweet_edge",1
"101","joekeene","_yikesitssab_xo","Tweet_edge",1
"102","joekeene","_yourstruly_sam","Tweet_edge",1
"103","iiLoveKARMA_","_zuracy","Tweet_edge",1
"104","IanPTrait","007harvey","Tweet_edge",1
"105","InconvenientTr1","00lilac_sky00","Tweet_edge",1
"106","ThePatriot143","0124palin","Tweet_edge",1
"107","WilcoMeThat","01mbthebest","Tweet_edge",1
"108","pnehlen","01splcheck","Tweet_edge",1
"109","FoxNews","0522james","Tweet_edge",1
"110","DankMemes","0708_224","Tweet_edge",1
"111","ThePatriot143","0766b10abc12461","Tweet_edge",1
"112","3lectric5heep","0d74125c047c43b","Tweet_edge",1
"113","NewsHour","0f45cc98c8b54da","Tweet_edge",1
"114","NewsHour","0hshittox","Tweet_edge",1
"115","DanJGross","0qx2fl8etixpe1v","Tweet_edge",1
"116","1_Hoof_Hearted","1_hoof_hearted","Tweet_edge",1
"117","TEN_GOP","1_hoof_hearted","Tweet_edge",1
"118","AltNatParkSer","100concerned","Tweet_edge",1
"119","ThePatriot143","1019dotty","Tweet_edge",1
"120","bigblagger","101mothergoose","Tweet_edge",1
"121","ThePatriot143","107loi","Tweet_edge",1
"122","FunnyVines","10buckry","Tweet_edge",1
"123","joekeene","10kbc","Tweet_edge",1
"124","AP_Politics","113makg","Tweet_edge",1
"125","ThePatriot143","11b_mic","Tweet_edge",1
"126","pnehlen","11gar5","Tweet_edge",1
"127","pnehlen","1200rgsrider","Tweet_edge",1
"128","Acosta","121bombero","Tweet_edge",1
"129","GeraldoRivera","12345kury","Tweet_edge",1
"130","Thomas1774Paine","123jayne","Tweet_edge",1
"131","donaldbroom","12voltman60","Tweet_edge",1
"132","Fingersflying","12voltman60","Tweet_edge",1
"133","USNavy","13buzzc69","Tweet_edge",1
"134","TrumpWhiteHouse","1431resistance","Tweet_edge",1
"135","3lectric5heep","1432721","Tweet_edge",1
"136","coolbearcjs","14waffenwolf88","Tweet_edge",1
"137","lotterypicker","15_athens","Tweet_edge",1
"138","PatriciaKellogg","16campaignbites","Tweet_edge",1
"139","3lectric5heep","16theyr","Tweet_edge",1
"140","cspan","174aee28f702435","Tweet_edge",1
"141","ThePatriot143","1776revisited","Tweet_edge",1
"142","joekeene","1800wxng","Tweet_edge",1
"143","juliaioffe","18diannem","Tweet_edge",1
"144","ThePatriot143","18ean13","Tweet_edge",1
"145","Funny_Tweat","1979mystika","Tweet_edge",1
"146","pnehlen","19fisherman59","Tweet_edge",1
"147","TEN_GOP","1americanwoman","Tweet_edge",1
"148","FeimM","1amournikki99","Tweet_edge",1
"149","AntonioArellano","1b7te32n6ddokdn","Tweet_edge",1
"150","Faiza24_7","1bibioogh","Tweet_edge",1
"151","ThePatriot143","1carynh","Tweet_edge",1
"152","seanspicer","1catherinesiena","Tweet_edge",1
"153","ThePatriot143","1colombianangie","Tweet_edge",1
"154","billbong9059","1crazystlgal","Tweet_edge",1
"155","IanPTrait","1deserthottie","Tweet_edge",1
"156","SwearingSport","1dope_shady","Tweet_edge",1
"157","glamourmag","1grucaffu420v29","Tweet_edge",1
"158","GetFitne55","1ispvrfgmiv58rk","Tweet_edge",1
"159","Pamela_Moore13","1kspa61dt7th4bp","Tweet_edge",1
"160","seanspicer","1loveinme","Tweet_edge",1
"161","MacFinn44","1luv2","Tweet_edge",1
"162","ThePatriot143","1nation2parties","Tweet_edge",1
"163","GeraldoRivera","1of12wolves","Tweet_edge",1
"164","larryelder","1protrump","Tweet_edge",1
"165","ThePatriot143","1ruthiep","Tweet_edge",1
"166","ThePatriot143","1sassyladydi","Tweet_edge",1
"167","RepStevenSmith","1skepticalchick","Tweet_edge",1
"168","ThePatriot143","1stayinformed","Tweet_edge",1
"169","ThePatriot143","1stidvet","Tweet_edge",1
"170","Charles_HRH","1stieman","Tweet_edge",1
"171","joekeene","1stnameashley","Tweet_edge",1
"172","ThePatriot143","1suggestion","Tweet_edge",1
"173","RandolpheLibre","1tara1","Tweet_edge",1
"174","pnehlen","1wh1tet1ger2","Tweet_edge",1
"175","pnehlen","1xtrem","Tweet_edge",1
"176","joekeene","2003erc","Tweet_edge",1
"177","pnehlen","2010researchit","Tweet_edge",1
"178","pnehlen","2016dts","Tweet_edge",1
"179","SecretService","2016dts","Tweet_edge",2
"180","AltNatParkSer","2017post","Tweet_edge",1
"181","ThePatriot143","2053pam","Tweet_edge",1
"182","joekeene","206frosty","Tweet_edge",1
"183","ThePatriot143","20belowzer0","Tweet_edge",1
"184","ThePatriot143","20th2017","Tweet_edge",1
"185","lilsister7","24baseballreed","Tweet_edge",1
"186","AlbionAwakes","24hrtvmazi","Tweet_edge",1
"187","joekeene","28haitiankids","Tweet_edge",1
"188","pnehlen","28shermansobl1","Tweet_edge",1
"189","CyndiBernard","2alpha","Tweet_edge",1
"190","countrycottage2","2b_painfree","Tweet_edge",1
"191","DTrumpExposed","2b_painfree","Tweet_edge",1
"192","pnehlen","2braptuedbyjc77","Tweet_edge",1
"193","ThePatriot143","2chainlezchainz","Tweet_edge",1
"194","trapafasa","2goolivee","Tweet_edge",1
"195","Enes_Kanter","2k9z4cq1fwqzstw","Tweet_edge",1
"196","TEN_GOP","2littleorchid","Tweet_edge",1
"197","Adeodatus","2np__","Tweet_edge",1
"198","FeimM","2odwoan14ixris2","Tweet_edge",1
"199","PoliticalHedge","2socks1mouth","Tweet_edge",1
"200","pnehlen","2tonsoffreedom2","Tweet_edge",1
"201","ThePatriot143","2twitte39301335","Tweet_edge",1
"202","Acosta","3_one_3","Tweet_edge",1
"203","joekeene","305_ronni","Tweet_edge",1
"204","AlbionAwakes","31bjn","Tweet_edge",1
"205","pmchbihar","32_bandhan","Tweet_edge",1
"206","3lectric5heep","321chapp","Tweet_edge",1
"207","TRUMPMOVEMENTUS","321chapp","Tweet_edge",1
"208","pnehlen","333pippi","Tweet_edge",1
"209","joekeene","33greeper","Tweet_edge",1
"210","FashNova","33jpj","Tweet_edge",1
"211","pnehlen","33jpj","Tweet_edge",1
"212","JCRaskaus","35leosa","Tweet_edge",1
"213","TrashQuavo","35salamandre","Tweet_edge",1
"214","3lectric5heep","385817e00f464bb","Tweet_edge",1
"215","MichelleGomez","38smallfish","Tweet_edge",1
"216","joekeene","3beaglenite","Tweet_edge",1
"217","3lectric5heep","3cb9882c032b43e","Tweet_edge",1
"218","hambrick_wyatt","3cxumtrz4bjvqm9","Tweet_edge",1
"219","IvankaTrump","3ghhjc","Tweet_edge",1
"220","toyia23","3h519bdmdpg7dnt","Tweet_edge",1
"221","AltNatParkSer","3loudosboys","Tweet_edge",1
"222","NkirukaNistoran","3stangentle","Tweet_edge",1
"223","RepThomasMassie","3volrebel","Tweet_edge",1
"224","FDRLibrary","3xsuperbowlchmp","Tweet_edge",2
"225","TheMercedesXXX","418fwb","Tweet_edge",1
"226","kylekirms","41eynur","Tweet_edge",1
"227","_NatSmiley","420fightclubnyc","Tweet_edge",1
"228","ThePatriot143","4213racersmom","Tweet_edge",1
"229","AltNatParkSer","423diotima","Tweet_edge",1
"230","ThePatriot143","427departed","Tweet_edge",1
"231","funder","4660mert","Tweet_edge",1
"232","GrrrGraphics","46naggy","Tweet_edge",1
"233","ThePatriot143","47525fc6c23248c","Tweet_edge",1
"234","AltNatParkSer","48gailschwerdt","Tweet_edge",1
"235","3lectric5heep","494c186c3c2b4f0","Tweet_edge",1
"236","AngryBlackLady","49nersutefan","Tweet_edge",1
"237","AltNatParkSer","4bluedog2","Tweet_edge",1
"238","pnehlen","4chincookie","Tweet_edge",1
"239","pnehlen","4da3ki0","Tweet_edge",1
"240","pnehlen","4djt2016","Tweet_edge",2
"241","AltNatParkSer","4evrstardancer","Tweet_edge",1
"242","fransis48","4freedom4ever","Tweet_edge",1
"243","PoliticalHedge","4freedom4ever","Tweet_edge",1
"244","joekeene","4lifeteen","Tweet_edge",1
"245","ThePatriot143","4meybiz","Tweet_edge",1
"246","JahovasWitniss","4ngrydrunk","Tweet_edge",1
"247","1_Hoof_Hearted","4reallyandtruly","Tweet_edge",1
"248","ThePatriot143","4reallyandtruly","Tweet_edge",1
"249","C4Ciaran","4sheily","Tweet_edge",1
"250","GrrrGraphics","4tealor","Tweet_edge",1
"251","FunnyVines","4urtt","Tweet_edge",1
"252","countrycottage2","509_gohawks","Tweet_edge",1
"253","AngryBlackLady","50inaug","Tweet_edge",1
"254","GeraldoRivera","531_jeanne","Tweet_edge",1
"255","pnehlen","531_jeanne","Tweet_edge",1
"256","GrrrGraphics","53kalevasjanice","Tweet_edge",1
"257","SecretService","53kalevasjanice","Tweet_edge",1
"258","ThePatriot143","53kalevasjanice","Tweet_edge",1
"259","Charles_HRH","53lat1long","Tweet_edge",1
"260","ThePatriot143","54ange","Tweet_edge",1
"261","Charles_HRH","56030207415a433","Tweet_edge",1
"262","ThePatriot143","56jakesmom","Tweet_edge",1
"263","ThePatriot143","5740adams","Tweet_edge",1
"264","joekeene","58_alvarez","Tweet_edge",1
"265","funder","59bam59","Tweet_edge",1
"266","mmpadellan","59bam59","Tweet_edge",1
"267","The_Jonathanian","5callmesister","Tweet_edge",1
"268","EasttownDems","5f4abf3b7bcb42d","Tweet_edge",1
"269","JahovasWitniss","5gllr6m2huqkgmx","Tweet_edge",1
"270","joekeene","5h_lrnjergi","Tweet_edge",1
"271","AnthonyMDevita","5i0x5rtv6msvjfr","Tweet_edge",1
"272","joekeene","5jango5","Tweet_edge",1
"273","RickAndThangs","5jnzguf3xgpzgwo","Tweet_edge",1
"274","MTVBananas","5knzeu4ioupwor2","Tweet_edge",1
"275","FoxNews","5so8msxbg0bicdy","Tweet_edge",1
"276","joekeene","5sosphangirl","Tweet_edge",1
"277","pnehlen","5vsoobdx41eacvk","Tweet_edge",1
"278","funder","60andmoonwalkin","Tweet_edge",1
"279","KatrinaCampins","60macc","Tweet_edge",1
"280","realDonaldTrump","60macc","Tweet_edge",1
"281","RepStevenSmith","60sreno","Tweet_edge",1
"282","ThePatriot143","60sreno","Tweet_edge",1
"283","pnehlen","610a8363e2094df","Tweet_edge",1
"284","RichardAngwin","619ljp","Tweet_edge",1
"285","AltNatParkSer","63jagmk2","Tweet_edge",1
"286","trustnorminah","662maz","Tweet_edge",1
"287","ThePatriot143","68meattooth","Tweet_edge",1
"288","1st_ask","69g","Tweet_edge",4
"289","WSHHcomedy","69ingpanda","Tweet_edge",1
"290","69sonar","69sonar","Tweet_edge",1
"291","cultcommoncore","6e2vxtyh3wojqv5","Tweet_edge",1
"292","HeadMemeologist","6fwcudui3nqucev","Tweet_edge",1
"293","bigblagger","6littlecherubs","Tweet_edge",1
"294","mmpadellan","6lsc2xbfjg8mqoc","Tweet_edge",1
"295","IvankaTrump","6lw1n4jitarr869","Tweet_edge",1
"296","valdonte27","6lw1n4jitarr869","Tweet_edge",1
"297","Pamela_Moore13","6yub11orno0elni","Tweet_edge",1
"298","FoxNews","704livin","Tweet_edge",1
"299","ThePatriot143","71ss396","Tweet_edge",1
"300","50sAnd60s","723_janey","Tweet_edge",1
"301","funder","74_lightning","Tweet_edge",1
"302","AltNatParkSer","7588cook","Tweet_edge",1
"303","C4Ciaran","758h8faith","Tweet_edge",1
"304","RandolpheLibre","7777myname","Tweet_edge",1
"305","ThePatriot143","78izzie","Tweet_edge",1
"306","vaporlols","79fnrqtjzz50qck","Tweet_edge",1
"307","FoxNews","7abutkb81prshrs","Tweet_edge",1
"308","WesSmith123","7abutkb81prshrs","Tweet_edge",1
"309","joekeene","7bugglettes","Tweet_edge",1
"310","FoxNews","7iiyt4fqmgct8jz","Tweet_edge",1
"311","ColtonQuick4","7qfdxruajiooc1m","Tweet_edge",1
"312","Haidii","7r08n2op2rtgae2","Tweet_edge",1
"313","ThePatriot143","7zed1","Tweet_edge",1
"314","ThePatriot143","815wrldtrvlr","Tweet_edge",1
"315","ThePatriot143","882b53e0668c4b4","Tweet_edge",1
"316","LessGovMoreFun","88reasonswhy","Tweet_edge",1
"317","iiLoveKARMA_","8900princess","Tweet_edge",1
"318","ThePatriot143","8bbe36b2710443c","Tweet_edge",1
"319","pnehlen","8bitsofsound","Tweet_edge",1
"320","BCAppelbaum","8djnphdr8jg6pct","Tweet_edge",1
"321","RudyCisneros9","8pvs0x4i54yu2gd","Tweet_edge",1
"322","ry_shyguy","8tqluvqybodxnap","Tweet_edge",1
"323","JahovasWitniss","8tthrxuzo66kfbn","Tweet_edge",1
"324","djfetch","911coach","Tweet_edge",1
"325","FoxNews","911pmsanna","Tweet_edge",1
"326","survivingplan","9393raf","Tweet_edge",1
"327","ThePatriot143","93parkavenue","Tweet_edge",3
"328","Terranc01238139","93uvjx1m0u36lwj","Tweet_edge",1
"329","JahovasWitniss","94562_","Tweet_edge",1
"330","devon_tracey","96tlc","Tweet_edge",1
"331","jckoopenhagen","97wi3orivcp7ulv","Tweet_edge",1
"332","ThePatriot143","9975ts","Tweet_edge",1
"333","joekeene","99999066666","Tweet_edge",1
"334","RCIisLeaking","99pud","Tweet_edge",1
"335","CharityMapleSop","9arr3t_","Tweet_edge",1
"336","ProPetHero","9casey99","Tweet_edge",1
"337","LessGovMoreFun","9dedbc13259b4b3","Tweet_edge",1
"338","ProphetPX","9dustinwhite","Tweet_edge",1
"339","itscomedyVines","9japroject","Tweet_edge",1
"340","joekeene","a_creativeedge","Tweet_edge",1
"341","iiLoveKARMA_","a_drian34","Tweet_edge",1
"342","Acosta","a_ezzie","Tweet_edge",1
"343","ThePatriot143","a_hveem","Tweet_edge",1
"344","JahovasWitniss","a_kareem94","Tweet_edge",1
"345","NiggaCommentary","a_lexx240","Tweet_edge",1
"346","CharityMapleSop","a_runinblack","Tweet_edge",1
"347","FunnyVines","a_stanzione","Tweet_edge",1
"348","iDntGetCurved_","a_weith","Tweet_edge",1
"349","Number10cat","a_wise_walnut","Tweet_edge",1
"350","ThePatriot143","a15ef00c4a4543a","Tweet_edge",1
"351","Acosta","a380vips","Tweet_edge",1
"352","ThePatriot143","a3auntie","Tweet_edge",1
"353","SnowflakeLydia","a7zxac7illun2rn","Tweet_edge",1
"354","vintage_pluto","aaarpgodess","Tweet_edge",1
"355","DivDas22","aabashir10","Tweet_edge",1
"356","TheMercedesXXX","aadeinoe","Tweet_edge",1
"357","JahovasWitniss","aaedbitfnfzuefi","Tweet_edge",1
"358","FunnyVines","aalvxx","Tweet_edge",1
"359","AltNatParkSer","aamenjr","Tweet_edge",1
"360","DivDas22","aamirha52476817","Tweet_edge",1
"361","joekeene","aandasgram","Tweet_edge",1
"362","AWAKEALERT","aanddrreaa","Tweet_edge",1
"363","girlhoodposts","aaron_sutton23","Tweet_edge",1
"364","DankMemes","aaroncampos35","Tweet_edge",1
"365","TEN_GOP","aarondecker01","Tweet_edge",1
"366","joekeene","aaronhoevoa","Tweet_edge",1
"367","RealTimBlack","aaronmjarman","Tweet_edge",1
"368","RealTimBlack","aaronsims31","Tweet_edge",1
"369","joekeene","aaterry26ann","Tweet_edge",1
"370","itscomedyVines","aavashhpkrl","Tweet_edge",1
"371","FoxNews","aavelle","Tweet_edge",1
"372","C4Ciaran","abacosaies","Tweet_edge",1
"373","ThePatriot143","abbaeema41","Tweet_edge",1
"374","JahovasWitniss","abbamaiadda","Tweet_edge",1
"375","Voices_of_Iran","abbasanzali","Tweet_edge",1
"376","iiLoveKARMA_","abbbeeyxo","Tweet_edge",1
"377","ThePatriot143","abbeysmima1","Tweet_edge",1
"378","lwatchtv","abbiexomurs","Tweet_edge",1
"379","joekeene","abbykellogg","Tweet_edge",1
"380","i_Psycho","abbyvatz","Tweet_edge",1
"381","joeyfisherlover","abc770928","Tweet_edge",1
"382","AngryBlackLady","abd500","Tweet_edge",1
"383","joekeene","abellaboutique","Tweet_edge",1
"384","BridgetMarie","abenijewel","Tweet_edge",1
"385","pnehlen","abetteramerican","Tweet_edge",1
"386","ThePatriot143","abhaymudele","Tweet_edge",1
"387","ThePatriot143","abnrgr504","Tweet_edge",1
"388","RebellionReport","abobloblaw","Tweet_edge",1
"389","GrrrGraphics","abovewater2","Tweet_edge",1
"390","ThePatriot143","abpolitical","Tweet_edge",1
"391","rajmathai","abracadabrany","Tweet_edge",1
"392","pnehlen","acagibbs369","Tweet_edge",1
"393","TEN_GOP","acamara0728","Tweet_edge",1
"394","JudyBaldasaro","acapdiaz","Tweet_edge",1
"395","ThePatriot143","accident","Tweet_edge",1
"396","AsadAllah_YE","acco_og","Tweet_edge",1
"397","LessGovMoreFun","ace__of__hearts","Tweet_edge",1
"398","pnehlen","ace__of__hearts","Tweet_edge",1
"399","3lectric5heep","ace_duece_kicka","Tweet_edge",1
"400","FoxNews","acharya_sujan","Tweet_edge",1
"401","bigblagger","acicconeyouth","Tweet_edge",1
"402","FoxNews","ackmanscam","Tweet_edge",1
"403","joekeene","acookie68","Tweet_edge",1
"404","joekeene","acornn89","Tweet_edge",1
"405","pnehlen","acpglock","Tweet_edge",1
"406","SwearingSport","acpthc_","Tweet_edge",1
"407","MVMTblog","acreageadvent1","Tweet_edge",1
"408","funder","actdontreact","Tweet_edge",1
"409","CalumSPlath","actinginaction","Tweet_edge",1
"410","ThePatriot143","actwithlainy","Tweet_edge",1
"411","TheresaMechele","actwithlainy","Tweet_edge",1
"412","WSHHcomedy","ad_bakez","Tweet_edge",1
"413","pnehlen","ad938bfbaa1849c","Tweet_edge",1
"414","The_Jonathanian","adaego_","Tweet_edge",1
"415","NkirukaNistoran","adaegonwauwa","Tweet_edge",3
"416","Millie__Weaver","adair_brion","Tweet_edge",1
"417","TEN_GOP","adambodsworth","Tweet_edge",1
"418","AltNatParkSer","adamsalter101","Tweet_edge",1
"419","First_POTUS1","adamsvice","Tweet_edge",1
"420","joekeene","adanlovya","Tweet_edge",1
"421","joekeene","addicted2twiff","Tweet_edge",1
"422","ThePatriot143","addieegan","Tweet_edge",1
"423","joekeene","addison_finney","Tweet_edge",1
"424","Acosta","adelaidebeatric","Tweet_edge",1
"425","ThePatriot143","adeliciousbass5","Tweet_edge",1
"426","NiggaCommentary","adhamsyauqi","Tweet_edge",1
"427","AltNatParkSer","adhbeier","Tweet_edge",1
"428","FafsRafs","adinkamda1972","Tweet_edge",1
"429","pnehlen","adissidentright","Tweet_edge",1
"430","ThePatriot143","adjppfasp7zbap5","Tweet_edge",1
"431","AltNatParkSer","admkjaneway2018","Tweet_edge",1
"432","curtisandkuby","adohracapella","Tweet_edge",1
"433","ThePatriot143","adorableatheist","Tweet_edge",1
"434","C4Ciaran","adore__you__lov","Tweet_edge",1
"435","joekeene","adoringbaek","Tweet_edge",1
"436","CharityMapleSop","adri_alvarezmed","Tweet_edge",1
"437","iiLoveKARMA_","adriana28183067","Tweet_edge",1
"438","FoxNews","adriann80348827","Tweet_edge",1
"439","joekeene","adriannyjoselin","Tweet_edge",1
"440","themadvines","adryanyousef","Tweet_edge",1
"441","1st_ask","adss36","Tweet_edge",3
"442","VerneTroyer","adtrucanmen1985","Tweet_edge",1
"443","pnehlen","aduanebrown","Tweet_edge",1
"444","RichardAngwin","ae4ca","Tweet_edge",3
"445","RebellionReport","aemdee","Tweet_edge",1
"446","ThePatriot143","aemory1967","Tweet_edge",1
"447","FunnyVines","aeonquiz","Tweet_edge",1
"448","joekeene","aesfoxie","Tweet_edge",1
"449","naji1290","afaash2016","Tweet_edge",1
"450","RandolpheLibre","afandouangel","Tweet_edge",1
"451","ThePatriot143","afarbell","Tweet_edge",1
"452","ThePatriot143","afed3352","Tweet_edge",1
"453","funder","afentriss","Tweet_edge",1
"454","GrrrGraphics","afinepatriot","Tweet_edge",1
"455","TheLinkTweet","afiqah16x","Tweet_edge",1
"456","RandolpheLibre","afreebrit","Tweet_edge",1
"457","AlbionAwakes","africanmob1","Tweet_edge",1
"458","uniwave","afrigga","Tweet_edge",1
"459","MatPatGT","afrkn_","Tweet_edge",1
"460","MatPatGT","afro_boi","Tweet_edge",1
"461","iiLoveKARMA_","afshahussain_","Tweet_edge",1
"462","DeplorableJames","agajr1","Tweet_edge",1
"463","andybes50484929","agbaosogu1","Tweet_edge",1
"464","DanielJHannan","agbaosogu1","Tweet_edge",1
"465","NkirukaNistoran","agbataeze","Tweet_edge",2
"466","The_Jonathanian","agbataeze","Tweet_edge",1
"467","vintage_pluto","agcidoncha","Tweet_edge",1
"468","funder","agelesshippie1","Tweet_edge",1
"469","AltNatParkSer","agentdasher","Tweet_edge",1
"470","gucci_rad","agentmess","Tweet_edge",1
"471","joekeene","aggiedave","Tweet_edge",1
"472","50sAnd60s","aggresivespice","Tweet_edge",1
"473","NRVChris","aggressivedeer","Tweet_edge",1
"474","3lectric5heep","aghiblean","Tweet_edge",1
"475","NotPorC","aghoranathi","Tweet_edge",1
"476","TheGOPReport","agirlhasno_name","Tweet_edge",1
"477","AltNatParkSer","agitate_resist","Tweet_edge",1
"478","drostova","agitatorsneeded","Tweet_edge",1
"479","Franklin_Graham","agm_jelinek","Tweet_edge",1
"480","ThePatriot143","agneschaplin","Tweet_edge",1
"481","TEN_GOP","agnosticlord76","Tweet_edge",1
"482","joekeene","agraddi","Tweet_edge",1
"483","ThePatriot143","agueros_henry","Tweet_edge",1
"484","FunnyVines","agueroshaz","Tweet_edge",1
"485","joekeene","aguidry","Tweet_edge",1
"486","ClimateReality","agussari","Tweet_edge",1
"487","itscomedyVines","agxs28","Tweet_edge",1
"488","RepStevenSmith","ahclem11","Tweet_edge",1
"489","RebellionReport","ahijazi_","Tweet_edge",1
"490","naji1290","ahmedaisaaaa","Tweet_edge",1
"491","WSHHcomedy","ahmedmagzz","Tweet_edge",1
"492","pnehlen","ahtijari","Tweet_edge",1
"493","memesuppIy","aidan_nilan","Tweet_edge",1
"494","GrrrGraphics","aidenking20","Tweet_edge",1
"495","JahovasWitniss","aikrhel","Tweet_edge",1
"496","FiveMinFaith","aileenbie","Tweet_edge",1
"497","MAGOProject","aimahfugazzi","Tweet_edge",1
"498","rzazula","aimahfugazzi","Tweet_edge",2
"499","Charles_HRH","aimeeaimeemb","Tweet_edge",2
"500","davingtonafrica","aimejnr","Tweet_edge",1
"501","pnehlen","ainiapgg","Tweet_edge",1
"502","JonStewartHBO","airbus63","Tweet_edge",1
