"","X","Flow_from_user","Flow_to_user","flow"
"15045","vipulit","5Forty3","vipulit",-1
"11497","virus4congress1","5Forty3","virus4congress",-1
"15184","votenowindia","5Forty3","votenowindia",-1
"8653","whostruthanyway1","5Forty3","whostruthanyway",-1
"3467","yaajushi3","5Forty3","yaajushi",-1
"16040","MilanV22","5xnewx","MilanV",1
"16069","xglgu5obsw9j6xe","616476fbde873af","xglgu5obsw9j6xe",0
"449","gauravcsawant146","68755f3377a8469","gauravcsawant",1
"1275","pGurus19","69b1b71236104d6","pGurus1",1
"758","gauravcsawant455","69bpl69","gauravcsawant",1
"179","rssurjewala177","6b15055656184ea","rssurjewala",1
"13292","URautelaForever458","6b9574b803c1480","URautelaForever",1
"3998","DrKumarVishwas327","6c20cdd298174c7","DrKumarVishwas",1
"4963","ShirishKunder9","6d91f0b718ad479","ShirishKunder",1
"13302","URautelaForever468","6feac377b097423","URautelaForever",1
"4223","centerofright106","7374v","centerofright",1
"2211","ModiBharosa378","76cffefa5a1c4e2","ModiBharosa",1
"4298","Ra_THORe60","7ramreddy7ram","Ra_THORe",1
"10390","_MiteshPatel59","81_jignesh","_MiteshPatel",1
"14832","priyaakulkarni232","8177sonali","priyaakulkarni2",1
"10788","AdityaNair2010","85_ritika","AdityaNair20",1
"10375","_MiteshPatel44","87_bansari","_MiteshPatel",1
"1299","pGurus133","870f4906f95f4d8","pGurus1",1
"2045","ModiBharosa212","881977raju","ModiBharosa",1
"1110","Atheist_Krishna46","8dilip","Atheist_Krishna",1
"2137","ModiBharosa304","8dssoni","ModiBharosa",1
"1675","kanimozhi111","92165rahul","kanimozhi",1
"2024","ModiBharosa191","943c39bb70b245e","ModiBharosa",1
"1609","kanimozhi45","9447653359","kanimozhi",1
"18530","KyaKaise1","97b63c4d534546d","KyaKaise",1
"6488","ippatel16","9845439969karan","ippatel",1
"13171","URautelaForever337","9auravk","URautelaForever",1
"1533","DrGPradhan65","9u9gcg69l7kuu4k","DrGPradhan",1
"3592","RoflGandhi_107","9urusin9h","RoflGandhi_",1
"4711","steve_hanke112","a_barrera84","steve_hanke",1
"16321","SimonDixonTwitt2","a_hannan_ismail","SimonDixonTwitt",1
"20524","vbeachcomber","a_miglani","vbeachcomber",0
"10831","bharat_builder1","A_Observr","bharat_builder",1
"9623","cpsingh_punjab","A_Observr","cpsingh_punjab",-1
"933","Joydeep_91188","a_p_75","Joydeep_911",1
"16985","Timcast26","a_sex_god","Timcast",1
"488","gauravcsawant185","a09ea2180ded422","gauravcsawant",1
"14362","5Forty312","a31x64vijay","5Forty3",1
"1294","pGurus128","a31x64vijay","pGurus1",1
"4507","SreeIyer11","a31x64vijay","SreeIyer1",1
"330","gauravcsawant27","a799612","gauravcsawant",1
"18037","_beinggaurav","aaanupriyaaa","_beinggaurav",-1
"18845","_bishal20_","aaanupriyaaa","_bishal20_",-1
"18905","05apuuuuu","aaanupriyaaa","05apuuuuu",-1
"18050","aapabbidi","aaanupriyaaa","aapabbidi",-1
"18819","abhinav5349","aaanupriyaaa","abhinav5349",-1
"18797","adithgm","aaanupriyaaa","adithgm",-1
"18818","antiboringagent","aaanupriyaaa","antiboringagent",-1
"16792","aristidebancevu","aaanupriyaaa","aristidebancevu",-1
"18901","asmanksharma","aaanupriyaaa","asmanksharma",-1
"18612","besties_buddy","aaanupriyaaa","besties_buddy",-1
"18705","botbyrop1","aaanupriyaaa","botbyrop",-1
"17993","botsaucin1","aaanupriyaaa","botsaucin",-1
"16865","caarte_blanche","aaanupriyaaa","caarte_blanche",-1
"18876","definitwa1708","aaanupriyaaa","definitwa1708",-1
"18896","devanganas3","aaanupriyaaa","devanganas3",-1
"18806","divyaszaika","aaanupriyaaa","divyaszaika",-1
"16380","drkhushisharma1","aaanupriyaaa","drkhushisharma",-1
"18796","duggu129","aaanupriyaaa","duggu129",-1
"18820","dvital_","aaanupriyaaa","dvital_",-1
"18892","dvkikh","aaanupriyaaa","dvkikh",-1
"18875","endofabhishek","aaanupriyaaa","endofabhishek",-1
"17436","g_rohit19","aaanupriyaaa","g_rohit19",-1
"11388","gargtarun19871","aaanupriyaaa","gargtarun1987",-1
"18506","himanshudixit011","aaanupriyaaa","himanshudixit01",-1
"18805","ikumar7","aaanupriyaaa","ikumar7",-1
"18822","imrahul_17","aaanupriyaaa","imrahul_17",-1
"18801","imtarun1d","aaanupriyaaa","imtarun1d",-1
"17481","iqbalintouch1","aaanupriyaaa","iqbalintouch",-1
"18844","isatchit","aaanupriyaaa","isatchit",-1
"18352","jaibhadra","aaanupriyaaa","jaibhadra",-1
"18895","janagal_pooja","aaanupriyaaa","janagal_pooja",-1
"18908","jarvaruag","aaanupriyaaa","jarvaruag",-1
"18816","jineshjain12","aaanupriyaaa","jineshjain12",-1
"18656","kedari_rutuja1","aaanupriyaaa","kedari_rutuja",-1
"18874","krutik126","aaanupriyaaa","krutik126",-1
"18800","lievantamillar","aaanupriyaaa","lievantamillar",-1
"18882","manoharsingha","aaanupriyaaa","manoharsingha",-1
"17965","me_arpank","aaanupriyaaa","me_arpank",-1
"18834","miister_h","aaanupriyaaa","miister_h",-1
"18821","mynkkumar","aaanupriyaaa","mynkkumar",-1
"18833","myselfpradeep_1","aaanupriyaaa","myselfpradeep_",-1
"18803","namratawrites","aaanupriyaaa","namratawrites",-1
"18902","nikhil2612","aaanupriyaaa","nikhil2612",-1
"18605","nitin15500441","aaanupriyaaa","nitin15500441",-1
"18799","nitintomarr","aaanupriyaaa","nitintomarr",-1
"18149","nivalex28","aaanupriyaaa","nivalex28",-1
"18912","only_brain","aaanupriyaaa","only_brain",-1
"18839","priyalkamli1394","aaanupriyaaa","priyalkamli1394",-1
"18838","rkparadox","aaanupriyaaa","rkparadox",-1
"18889","rock__ram","aaanupriyaaa","rock__ram",-1
"18804","rs30081994","aaanupriyaaa","rs30081994",-1
"16866","russian_market","aaanupriyaaa","russian_market",-1
"18914","sagar_23oct","aaanupriyaaa","sagar_23oct",-1
"18904","sahni_ritu","aaanupriyaaa","sahni_ritu",-1
"18907","sandywaves07","aaanupriyaaa","sandywaves07",-1
"18802","sanjayjawalaji1","aaanupriyaaa","sanjayjawalaji1",-1
"18897","shivanigaonkar2","aaanupriyaaa","shivanigaonkar2",-1
"18903","srb_bellu","aaanupriyaaa","srb_bellu",-1
"6586","techie_aman1","aaanupriyaaa","techie_aman",-1
"18913","the_kingonion","aaanupriyaaa","the_kingonion",-1
"18807","thebonggirl","aaanupriyaaa","thebonggirl",-1
"18027","thechutneyboy","aaanupriyaaa","thechutneyboy",-1
"18873","theidiotstory","aaanupriyaaa","theidiotstory",-1
"18831","theofficialbhai","aaanupriyaaa","theofficialbhai",-1
"18836","theshaikh_","aaanupriyaaa","theshaikh_",-1
"18894","thisweirdlyf","aaanupriyaaa","thisweirdlyf",-1
"18911","uskiwhiskey","aaanupriyaaa","uskiwhiskey",-1
"18837","vedants820","aaanupriyaaa","vedants820",-1
"16863","vercovicium","aaanupriyaaa","vercovicium",-1
"17415","vivekpandey0927","aaanupriyaaa","vivekpandey0927",-1
"7009","MIB_India74","aabha110","MIB_India",1
"2891","PIB_India76","aabha110","PIB_India",1
"10586","DipendraDipzo37","aackthu","DipendraDipzo",1
"13892","URautelaForever1058","aadarsh8lunia","URautelaForever",1
"7006","MIB_India71","aadhiseshu2","MIB_India",1
"2888","PIB_India73","aadhiseshu2","PIB_India",1
"3702","DrKumarVishwas31","aadil_muz","DrKumarVishwas",1
"13088","URautelaForever254","aadil07869","URautelaForever",1
"5129","kavita_krishnan7","aadilmim","kavita_krishnan",1
"13952","URautelaForever1118","aadirajput2016","URautelaForever",1
"6992","MIB_India57","aaditya793","MIB_India",1
"2874","PIB_India59","aaditya793","PIB_India",1
"6998","MIB_India63","aaditya810","MIB_India",1
"2880","PIB_India65","aaditya810","PIB_India",1
"5080","baruahrana1231","aadityagautom","baruahrana123",-1
"14602","chandrabasnet15","aadityagautom","chandrabasnet15",-1
"15036","gdasbaruah","aadityagautom","gdasbaruah",-1
"15001","ghoshrupak6","aadityagautom","ghoshrupak6",-1
"15253","thetruth0000001","aadityagautom","thetruth0000001",-1
"13534","URautelaForever700","aaduaddy","URautelaForever",1
"592","gauravcsawant289","aahannya","gauravcsawant",1
"13803","URautelaForever969","aak_engine","URautelaForever",1
"13217","URautelaForever383","aakash1411verma","URautelaForever",1
"13579","URautelaForever745","aakashdwarkani","URautelaForever",1
"13546","URautelaForever712","aakashgauttam","URautelaForever",1
"19321","equity_focus","aakashhindocha","equity_focus",0
"2473","ashu3page99","aakhiri_salaam","ashu3page",1
"1472","DrGPradhan4","aakuraj","DrGPradhan",1
"7117","deep_anchor17","aalamrangi","deep_anchor",1
"8897","ChockBlain1","aalbertjac","ChockBlain",1
"14694","ms_rana14","aam_nationalist","ms_rana",1
"6050","nixxin11","aam_nationalist","nixxin",1
"3502","RoflGandhi_17","aam_nationalist","RoflGandhi_",1
"3236","jamewils39","aamaadmikesath","jamewils",1
"12464","sahilma77068201","AamAadmiParty","sahilma77068201",0
"10535","AamAdmy","aamadmy","AamAdmy",0
"10534","aamadmy","AamAdmy","aamadmy",0
"6127","jairajp30","aamir209","jairajp",1
"13850","URautelaForever1016","aamirian_dutta","URautelaForever",1
"1223","Dipankar_cpiml23","aamirkhan78","Dipankar_cpiml",1
"13101","URautelaForever267","aamirr_khannn","URautelaForever",1
"3952","DrKumarVishwas281","aamirself","DrKumarVishwas",1
"1745","harshkkapoor40","aaolion","harshkkapoor",1
"867","Joydeep_91122","aaolion","Joydeep_911",1
"3313","aartic022","aap_jehanabad","aartic02",1
"10344","_MiteshPatel13","aap_neel","_MiteshPatel",1
"3830","DrKumarVishwas159","aap_parvinder","DrKumarVishwas",1
"10938","SatyendarJain3","aap_parvinder","SatyendarJain",1
"10339","_MiteshPatel8","aap_petlad","_MiteshPatel",1
"8094","RoflTeja1","aap_revolution_","RoflTeja",1
"9717","AAP_Updates","aap_updates","AAP_Updates",0
"9716","aap_updates","AAP_Updates","aap_updates",0
"2492","ashu3page118","aap2014kumar","ashu3page",1
"16807","aaanupriyaaa14","aapabbidi","aaanupriyaaa",1
"18053","Dr_SarithaAR","aapabbidi","Dr_SarithaAR",1
"2510","ashu3page136","aapadarsh","ashu3page",1
"8581","anjaniward184","aapakhi","anjaniward184",-1
"3688","DrKumarVishwas17","aapakhi","DrKumarVishwas",1
"3890","DrKumarVishwas219","aapbabbu","DrKumarVishwas",1
"1261","roshankar15","aapdelhincr","roshankar",1
"3332","aartic0221","aapdiwana","aartic02",1
"2443","ashu3page69","aapdiwana","ashu3page",1
"3786","DrKumarVishwas115","aapdiwana","DrKumarVishwas",1
"3882","DrKumarVishwas211","aapgoa","DrKumarVishwas",1
"10353","_MiteshPatel22","aapgujvolunteer","_MiteshPatel",1
"3966","DrKumarVishwas295","aaphadapsar","DrKumarVishwas",1
"10346","_MiteshPatel15","aapingoa","_MiteshPatel",1
"3331","aartic0220","aapjnp","aartic02",1
"2442","ashu3page68","aapjnp","ashu3page",1
"3785","DrKumarVishwas114","aapjnp","DrKumarVishwas",1
"5997","IndiaToday3","aapjnp","IndiaToday",1
"1379","Hemant_8051","aapka_rk","Hemant_80",1
"3833","DrKumarVishwas162","aapkadonation","DrKumarVishwas",1
"3328","aartic0217","aapkamuzzammil","aartic02",1
"2439","ashu3page65","aapkamuzzammil","ashu3page",1
"10507","MuzzammilAap","aapkamuzzammil","MuzzammilAap",0
"17808","dhyani0709","aapkarajiv","dhyani0709",0
"2515","ashu3page141","aapkarauf","ashu3page",1
"1076","Atheist_Krishna12","aapkatejubhaiya","Atheist_Krishna",1
"19494","attomeybharti36","aapkegopalrai","attomeybharti",1
"3326","aartic0215","aapkiaawaaz","aartic02",1
"2436","ashu3page62","aapkiaawaaz","ashu3page",1
"3769","DrKumarVishwas98","aapkiaawaaz","DrKumarVishwas",1
"10382","_MiteshPatel51","aapkipalki","_MiteshPatel",1
"1035","Joydas85","aaplink","Joydas",1
"3322","aartic0211","aaplogical","aartic02",1
"10832","bharat_builder2","aaplogical","bharat_builder",1
"15161","DKMahant","aaplogical","DKMahant",-1
"3210","jamewils13","aaplogical","jamewils",1
"997","Joydas47","aaplogical","Joydas",1
"3896","DrKumarVishwas225","aapmember","DrKumarVishwas",1
"1392","bharatparivrtan3","AAPNewsAlert","bharatparivrtan",-1
"19661","brijesh88220727","AAPNewsAlert","brijesh88220727",-1
"16075","gaganm121","AAPNewsAlert","gaganm12",-1
"14632","georgekurian4k3","AAPNewsAlert","georgekurian4k",-1
"7683","guru98994","AAPNewsAlert","guru9899",-1
"2356","ikumarashok1","AAPNewsAlert","ikumarashok",-1
"19800","jblovesindia","AAPNewsAlert","jblovesindia",-1
"19655","kapilmudgal75","AAPNewsAlert","kapilmudgal75",-1
"19794","lailafiaz","AAPNewsAlert","lailafiaz",-1
"19675","mateenaap1","AAPNewsAlert","mateenaap",-1
"12828","matram_vande1","AAPNewsAlert","matram_vande",-1
"5292","mgmnair3","AAPNewsAlert","mgmnair",-1
"19673","moinaltaf47","AAPNewsAlert","moinaltaf47",-1
"8309","muntaziraapka7","AAPNewsAlert","muntaziraapka",-1
"19622","rajeshpilania4","AAPNewsAlert","rajeshpilania4",-1
"19669","rajeshved36","AAPNewsAlert","rajeshved36",-1
"11692","rajkovvali1","AAPNewsAlert","rajkovvali",-1
"4538","rkbahadur11","AAPNewsAlert","rkbahadur1",-1
"19660","shalminhere","AAPNewsAlert","shalminhere",-1
"2474","ashu3page100","aaprevolutioncg","ashu3page",1
"3841","DrKumarVishwas170","aapsolute","DrKumarVishwas",1
"1029","Joydas79","aaptimist_","Joydas",1
"2517","ashu3page143","aapved","ashu3page",1
"10332","_MiteshPatel1","aapvind","_MiteshPatel",1
"1344","Hemant_8016","aapvind","Hemant_80",1
"14584","Stupidosaur1","aapvind","Stupidosaur",1
"3469","500urvashi","AAPVind","500urvashi",-1
"3632","eagl3eye_","AAPVind","eagl3eye_",-1
"3479","iholycow","AAPVind","iholycow",-1
"3480","ithetrollkiller","AAPVind","ithetrollkiller",-1
"3482","kehkdsunga","AAPVind","kehkdsunga",-1
"3481","modi3rdclass","AAPVind","modi3rdclass",-1
"1436","sehgal_indian","AAPVind","sehgal_indian",-1
"9644","Shehzad_Ind","aarfakhanam","Shehzad_Ind",0
"6111","jairajp14","aarif787","jairajp",1
"12194","BajajAllianzLIC6","aarlcanob","BajajAllianzLIC",1
"13181","URautelaForever347","aarti_dvn","URautelaForever",1
"5799","_mohdriyaz","aartic02","_mohdriyaz",-1
"3394","aap_jehanabad","aartic02","aap_jehanabad",-1
"10625","aapdiwana1","aartic02","aapdiwana",-1
"10619","aapjnp1","aartic02","aapjnp",-1
"10505","aapkamuzzammil1","aartic02","aapkamuzzammil",-1
"10414","aapkiaawaaz1","aartic02","aapkiaawaaz",-1
"9894","aaplogical2","aartic02","aaplogical",-1
"12236","achalk14","aartic02","achalk14",-1
"11856","amitazad671","aartic02","amitazad67",-1
"12248","anilkmathur","aartic02","anilkmathur",-1
"12360","babucrpfdelhi","aartic02","babucrpfdelhi",-1
"12471","beingayang","aartic02","beingayang",-1
"12498","bharmalreturns","aartic02","bharmalreturns",-1
"7755","citizenspov","aartic02","citizenspov",-1
"12148","cmasureshpetkar","aartic02","cmasureshpetkar",-1
"12456","dangeo1982","aartic02","dangeo1982",-1
"12352","dasmld","aartic02","dasmld",-1
"7017","delhi_kapil","aartic02","delhi_kapil",-1
"12490","deveshthwal","aartic02","deveshthwal",-1
"12264","dhruvrastogi04","aartic02","dhruvrastogi04",-1
"12024","dineshattresh","aartic02","dineshattresh",-1
"7492","gamgrg","aartic02","gamgrg",-1
"2537","gr8india1","aartic02","gr8india",-1
"12247","guptanaveenji","aartic02","guptanaveenji",-1
"9622","ichirpy","aartic02","ichirpy",-1
"11938","imrankh231474781","aartic02","imrankh23147478",-1
"10483","indigokores2","aartic02","indigokores",-1
"11436","iraaajas","aartic02","iraaajas",-1
"12510","irsh888n","aartic02","irsh888n",-1
"12322","itwasnotme321","aartic02","itwasnotme321",-1
"11678","jhon23camp1","aartic02","jhon23camp",-1
"11557","kamlendrasingh3","aartic02","kamlendrasingh3",-1
"10102","kaurrjit","aartic02","kaurrjit",-1
"12347","kishorforyou","aartic02","kishorforyou",-1
"11740","kziya743","aartic02","kziya743",-1
"4488","lovely_phaaji2","aartic02","lovely_phaaji",-1
"12328","malaykumargiri","aartic02","malaykumargiri",-1
"10730","malimpatel1","aartic02","malimpatel1",-1
"12165","meerashah5","aartic02","meerashah5",-1
"12421","mrrdchavan","aartic02","mrrdchavan",-1
"11457","msuthar000","aartic02","msuthar000",-1
"10540","muzzammilaap1","aartic02","muzzammilaap",-1
"10927","naveenbebra2","aartic02","naveenbebra",-1
"12184","ndb143","aartic02","ndb143",-1
"12174","nsarika","aartic02","nsarika",-1
"10707","osman_ali187","aartic02","osman_ali187",-1
"12285","pavan_sethi1","aartic02","pavan_sethi",-1
"5314","proudindian661","aartic02","proudindian66",-1
"12489","rajamel2107","aartic02","rajamel2107",-1
"12079","ravindraathel","aartic02","ravindraathel",-1
"11878","rizwanrizzzii","aartic02","rizwanrizzzii",-1
"11885","sandipcapt","aartic02","sandipcapt",-1
"3310","sharadg287","aartic02","sharadg287",-1
"12462","shubhamaap","aartic02","shubhamaap",-1
"12321","skneel11","aartic02","skneel1",-1
"12392","sourabhjainiet","aartic02","sourabhjainiet",-1
"12006","sreeharsha2015","aartic02","sreeharsha2015",-1
"10981","sshail54552","aartic02","sshail5455",-1
"11736","sudhans49891901","aartic02","sudhans49891901",-1
"7379","sudhirreddy9201","aartic02","sudhirreddy920",-1
"10538","svaquas","aartic02","svaquas",-1
"12527","tbshjml","aartic02","tbshjml",-1
"10118","vinita_agr","aartic02","vinita_agr",-1
"9901","virdisharma2","aartic02","virdisharma",-1
"12515","virkamu","aartic02","virkamu",-1
"12397","yasirrehman02","aartic02","yasirrehman02",-1
"751","gauravcsawant448","aartitikoo","gauravcsawant",1
"12289","akhilnairashok","AartiTikoo","akhilnairashok",0
"708","gauravcsawant405","aarvee18","gauravcsawant",1
"1312","pGurus146","aarvee18","pGurus1",1
"14112","rahulroushan33","aarvee18","rahulroushan",1
"11123","anil_chouksey","AashaBisht","anil_chouksey",0
"3542","RoflGandhi_57","aashay_sao","RoflGandhi_",1
"16529","Dmonetisation","aashish81us","Dmonetisation",-1
"1773","Punitspeaks4","aashish81us","Punitspeaks",1
"2578","CMOMaharashtra16","aashish8294","CMOMaharashtra",1
"385","gauravcsawant82","aashishmisra","gauravcsawant",1
"12655","apllalkesh","aashishrazdan","apllalkesh",0
"3626","RoflGandhi_141","aashnamaurya","RoflGandhi_",1
"2523","ashu3page149","aashupi","ashu3page",1
"3627","RoflGandhi_142","aashupi","RoflGandhi_",1
"13117","URautelaForever283","aashurawat8","URautelaForever",1
"13306","URautelaForever472","aashutoshsaraf1","URautelaForever",1
"2303","ModiBharosa470","aashweenmay","ModiBharosa",1
"6120","jairajp23","aatali_2001","jairajp",1
"19644","gershwin931","aathiperinchery","gershwin93",1
"698","gauravcsawant395","aatorhooda","gauravcsawant",1
"1335","Hemant_807","aawara_aatma","Hemant_80",1
"2589","ShashiTharoor3","aawara_aatma","ShashiTharoor",1
"13086","URautelaForever252","aawarajoker","URautelaForever",1
"6388","madskak29","aawazindiaki","madskak",1
"16270","Nr_Shiralkar19","aayushitrivedi2","Nr_Shiralkar",1
"1200","Dipankar_cpiml","aazaadparinda","Dipankar_cpiml",1
"951","Joydas1","aazaadparinda","Joydas",1
"4","rssurjewala2","aazaadparinda","rssurjewala",1
"13708","URautelaForever874","ab19phenomenal","URautelaForever",1
"13665","URautelaForever831","abbas_baadshah","URautelaForever",1
"16917","mkatju23","abbaschatriwala","mkatju",1
"4719","steve_hanke120","abbdullz","steve_hanke",1
"19037","hi_paresh9","abby54469868","hi_paresh",1
"511","gauravcsawant208","abcunlimited1","gauravcsawant",1
"14101","rahulroushan22","abcunlimited1","rahulroushan",1
"11411","ideepakkapoor","ABCYoutubeCh","ideepakkapoor",-1
"11371","veer_h27","ABCYoutubeCh","veer_h27",-1
"8485","jan14anurag13","abdeshmukh","jan14anurag",1
"10468","prettypadmaja5","abdeshmukh","prettypadmaja",1
"4008","DrKumarVishwas337","abdul2711lateef","DrKumarVishwas",1
"6994","MIB_India59","abdulali03","MIB_India",1
"2876","PIB_India61","abdulali03","PIB_India",1
"13764","URautelaForever930","abdulba61198310","URautelaForever",1
"172","rssurjewala170","abdulbarihanfi","rssurjewala",1
"438","gauravcsawant135","abdullah_0mar","gauravcsawant",1
"5187","jackerhack16","abdulmuneer","jackerhack",1
"18930","Kahaanify","abdulnasser21","Kahaanify",-1
"13791","URautelaForever957","abdulnasser21","URautelaForever",1
"3979","DrKumarVishwas308","abdulsa75994842","DrKumarVishwas",1
"16679","IndiaVikas50","abdulsaleemgad","IndiaVikas50",0
"3686","DrKumarVishwas15","abeerchawake","DrKumarVishwas",1
"27","rssurjewala25","abeerchawake","rssurjewala",1
"1668","kanimozhi104","abeyjt","kanimozhi",1
"1127","Atheist_Krishna63","abhashkumarbhoi","Atheist_Krishna",1
"12839","URautelaForever5","abhashkumarbhoi","URautelaForever",1
"6115","jairajp18","abhatt88","jairajp",1
"18867","bjpsamvad20","abhay_runwal","bjpsamvad",1
"659","gauravcsawant356","abhayinsearch","gauravcsawant",1
"1630","kanimozhi66","abhayinsearch","kanimozhi",1
"1777","Punitspeaks8","abhaymishra09","Punitspeaks",1
"791","gauravcsawant488","abhayrishi28","gauravcsawant",1
"13888","URautelaForever1054","abhaytwitt","URautelaForever",1
"13477","URautelaForever643","abhayverma495","URautelaForever",1
"14476","5Forty3126","abhi_cali","5Forty3",1
"19768","PiyushGoyalOffc91","abhi_msd","PiyushGoyalOffc",1
"13429","URautelaForever595","abhi_pandey93","URautelaForever",1
"6269","airnewsalerts11","abhi_pundit","airnewsalerts",1
"14660","arvindsubraman1","abhi_sinha00","arvindsubraman",1
"3596","RoflGandhi_111","abhi1809thakur","RoflGandhi_",1
"2107","ModiBharosa274","abhi9982","ModiBharosa",1
"8443","AmitHPanchal2","abhiaftermath","AmitHPanchal",1
"16283","Nr_Shiralkar32","abhiair26","Nr_Shiralkar",1
